#    L    TT             EE             BB             TE          
  1486    0.68814E+03    0.10897E+02    0.63968E-01   -0.67249E+01
  1487    0.68572E+03    0.10940E+02    0.63917E-01   -0.62533E+01
  1488    0.68330E+03    0.10985E+02    0.63866E-01   -0.57885E+01
  1489    0.68082E+03    0.11034E+02    0.63815E-01   -0.53308E+01
  1490    0.67832E+03    0.11083E+02    0.63763E-01   -0.48801E+01
  1491    0.67580E+03    0.11134E+02    0.63710E-01   -0.44367E+01
  1492    0.67326E+03    0.11188E+02    0.63657E-01   -0.40005E+01
  1493    0.67069E+03    0.11243E+02    0.63604E-01   -0.35719E+01
  1494    0.66810E+03    0.11301E+02    0.63550E-01   -0.31509E+01
  1495    0.66549E+03    0.11360E+02    0.63495E-01   -0.27376E+01
  1496    0.66285E+03    0.11422E+02    0.63440E-01   -0.23320E+01
  1497    0.66018E+03    0.11485E+02    0.63385E-01   -0.19343E+01
  1498    0.65751E+03    0.11550E+02    0.63329E-01   -0.15446E+01
  1499    0.65481E+03    0.11616E+02    0.63273E-01   -0.11630E+01
  1500    0.65209E+03    0.11685E+02    0.63216E-01   -0.78958E+00
  1501    0.64935E+03    0.11755E+02    0.63159E-01   -0.42425E+00
  1502    0.64659E+03    0.11827E+02    0.63101E-01   -0.67524E-01
  1503    0.64382E+03    0.11901E+02    0.63043E-01    0.28076E+00
  1504    0.64103E+03    0.11975E+02    0.62985E-01    0.62068E+00
  1505    0.63822E+03    0.12052E+02    0.62926E-01    0.95189E+00
  1506    0.63539E+03    0.12130E+02    0.62866E-01    0.12745E+01
  1507    0.63256E+03    0.12209E+02    0.62806E-01    0.15884E+01
  1508    0.62971E+03    0.12290E+02    0.62746E-01    0.18932E+01
  1509    0.62684E+03    0.12371E+02    0.62686E-01    0.21891E+01
  1510    0.62397E+03    0.12455E+02    0.62625E-01    0.24759E+01
  1511    0.62108E+03    0.12540E+02    0.62563E-01    0.27542E+01
  1512    0.61817E+03    0.12625E+02    0.62501E-01    0.30218E+01
  1513    0.61526E+03    0.12712E+02    0.62439E-01    0.32818E+01
  1514    0.61234E+03    0.12801E+02    0.62377E-01    0.35318E+01
  1515    0.60943E+03    0.12890E+02    0.62314E-01    0.37735E+01
  1516    0.60650E+03    0.12980E+02    0.62251E-01    0.40044E+01
  1517    0.60356E+03    0.13071E+02    0.62187E-01    0.42270E+01
  1518    0.60061E+03    0.13164E+02    0.62123E-01    0.44412E+01
  1519    0.59766E+03    0.13256E+02    0.62059E-01    0.46440E+01
  1520    0.59472E+03    0.13349E+02    0.61994E-01    0.48383E+01
  1521    0.59176E+03    0.13444E+02    0.61930E-01    0.50235E+01
  1522    0.58879E+03    0.13539E+02    0.61864E-01    0.51989E+01
  1523    0.58582E+03    0.13634E+02    0.61799E-01    0.53650E+01
  1524    0.58285E+03    0.13731E+02    0.61733E-01    0.55212E+01
  1525    0.57988E+03    0.13829E+02    0.61667E-01    0.56683E+01
  1526    0.57691E+03    0.13926E+02    0.61601E-01    0.58061E+01
  1527    0.57394E+03    0.14023E+02    0.61534E-01    0.59333E+01
  1528    0.57097E+03    0.14122E+02    0.61468E-01    0.60521E+01
  1529    0.56801E+03    0.14221E+02    0.61400E-01    0.61616E+01
  1530    0.56505E+03    0.14319E+02    0.61333E-01    0.62612E+01
  1531    0.56208E+03    0.14419E+02    0.61266E-01    0.63508E+01
  1532    0.55913E+03    0.14519E+02    0.61198E-01    0.64319E+01
  1533    0.55618E+03    0.14618E+02    0.61130E-01    0.65044E+01
  1534    0.55324E+03    0.14719E+02    0.61062E-01    0.65655E+01
  1535    0.55030E+03    0.14819E+02    0.60994E-01    0.66188E+01
  1536    0.54736E+03    0.14919E+02    0.60925E-01    0.66621E+01
  1537    0.54445E+03    0.15019E+02    0.60856E-01    0.66960E+01
  1538    0.54154E+03    0.15120E+02    0.60788E-01    0.67213E+01
  1539    0.53861E+03    0.15219E+02    0.60719E-01    0.67373E+01
  1540    0.53571E+03    0.15318E+02    0.60649E-01    0.67447E+01
  1541    0.53282E+03    0.15418E+02    0.60580E-01    0.67419E+01
  1542    0.52994E+03    0.15518E+02    0.60511E-01    0.67312E+01
  1543    0.52707E+03    0.15616E+02    0.60441E-01    0.67103E+01
  1544    0.52421E+03    0.15716E+02    0.60372E-01    0.66815E+01
  1545    0.52137E+03    0.15814E+02    0.60302E-01    0.66439E+01
  1546    0.51853E+03    0.15911E+02    0.60232E-01    0.65968E+01
  1547    0.51570E+03    0.16009E+02    0.60162E-01    0.65416E+01
  1548    0.51290E+03    0.16106E+02    0.60092E-01    0.64776E+01
  1549    0.51011E+03    0.16202E+02    0.60022E-01    0.64056E+01
  1550    0.50734E+03    0.16297E+02    0.59952E-01    0.63246E+01
  1551    0.50458E+03    0.16392E+02    0.59882E-01    0.62348E+01
  1552    0.50184E+03    0.16486E+02    0.59812E-01    0.61375E+01
  1553    0.49911E+03    0.16580E+02    0.59742E-01    0.60327E+01
  1554    0.49641E+03    0.16674E+02    0.59671E-01    0.59189E+01
  1555    0.49371E+03    0.16766E+02    0.59601E-01    0.57976E+01
  1556    0.49105E+03    0.16857E+02    0.59531E-01    0.56680E+01
  1557    0.48839E+03    0.16947E+02    0.59461E-01    0.55307E+01
  1558    0.48577E+03    0.17037E+02    0.59391E-01    0.53866E+01
  1559    0.48317E+03    0.17124E+02    0.59321E-01    0.52341E+01
  1560    0.48058E+03    0.17212E+02    0.59251E-01    0.50738E+01
  1561    0.47800E+03    0.17298E+02    0.59180E-01    0.49066E+01
  1562    0.47544E+03    0.17384E+02    0.59110E-01    0.47315E+01
  1563    0.47290E+03    0.17468E+02    0.59041E-01    0.45502E+01
  1564    0.47040E+03    0.17551E+02    0.58971E-01    0.43617E+01
  1565    0.46793E+03    0.17632E+02    0.58901E-01    0.41661E+01
  1566    0.46547E+03    0.17713E+02    0.58831E-01    0.39647E+01
  1567    0.46302E+03    0.17790E+02    0.58762E-01    0.37554E+01
  1568    0.46061E+03    0.17869E+02    0.58692E-01    0.35402E+01
  1569    0.45823E+03    0.17945E+02    0.58623E-01    0.33185E+01
  1570    0.45587E+03    0.18021E+02    0.58553E-01    0.30907E+01
  1571    0.45354E+03    0.18096E+02    0.58484E-01    0.28574E+01
  1572    0.45122E+03    0.18168E+02    0.58415E-01    0.26173E+01
  1573    0.44893E+03    0.18239E+02    0.58346E-01    0.23716E+01
  1574    0.44669E+03    0.18308E+02    0.58277E-01    0.21201E+01
  1575    0.44446E+03    0.18377E+02    0.58209E-01    0.18632E+01
  1576    0.44226E+03    0.18442E+02    0.58140E-01    0.16007E+01
  1577    0.44008E+03    0.18507E+02    0.58072E-01    0.13330E+01
  1578    0.43794E+03    0.18570E+02    0.58004E-01    0.10602E+01
  1579    0.43583E+03    0.18630E+02    0.57936E-01    0.78242E+00
  1580    0.43373E+03    0.18691E+02    0.57868E-01    0.49978E+00
  1581    0.43166E+03    0.18749E+02    0.57801E-01    0.21248E+00
  1582    0.42964E+03    0.18805E+02    0.57734E-01   -0.79391E-01
  1583    0.42763E+03    0.18858E+02    0.57667E-01   -0.37566E+00
  1584    0.42566E+03    0.18911E+02    0.57600E-01   -0.67629E+00
  1585    0.42370E+03    0.18963E+02    0.57533E-01   -0.98097E+00
  1586    0.42179E+03    0.19011E+02    0.57467E-01   -0.12896E+01
  1587    0.41990E+03    0.19059E+02    0.57400E-01   -0.16022E+01
  1588    0.41805E+03    0.19104E+02    0.57334E-01   -0.19185E+01
  1589    0.41622E+03    0.19147E+02    0.57269E-01   -0.22383E+01
  1590    0.41442E+03    0.19188E+02    0.57203E-01   -0.25615E+01
  1591    0.41266E+03    0.19228E+02    0.57138E-01   -0.28879E+01
  1592    0.41092E+03    0.19266E+02    0.57073E-01   -0.32173E+01
  1593    0.40922E+03    0.19302E+02    0.57009E-01   -0.35498E+01
  1594    0.40754E+03    0.19336E+02    0.56944E-01   -0.38851E+01
  1595    0.40590E+03    0.19368E+02    0.56880E-01   -0.42227E+01
  1596    0.40429E+03    0.19398E+02    0.56816E-01   -0.45630E+01
  1597    0.40271E+03    0.19426E+02    0.56753E-01   -0.49055E+01
  1598    0.40116E+03    0.19452E+02    0.56690E-01   -0.52500E+01
  1599    0.39964E+03    0.19476E+02    0.56627E-01   -0.55966E+01
  1600    0.39815E+03    0.19498E+02    0.56564E-01   -0.59451E+01
  1601    0.39669E+03    0.19519E+02    0.56502E-01   -0.62952E+01
  1602    0.39525E+03    0.19536E+02    0.56440E-01   -0.66467E+01
  1603    0.39386E+03    0.19552E+02    0.56378E-01   -0.69999E+01
  1604    0.39250E+03    0.19565E+02    0.56317E-01   -0.73546E+01
  1605    0.39116E+03    0.19577E+02    0.56256E-01   -0.77097E+01
  1606    0.38986E+03    0.19586E+02    0.56195E-01   -0.80664E+01
  1607    0.38858E+03    0.19594E+02    0.56135E-01   -0.84241E+01
  1608    0.38733E+03    0.19601E+02    0.56075E-01   -0.87813E+01
  1609    0.38613E+03    0.19604E+02    0.56015E-01   -0.91397E+01
  1610    0.38495E+03    0.19605E+02    0.55956E-01   -0.94984E+01
  1611    0.38380E+03    0.19605E+02    0.55897E-01   -0.98568E+01
  1612    0.38268E+03    0.19601E+02    0.55838E-01   -0.10216E+02
  1613    0.38158E+03    0.19596E+02    0.55780E-01   -0.10574E+02
  1614    0.38053E+03    0.19590E+02    0.55722E-01   -0.10933E+02
  1615    0.37950E+03    0.19581E+02    0.55664E-01   -0.11290E+02
  1616    0.37849E+03    0.19570E+02    0.55607E-01   -0.11647E+02
  1617    0.37752E+03    0.19557E+02    0.55550E-01   -0.12003E+02
  1618    0.37658E+03    0.19542E+02    0.55494E-01   -0.12358E+02
  1619    0.37565E+03    0.19525E+02    0.55438E-01   -0.12712E+02
  1620    0.37478E+03    0.19506E+02    0.55382E-01   -0.13065E+02
  1621    0.37392E+03    0.19484E+02    0.55327E-01   -0.13417E+02
  1622    0.37310E+03    0.19461E+02    0.55272E-01   -0.13767E+02
  1623    0.37230E+03    0.19436E+02    0.55217E-01   -0.14116E+02
  1624    0.37153E+03    0.19409E+02    0.55163E-01   -0.14462E+02
  1625    0.37079E+03    0.19380E+02    0.55109E-01   -0.14807E+02
  1626    0.37008E+03    0.19349E+02    0.55055E-01   -0.15150E+02
  1627    0.36938E+03    0.19315E+02    0.55002E-01   -0.15490E+02
  1628    0.36872E+03    0.19281E+02    0.54950E-01   -0.15829E+02
  1629    0.36809E+03    0.19244E+02    0.54897E-01   -0.16164E+02
  1630    0.36749E+03    0.19205E+02    0.54845E-01   -0.16497E+02
  1631    0.36689E+03    0.19164E+02    0.54794E-01   -0.16828E+02
  1632    0.36634E+03    0.19121E+02    0.54742E-01   -0.17155E+02
  1633    0.36581E+03    0.19077E+02    0.54691E-01   -0.17480E+02
  1634    0.36533E+03    0.19030E+02    0.54641E-01   -0.17802E+02
  1635    0.36484E+03    0.18983E+02    0.54591E-01   -0.18120E+02
  1636    0.36439E+03    0.18932E+02    0.54541E-01   -0.18435E+02
  1637    0.36397E+03    0.18880E+02    0.54492E-01   -0.18747E+02
  1638    0.36356E+03    0.18827E+02    0.54442E-01   -0.19055E+02
  1639    0.36319E+03    0.18771E+02    0.54394E-01   -0.19360E+02
  1640    0.36283E+03    0.18714E+02    0.54345E-01   -0.19661E+02
  1641    0.36249E+03    0.18655E+02    0.54297E-01   -0.19959E+02
  1642    0.36219E+03    0.18594E+02    0.54250E-01   -0.20251E+02
  1643    0.36190E+03    0.18533E+02    0.54203E-01   -0.20540E+02
  1644    0.36162E+03    0.18468E+02    0.54156E-01   -0.20827E+02
  1645    0.36138E+03    0.18402E+02    0.54109E-01   -0.21108E+02
  1646    0.36115E+03    0.18335E+02    0.54063E-01   -0.21384E+02
  1647    0.36095E+03    0.18267E+02    0.54017E-01   -0.21656E+02
  1648    0.36077E+03    0.18196E+02    0.53971E-01   -0.21924E+02
  1649    0.36060E+03    0.18125E+02    0.53926E-01   -0.22188E+02
  1650    0.36046E+03    0.18051E+02    0.53881E-01   -0.22446E+02
  1651    0.36033E+03    0.17977E+02    0.53837E-01   -0.22701E+02
  1652    0.36023E+03    0.17899E+02    0.53793E-01   -0.22949E+02
  1653    0.36014E+03    0.17821E+02    0.53749E-01   -0.23193E+02
  1654    0.36007E+03    0.17743E+02    0.53705E-01   -0.23433E+02
  1655    0.36003E+03    0.17663E+02    0.53662E-01   -0.23666E+02
  1656    0.35999E+03    0.17581E+02    0.53619E-01   -0.23895E+02
  1657    0.35996E+03    0.17498E+02    0.53577E-01   -0.24119E+02
  1658    0.35997E+03    0.17413E+02    0.53534E-01   -0.24338E+02
  1659    0.35999E+03    0.17327E+02    0.53492E-01   -0.24551E+02
  1660    0.36001E+03    0.17241E+02    0.53451E-01   -0.24758E+02
  1661    0.36005E+03    0.17152E+02    0.53409E-01   -0.24961E+02
  1662    0.36011E+03    0.17064E+02    0.53368E-01   -0.25159E+02
  1663    0.36018E+03    0.16974E+02    0.53327E-01   -0.25350E+02
  1664    0.36026E+03    0.16882E+02    0.53287E-01   -0.25535E+02
  1665    0.36036E+03    0.16790E+02    0.53247E-01   -0.25715E+02
  1666    0.36047E+03    0.16696E+02    0.53207E-01   -0.25891E+02
  1667    0.36058E+03    0.16603E+02    0.53167E-01   -0.26059E+02
  1668    0.36072E+03    0.16507E+02    0.53127E-01   -0.26222E+02
  1669    0.36086E+03    0.16412E+02    0.53088E-01   -0.26379E+02
  1670    0.36101E+03    0.16315E+02    0.53049E-01   -0.26529E+02
  1671    0.36118E+03    0.16217E+02    0.53011E-01   -0.26675E+02
  1672    0.36136E+03    0.16118E+02    0.52972E-01   -0.26815E+02
  1673    0.36153E+03    0.16018E+02    0.52934E-01   -0.26948E+02
  1674    0.36173E+03    0.15919E+02    0.52896E-01   -0.27075E+02
  1675    0.36192E+03    0.15818E+02    0.52858E-01   -0.27196E+02
  1676    0.36213E+03    0.15716E+02    0.52821E-01   -0.27312E+02
  1677    0.36235E+03    0.15614E+02    0.52784E-01   -0.27421E+02
  1678    0.36256E+03    0.15511E+02    0.52747E-01   -0.27524E+02
  1679    0.36279E+03    0.15408E+02    0.52710E-01   -0.27621E+02
  1680    0.36302E+03    0.15304E+02    0.52673E-01   -0.27712E+02
  1681    0.36326E+03    0.15198E+02    0.52637E-01   -0.27796E+02
  1682    0.36350E+03    0.15094E+02    0.52600E-01   -0.27876E+02
  1683    0.36375E+03    0.14989E+02    0.52564E-01   -0.27948E+02
  1684    0.36400E+03    0.14883E+02    0.52528E-01   -0.28016E+02
  1685    0.36426E+03    0.14777E+02    0.52493E-01   -0.28077E+02
  1686    0.36452E+03    0.14671E+02    0.52457E-01   -0.28130E+02
  1687    0.36477E+03    0.14564E+02    0.52422E-01   -0.28178E+02
  1688    0.36504E+03    0.14457E+02    0.52387E-01   -0.28221E+02
  1689    0.36530E+03    0.14350E+02    0.52352E-01   -0.28256E+02
  1690    0.36556E+03    0.14243E+02    0.52317E-01   -0.28286E+02
  1691    0.36583E+03    0.14136E+02    0.52282E-01   -0.28311E+02
  1692    0.36610E+03    0.14028E+02    0.52247E-01   -0.28329E+02
  1693    0.36636E+03    0.13920E+02    0.52213E-01   -0.28340E+02
  1694    0.36662E+03    0.13813E+02    0.52179E-01   -0.28347E+02
  1695    0.36690E+03    0.13705E+02    0.52144E-01   -0.28346E+02
  1696    0.36716E+03    0.13598E+02    0.52110E-01   -0.28341E+02
  1697    0.36742E+03    0.13490E+02    0.52076E-01   -0.28329E+02
  1698    0.36768E+03    0.13383E+02    0.52042E-01   -0.28312E+02
  1699    0.36794E+03    0.13275E+02    0.52008E-01   -0.28288E+02
  1700    0.36820E+03    0.13167E+02    0.51975E-01   -0.28260E+02
  1701    0.36844E+03    0.13061E+02    0.51941E-01   -0.28225E+02
  1702    0.36870E+03    0.12953E+02    0.51907E-01   -0.28184E+02
  1703    0.36894E+03    0.12848E+02    0.51874E-01   -0.28139E+02
  1704    0.36919E+03    0.12741E+02    0.51840E-01   -0.28087E+02
  1705    0.36942E+03    0.12635E+02    0.51807E-01   -0.28030E+02
  1706    0.36965E+03    0.12528E+02    0.51773E-01   -0.27967E+02
  1707    0.36988E+03    0.12422E+02    0.51740E-01   -0.27900E+02
  1708    0.37010E+03    0.12317E+02    0.51707E-01   -0.27827E+02
  1709    0.37032E+03    0.12213E+02    0.51673E-01   -0.27748E+02
  1710    0.37053E+03    0.12110E+02    0.51640E-01   -0.27664E+02
  1711    0.37073E+03    0.12007E+02    0.51607E-01   -0.27574E+02
  1712    0.37093E+03    0.11904E+02    0.51574E-01   -0.27480E+02
  1713    0.37111E+03    0.11802E+02    0.51541E-01   -0.27381E+02
  1714    0.37128E+03    0.11700E+02    0.51507E-01   -0.27276E+02
  1715    0.37145E+03    0.11599E+02    0.51474E-01   -0.27168E+02
  1716    0.37162E+03    0.11499E+02    0.51441E-01   -0.27053E+02
  1717    0.37177E+03    0.11399E+02    0.51407E-01   -0.26934E+02
  1718    0.37190E+03    0.11300E+02    0.51374E-01   -0.26811E+02
  1719    0.37204E+03    0.11202E+02    0.51341E-01   -0.26683E+02
  1720    0.37217E+03    0.11105E+02    0.51307E-01   -0.26550E+02
  1721    0.37228E+03    0.11009E+02    0.51274E-01   -0.26413E+02
  1722    0.37239E+03    0.10912E+02    0.51240E-01   -0.26272E+02
  1723    0.37248E+03    0.10817E+02    0.51207E-01   -0.26126E+02
  1724    0.37256E+03    0.10723E+02    0.51173E-01   -0.25976E+02
  1725    0.37263E+03    0.10630E+02    0.51140E-01   -0.25821E+02
  1726    0.37269E+03    0.10538E+02    0.51106E-01   -0.25663E+02
  1727    0.37274E+03    0.10446E+02    0.51072E-01   -0.25501E+02
  1728    0.37277E+03    0.10357E+02    0.51038E-01   -0.25335E+02
  1729    0.37280E+03    0.10268E+02    0.51004E-01   -0.25165E+02
  1730    0.37280E+03    0.10180E+02    0.50970E-01   -0.24990E+02
  1731    0.37280E+03    0.10092E+02    0.50936E-01   -0.24814E+02
  1732    0.37279E+03    0.10006E+02    0.50901E-01   -0.24632E+02
  1733    0.37276E+03    0.99211E+01    0.50867E-01   -0.24448E+02
  1734    0.37272E+03    0.98368E+01    0.50832E-01   -0.24260E+02
  1735    0.37266E+03    0.97543E+01    0.50798E-01   -0.24068E+02
  1736    0.37259E+03    0.96720E+01    0.50763E-01   -0.23875E+02
  1737    0.37251E+03    0.95922E+01    0.50728E-01   -0.23677E+02
  1738    0.37241E+03    0.95127E+01    0.50693E-01   -0.23476E+02
  1739    0.37231E+03    0.94349E+01    0.50658E-01   -0.23273E+02
  1740    0.37218E+03    0.93580E+01    0.50623E-01   -0.23067E+02
  1741    0.37205E+03    0.92822E+01    0.50587E-01   -0.22857E+02
  1742    0.37190E+03    0.92081E+01    0.50551E-01   -0.22647E+02
  1743    0.37174E+03    0.91350E+01    0.50516E-01   -0.22432E+02
  1744    0.37156E+03    0.90635E+01    0.50480E-01   -0.22216E+02
  1745    0.37136E+03    0.89923E+01    0.50444E-01   -0.21997E+02
  1746    0.37115E+03    0.89236E+01    0.50407E-01   -0.21776E+02
  1747    0.37093E+03    0.88565E+01    0.50371E-01   -0.21553E+02
  1748    0.37069E+03    0.87911E+01    0.50334E-01   -0.21328E+02
  1749    0.37043E+03    0.87259E+01    0.50298E-01   -0.21100E+02
  1750    0.37015E+03    0.86624E+01    0.50261E-01   -0.20871E+02
  1751    0.36986E+03    0.85998E+01    0.50224E-01   -0.20642E+02
  1752    0.36957E+03    0.85382E+01    0.50186E-01   -0.20408E+02
  1753    0.36925E+03    0.84774E+01    0.50149E-01   -0.20175E+02
  1754    0.36892E+03    0.84191E+01    0.50111E-01   -0.19939E+02
  1755    0.36858E+03    0.83630E+01    0.50073E-01   -0.19703E+02
  1756    0.36822E+03    0.83073E+01    0.50035E-01   -0.19465E+02
  1757    0.36785E+03    0.82531E+01    0.49997E-01   -0.19226E+02
  1758    0.36745E+03    0.82003E+01    0.49958E-01   -0.18986E+02
  1759    0.36705E+03    0.81489E+01    0.49920E-01   -0.18746E+02
  1760    0.36662E+03    0.80992E+01    0.49881E-01   -0.18504E+02
  1761    0.36618E+03    0.80509E+01    0.49842E-01   -0.18262E+02
  1762    0.36572E+03    0.80040E+01    0.49802E-01   -0.18019E+02
  1763    0.36526E+03    0.79587E+01    0.49763E-01   -0.17775E+02
  1764    0.36479E+03    0.79150E+01    0.49723E-01   -0.17532E+02
  1765    0.36428E+03    0.78726E+01    0.49683E-01   -0.17287E+02
  1766    0.36377E+03    0.78316E+01    0.49643E-01   -0.17043E+02
  1767    0.36324E+03    0.77921E+01    0.49603E-01   -0.16799E+02
  1768    0.36269E+03    0.77542E+01    0.49562E-01   -0.16554E+02
  1769    0.36214E+03    0.77177E+01    0.49521E-01   -0.16311E+02
  1770    0.36156E+03    0.76825E+01    0.49480E-01   -0.16066E+02
  1771    0.36097E+03    0.76490E+01    0.49439E-01   -0.15822E+02
  1772    0.36038E+03    0.76168E+01    0.49397E-01   -0.15580E+02
  1773    0.35975E+03    0.75861E+01    0.49356E-01   -0.15336E+02
  1774    0.35912E+03    0.75569E+01    0.49314E-01   -0.15095E+02
  1775    0.35848E+03    0.75291E+01    0.49271E-01   -0.14853E+02
  1776    0.35782E+03    0.75028E+01    0.49229E-01   -0.14612E+02
  1777    0.35714E+03    0.74780E+01    0.49186E-01   -0.14373E+02
  1778    0.35645E+03    0.74545E+01    0.49143E-01   -0.14134E+02
  1779    0.35574E+03    0.74326E+01    0.49100E-01   -0.13897E+02
  1780    0.35503E+03    0.74121E+01    0.49057E-01   -0.13660E+02
  1781    0.35430E+03    0.73929E+01    0.49013E-01   -0.13425E+02
  1782    0.35355E+03    0.73752E+01    0.48969E-01   -0.13191E+02
  1783    0.35279E+03    0.73590E+01    0.48925E-01   -0.12959E+02
  1784    0.35203E+03    0.73440E+01    0.48881E-01   -0.12727E+02
  1785    0.35124E+03    0.73306E+01    0.48836E-01   -0.12498E+02
  1786    0.35045E+03    0.73184E+01    0.48791E-01   -0.12270E+02
  1787    0.34964E+03    0.73078E+01    0.48746E-01   -0.12043E+02
  1788    0.34882E+03    0.72985E+01    0.48701E-01   -0.11820E+02
  1789    0.34799E+03    0.72905E+01    0.48655E-01   -0.11598E+02
  1790    0.34714E+03    0.72838E+01    0.48610E-01   -0.11377E+02
  1791    0.34628E+03    0.72785E+01    0.48564E-01   -0.11160E+02
  1792    0.34542E+03    0.72745E+01    0.48517E-01   -0.10944E+02
  1793    0.34452E+03    0.72718E+01    0.48471E-01   -0.10730E+02
  1794    0.34364E+03    0.72703E+01    0.48424E-01   -0.10518E+02
  1795    0.34274E+03    0.72704E+01    0.48377E-01   -0.10309E+02
  1796    0.34180E+03    0.72715E+01    0.48330E-01   -0.10102E+02
  1797    0.34088E+03    0.72739E+01    0.48282E-01   -0.98982E+01
  1798    0.33994E+03    0.72775E+01    0.48235E-01   -0.96958E+01
  1799    0.33899E+03    0.72825E+01    0.48187E-01   -0.94965E+01
  1800    0.33804E+03    0.72886E+01    0.48139E-01   -0.93004E+01
  1801    0.33708E+03    0.72959E+01    0.48090E-01   -0.91062E+01
  1802    0.33611E+03    0.73044E+01    0.48042E-01   -0.89152E+01
  1803    0.33513E+03    0.73140E+01    0.47993E-01   -0.87276E+01
  1804    0.33413E+03    0.73247E+01    0.47944E-01   -0.85418E+01
  1805    0.33312E+03    0.73367E+01    0.47895E-01   -0.83595E+01
  1806    0.33212E+03    0.73498E+01    0.47845E-01   -0.81802E+01
  1807    0.33109E+03    0.73640E+01    0.47796E-01   -0.80040E+01
  1808    0.33006E+03    0.73791E+01    0.47746E-01   -0.78308E+01
  1809    0.32903E+03    0.73952E+01    0.47696E-01   -0.76609E+01
  1810    0.32799E+03    0.74125E+01    0.47646E-01   -0.74943E+01
  1811    0.32693E+03    0.74307E+01    0.47595E-01   -0.73309E+01
  1812    0.32587E+03    0.74501E+01    0.47544E-01   -0.71709E+01
  1813    0.32481E+03    0.74703E+01    0.47494E-01   -0.70143E+01
  1814    0.32373E+03    0.74915E+01    0.47443E-01   -0.68612E+01
  1815    0.32266E+03    0.75136E+01    0.47391E-01   -0.67115E+01
  1816    0.32158E+03    0.75367E+01    0.47340E-01   -0.65655E+01
  1817    0.32049E+03    0.75606E+01    0.47288E-01   -0.64228E+01
  1818    0.31939E+03    0.75853E+01    0.47237E-01   -0.62838E+01
  1819    0.31827E+03    0.76111E+01    0.47185E-01   -0.61484E+01
  1820    0.31716E+03    0.76375E+01    0.47133E-01   -0.60167E+01
  1821    0.31606E+03    0.76648E+01    0.47080E-01   -0.58888E+01
  1822    0.31494E+03    0.76929E+01    0.47028E-01   -0.57645E+01
  1823    0.31385E+03    0.77218E+01    0.46975E-01   -0.56441E+01
  1824    0.31272E+03    0.77511E+01    0.46922E-01   -0.55273E+01
  1825    0.31160E+03    0.77811E+01    0.46869E-01   -0.54144E+01
  1826    0.31047E+03    0.78126E+01    0.46816E-01   -0.53054E+01
  1827    0.30935E+03    0.78444E+01    0.46763E-01   -0.52001E+01
  1828    0.30821E+03    0.78768E+01    0.46710E-01   -0.50988E+01
  1829    0.30708E+03    0.79090E+01    0.46656E-01   -0.50013E+01
  1830    0.30594E+03    0.79432E+01    0.46603E-01   -0.49076E+01
  1831    0.30481E+03    0.79773E+01    0.46549E-01   -0.48180E+01
  1832    0.30366E+03    0.80119E+01    0.46495E-01   -0.47323E+01
  1833    0.30253E+03    0.80472E+01    0.46441E-01   -0.46504E+01
  1834    0.30139E+03    0.80823E+01    0.46387E-01   -0.45726E+01
  1835    0.30024E+03    0.81188E+01    0.46333E-01   -0.44986E+01
  1836    0.29910E+03    0.81566E+01    0.46278E-01   -0.44287E+01
  1837    0.29796E+03    0.81929E+01    0.46224E-01   -0.43627E+01
  1838    0.29682E+03    0.82306E+01    0.46169E-01   -0.43007E+01
  1839    0.29567E+03    0.82689E+01    0.46115E-01   -0.42426E+01
  1840    0.29454E+03    0.83064E+01    0.46060E-01   -0.41886E+01
  1841    0.29340E+03    0.83454E+01    0.46005E-01   -0.41385E+01
  1842    0.29226E+03    0.83843E+01    0.45950E-01   -0.40923E+01
  1843    0.29112E+03    0.84231E+01    0.45895E-01   -0.40502E+01
  1844    0.28999E+03    0.84627E+01    0.45840E-01   -0.40119E+01
  1845    0.28888E+03    0.85023E+01    0.45785E-01   -0.39776E+01
  1846    0.28774E+03    0.85426E+01    0.45729E-01   -0.39471E+01
  1847    0.28662E+03    0.85829E+01    0.45674E-01   -0.39207E+01
  1848    0.28549E+03    0.86232E+01    0.45619E-01   -0.38981E+01
  1849    0.28437E+03    0.86636E+01    0.45563E-01   -0.38793E+01
  1850    0.28325E+03    0.87040E+01    0.45508E-01   -0.38644E+01
  1851    0.28212E+03    0.87451E+01    0.45452E-01   -0.38533E+01
  1852    0.28102E+03    0.87871E+01    0.45396E-01   -0.38460E+01
  1853    0.27991E+03    0.88277E+01    0.45341E-01   -0.38425E+01
  1854    0.27880E+03    0.88684E+01    0.45285E-01   -0.38429E+01
  1855    0.27770E+03    0.89083E+01    0.45229E-01   -0.38470E+01
  1856    0.27662E+03    0.89492E+01    0.45173E-01   -0.38546E+01
  1857    0.27553E+03    0.89908E+01    0.45118E-01   -0.38661E+01
  1858    0.27444E+03    0.90311E+01    0.45062E-01   -0.38811E+01
  1859    0.27337E+03    0.90723E+01    0.45006E-01   -0.39000E+01
  1860    0.27229E+03    0.91121E+01    0.44950E-01   -0.39222E+01
  1861    0.27123E+03    0.91528E+01    0.44894E-01   -0.39482E+01
  1862    0.27018E+03    0.91929E+01    0.44838E-01   -0.39776E+01
  1863    0.26912E+03    0.92331E+01    0.44782E-01   -0.40104E+01
  1864    0.26808E+03    0.92743E+01    0.44727E-01   -0.40468E+01
  1865    0.26703E+03    0.93141E+01    0.44671E-01   -0.40866E+01
