#    L    TT             EE             BB             TE          
  2574    0.61470E+02    0.27307E+01    0.19593E-01   -0.36381E+01
  2575    0.61373E+02    0.27263E+01    0.19568E-01   -0.36548E+01
  2576    0.61279E+02    0.27217E+01    0.19543E-01   -0.36710E+01
  2577    0.61185E+02    0.27170E+01    0.19519E-01   -0.36873E+01
  2578    0.61092E+02    0.27121E+01    0.19494E-01   -0.37033E+01
  2579    0.61001E+02    0.27070E+01    0.19469E-01   -0.37191E+01
  2580    0.60912E+02    0.27019E+01    0.19445E-01   -0.37347E+01
  2581    0.60824E+02    0.26966E+01    0.19421E-01   -0.37500E+01
  2582    0.60736E+02    0.26912E+01    0.19396E-01   -0.37651E+01
  2583    0.60650E+02    0.26857E+01    0.19372E-01   -0.37800E+01
  2584    0.60566E+02    0.26800E+01    0.19348E-01   -0.37947E+01
  2585    0.60482E+02    0.26742E+01    0.19323E-01   -0.38090E+01
  2586    0.60401E+02    0.26682E+01    0.19299E-01   -0.38232E+01
  2587    0.60320E+02    0.26622E+01    0.19275E-01   -0.38369E+01
  2588    0.60241E+02    0.26560E+01    0.19251E-01   -0.38505E+01
  2589    0.60162E+02    0.26496E+01    0.19227E-01   -0.38638E+01
  2590    0.60085E+02    0.26432E+01    0.19203E-01   -0.38768E+01
  2591    0.60009E+02    0.26366E+01    0.19179E-01   -0.38895E+01
  2592    0.59934E+02    0.26299E+01    0.19155E-01   -0.39019E+01
  2593    0.59859E+02    0.26231E+01    0.19132E-01   -0.39139E+01
  2594    0.59786E+02    0.26162E+01    0.19108E-01   -0.39257E+01
  2595    0.59713E+02    0.26092E+01    0.19084E-01   -0.39371E+01
  2596    0.59642E+02    0.26020E+01    0.19061E-01   -0.39482E+01
  2597    0.59573E+02    0.25947E+01    0.19037E-01   -0.39591E+01
  2598    0.59504E+02    0.25873E+01    0.19014E-01   -0.39694E+01
  2599    0.59435E+02    0.25798E+01    0.18990E-01   -0.39795E+01
  2600    0.59368E+02    0.25721E+01    0.18967E-01   -0.39893E+01
  2601    0.59301E+02    0.25645E+01    0.18943E-01   -0.39986E+01
  2602    0.59235E+02    0.25567E+01    0.18920E-01   -0.40077E+01
  2603    0.59170E+02    0.25487E+01    0.18897E-01   -0.40164E+01
  2604    0.59107E+02    0.25407E+01    0.18874E-01   -0.40247E+01
  2605    0.59044E+02    0.25325E+01    0.18850E-01   -0.40327E+01
  2606    0.58981E+02    0.25243E+01    0.18827E-01   -0.40402E+01
  2607    0.58918E+02    0.25160E+01    0.18804E-01   -0.40475E+01
  2608    0.58858E+02    0.25075E+01    0.18781E-01   -0.40543E+01
  2609    0.58796E+02    0.24990E+01    0.18758E-01   -0.40608E+01
  2610    0.58736E+02    0.24904E+01    0.18735E-01   -0.40668E+01
  2611    0.58677E+02    0.24817E+01    0.18712E-01   -0.40725E+01
  2612    0.58618E+02    0.24729E+01    0.18690E-01   -0.40778E+01
  2613    0.58558E+02    0.24640E+01    0.18667E-01   -0.40826E+01
  2614    0.58501E+02    0.24552E+01    0.18644E-01   -0.40873E+01
  2615    0.58442E+02    0.24461E+01    0.18621E-01   -0.40913E+01
  2616    0.58386E+02    0.24371E+01    0.18599E-01   -0.40950E+01
  2617    0.58328E+02    0.24279E+01    0.18576E-01   -0.40982E+01
  2618    0.58272E+02    0.24186E+01    0.18554E-01   -0.41011E+01
  2619    0.58216E+02    0.24094E+01    0.18531E-01   -0.41036E+01
  2620    0.58160E+02    0.24000E+01    0.18509E-01   -0.41057E+01
  2621    0.58104E+02    0.23906E+01    0.18486E-01   -0.41074E+01
  2622    0.58049E+02    0.23811E+01    0.18464E-01   -0.41086E+01
  2623    0.57994E+02    0.23716E+01    0.18441E-01   -0.41095E+01
  2624    0.57939E+02    0.23620E+01    0.18419E-01   -0.41100E+01
  2625    0.57883E+02    0.23524E+01    0.18397E-01   -0.41100E+01
  2626    0.57829E+02    0.23427E+01    0.18375E-01   -0.41096E+01
  2627    0.57774E+02    0.23330E+01    0.18352E-01   -0.41089E+01
  2628    0.57719E+02    0.23232E+01    0.18330E-01   -0.41076E+01
  2629    0.57664E+02    0.23133E+01    0.18308E-01   -0.41060E+01
  2630    0.57609E+02    0.23035E+01    0.18286E-01   -0.41039E+01
  2631    0.57554E+02    0.22936E+01    0.18264E-01   -0.41015E+01
  2632    0.57500E+02    0.22837E+01    0.18242E-01   -0.40987E+01
  2633    0.57444E+02    0.22737E+01    0.18220E-01   -0.40953E+01
  2634    0.57389E+02    0.22638E+01    0.18198E-01   -0.40915E+01
  2635    0.57334E+02    0.22537E+01    0.18176E-01   -0.40876E+01
  2636    0.57279E+02    0.22436E+01    0.18154E-01   -0.40831E+01
  2637    0.57223E+02    0.22336E+01    0.18132E-01   -0.40781E+01
  2638    0.57167E+02    0.22235E+01    0.18110E-01   -0.40728E+01
  2639    0.57111E+02    0.22134E+01    0.18089E-01   -0.40671E+01
  2640    0.57056E+02    0.22032E+01    0.18067E-01   -0.40610E+01
  2641    0.56998E+02    0.21932E+01    0.18045E-01   -0.40545E+01
  2642    0.56942E+02    0.21830E+01    0.18023E-01   -0.40477E+01
  2643    0.56885E+02    0.21729E+01    0.18002E-01   -0.40403E+01
  2644    0.56828E+02    0.21627E+01    0.17980E-01   -0.40326E+01
  2645    0.56771E+02    0.21525E+01    0.17958E-01   -0.40246E+01
  2646    0.56712E+02    0.21424E+01    0.17937E-01   -0.40161E+01
  2647    0.56654E+02    0.21323E+01    0.17915E-01   -0.40073E+01
  2648    0.56596E+02    0.21220E+01    0.17894E-01   -0.39980E+01
  2649    0.56537E+02    0.21119E+01    0.17872E-01   -0.39885E+01
  2650    0.56477E+02    0.21017E+01    0.17851E-01   -0.39785E+01
  2651    0.56417E+02    0.20917E+01    0.17829E-01   -0.39681E+01
  2652    0.56357E+02    0.20815E+01    0.17808E-01   -0.39573E+01
  2653    0.56296E+02    0.20714E+01    0.17787E-01   -0.39464E+01
  2654    0.56235E+02    0.20614E+01    0.17765E-01   -0.39349E+01
  2655    0.56173E+02    0.20512E+01    0.17744E-01   -0.39231E+01
  2656    0.56110E+02    0.20411E+01    0.17723E-01   -0.39109E+01
  2657    0.56047E+02    0.20311E+01    0.17701E-01   -0.38983E+01
  2658    0.55984E+02    0.20211E+01    0.17680E-01   -0.38856E+01
  2659    0.55921E+02    0.20112E+01    0.17659E-01   -0.38723E+01
  2660    0.55856E+02    0.20012E+01    0.17638E-01   -0.38588E+01
  2661    0.55791E+02    0.19913E+01    0.17617E-01   -0.38449E+01
  2662    0.55724E+02    0.19814E+01    0.17595E-01   -0.38307E+01
  2663    0.55657E+02    0.19716E+01    0.17574E-01   -0.38162E+01
  2664    0.55590E+02    0.19617E+01    0.17553E-01   -0.38014E+01
  2665    0.55522E+02    0.19519E+01    0.17532E-01   -0.37862E+01
  2666    0.55453E+02    0.19422E+01    0.17511E-01   -0.37709E+01
  2667    0.55384E+02    0.19325E+01    0.17490E-01   -0.37551E+01
  2668    0.55314E+02    0.19229E+01    0.17469E-01   -0.37391E+01
  2669    0.55242E+02    0.19132E+01    0.17448E-01   -0.37228E+01
  2670    0.55172E+02    0.19037E+01    0.17427E-01   -0.37062E+01
  2671    0.55099E+02    0.18942E+01    0.17406E-01   -0.36893E+01
  2672    0.55026E+02    0.18847E+01    0.17385E-01   -0.36722E+01
  2673    0.54952E+02    0.18754E+01    0.17364E-01   -0.36547E+01
  2674    0.54878E+02    0.18661E+01    0.17344E-01   -0.36371E+01
  2675    0.54803E+02    0.18568E+01    0.17323E-01   -0.36191E+01
  2676    0.54726E+02    0.18476E+01    0.17302E-01   -0.36010E+01
  2677    0.54649E+02    0.18385E+01    0.17281E-01   -0.35826E+01
  2678    0.54571E+02    0.18295E+01    0.17260E-01   -0.35638E+01
  2679    0.54492E+02    0.18204E+01    0.17239E-01   -0.35450E+01
  2680    0.54412E+02    0.18115E+01    0.17219E-01   -0.35260E+01
  2681    0.54332E+02    0.18026E+01    0.17198E-01   -0.35067E+01
  2682    0.54250E+02    0.17938E+01    0.17177E-01   -0.34871E+01
  2683    0.54168E+02    0.17851E+01    0.17156E-01   -0.34674E+01
  2684    0.54085E+02    0.17765E+01    0.17136E-01   -0.34475E+01
  2685    0.54000E+02    0.17680E+01    0.17115E-01   -0.34273E+01
  2686    0.53916E+02    0.17594E+01    0.17094E-01   -0.34071E+01
  2687    0.53830E+02    0.17509E+01    0.17074E-01   -0.33866E+01
  2688    0.53743E+02    0.17427E+01    0.17053E-01   -0.33659E+01
  2689    0.53655E+02    0.17344E+01    0.17032E-01   -0.33451E+01
  2690    0.53567E+02    0.17262E+01    0.17012E-01   -0.33242E+01
  2691    0.53477E+02    0.17181E+01    0.16991E-01   -0.33029E+01
  2692    0.53386E+02    0.17101E+01    0.16970E-01   -0.32817E+01
  2693    0.53294E+02    0.17022E+01    0.16950E-01   -0.32602E+01
  2694    0.53202E+02    0.16944E+01    0.16929E-01   -0.32386E+01
  2695    0.53108E+02    0.16867E+01    0.16908E-01   -0.32169E+01
  2696    0.53015E+02    0.16790E+01    0.16888E-01   -0.31951E+01
  2697    0.52919E+02    0.16715E+01    0.16867E-01   -0.31732E+01
  2698    0.52822E+02    0.16640E+01    0.16847E-01   -0.31511E+01
  2699    0.52725E+02    0.16567E+01    0.16826E-01   -0.31290E+01
  2700    0.52627E+02    0.16495E+01    0.16806E-01   -0.31068E+01
  2701    0.52528E+02    0.16423E+01    0.16785E-01   -0.30845E+01
  2702    0.52428E+02    0.16352E+01    0.16764E-01   -0.30621E+01
  2703    0.52327E+02    0.16283E+01    0.16744E-01   -0.30396E+01
  2704    0.52225E+02    0.16214E+01    0.16723E-01   -0.30170E+01
  2705    0.52122E+02    0.16145E+01    0.16703E-01   -0.29943E+01
  2706    0.52018E+02    0.16079E+01    0.16682E-01   -0.29718E+01
  2707    0.51913E+02    0.16013E+01    0.16662E-01   -0.29490E+01
  2708    0.51808E+02    0.15948E+01    0.16641E-01   -0.29262E+01
  2709    0.51701E+02    0.15884E+01    0.16621E-01   -0.29035E+01
  2710    0.51594E+02    0.15821E+01    0.16600E-01   -0.28806E+01
  2711    0.51485E+02    0.15759E+01    0.16580E-01   -0.28577E+01
  2712    0.51376E+02    0.15698E+01    0.16559E-01   -0.28349E+01
  2713    0.51267E+02    0.15638E+01    0.16539E-01   -0.28120E+01
  2714    0.51156E+02    0.15579E+01    0.16519E-01   -0.27892E+01
  2715    0.51044E+02    0.15521E+01    0.16498E-01   -0.27664E+01
  2716    0.50932E+02    0.15465E+01    0.16478E-01   -0.27436E+01
  2717    0.50818E+02    0.15409E+01    0.16457E-01   -0.27207E+01
  2718    0.50705E+02    0.15354E+01    0.16437E-01   -0.26980E+01
  2719    0.50589E+02    0.15301E+01    0.16416E-01   -0.26752E+01
  2720    0.50473E+02    0.15248E+01    0.16396E-01   -0.26525E+01
  2721    0.50357E+02    0.15196E+01    0.16376E-01   -0.26298E+01
  2722    0.50239E+02    0.15145E+01    0.16355E-01   -0.26073E+01
  2723    0.50121E+02    0.15096E+01    0.16335E-01   -0.25848E+01
  2724    0.50002E+02    0.15048E+01    0.16315E-01   -0.25622E+01
  2725    0.49883E+02    0.15000E+01    0.16294E-01   -0.25398E+01
  2726    0.49762E+02    0.14953E+01    0.16274E-01   -0.25175E+01
  2727    0.49641E+02    0.14907E+01    0.16254E-01   -0.24953E+01
  2728    0.49519E+02    0.14863E+01    0.16233E-01   -0.24731E+01
  2729    0.49397E+02    0.14819E+01    0.16213E-01   -0.24510E+01
  2730    0.49274E+02    0.14776E+01    0.16193E-01   -0.24291E+01
  2731    0.49150E+02    0.14735E+01    0.16172E-01   -0.24072E+01
  2732    0.49026E+02    0.14694E+01    0.16152E-01   -0.23855E+01
  2733    0.48900E+02    0.14654E+01    0.16132E-01   -0.23639E+01
  2734    0.48775E+02    0.14615E+01    0.16111E-01   -0.23424E+01
  2735    0.48648E+02    0.14578E+01    0.16091E-01   -0.23211E+01
  2736    0.48522E+02    0.14541E+01    0.16071E-01   -0.22998E+01
  2737    0.48394E+02    0.14505E+01    0.16050E-01   -0.22787E+01
  2738    0.48266E+02    0.14470E+01    0.16030E-01   -0.22577E+01
  2739    0.48136E+02    0.14437E+01    0.16010E-01   -0.22370E+01
  2740    0.48008E+02    0.14403E+01    0.15990E-01   -0.22162E+01
  2741    0.47877E+02    0.14372E+01    0.15969E-01   -0.21957E+01
  2742    0.47747E+02    0.14340E+01    0.15949E-01   -0.21754E+01
  2743    0.47616E+02    0.14310E+01    0.15929E-01   -0.21552E+01
  2744    0.47485E+02    0.14280E+01    0.15909E-01   -0.21351E+01
  2745    0.47353E+02    0.14253E+01    0.15889E-01   -0.21152E+01
  2746    0.47220E+02    0.14225E+01    0.15868E-01   -0.20956E+01
  2747    0.47088E+02    0.14198E+01    0.15848E-01   -0.20760E+01
  2748    0.46954E+02    0.14173E+01    0.15828E-01   -0.20567E+01
  2749    0.46820E+02    0.14148E+01    0.15808E-01   -0.20375E+01
  2750    0.46686E+02    0.14124E+01    0.15788E-01   -0.20186E+01
  2751    0.46551E+02    0.14102E+01    0.15767E-01   -0.19998E+01
  2752    0.46415E+02    0.14079E+01    0.15747E-01   -0.19813E+01
  2753    0.46280E+02    0.14058E+01    0.15727E-01   -0.19630E+01
  2754    0.46145E+02    0.14037E+01    0.15707E-01   -0.19448E+01
  2755    0.46008E+02    0.14018E+01    0.15687E-01   -0.19269E+01
  2756    0.45871E+02    0.13999E+01    0.15667E-01   -0.19092E+01
  2757    0.45734E+02    0.13981E+01    0.15646E-01   -0.18918E+01
  2758    0.45597E+02    0.13964E+01    0.15626E-01   -0.18744E+01
  2759    0.45460E+02    0.13948E+01    0.15606E-01   -0.18574E+01
  2760    0.45322E+02    0.13932E+01    0.15586E-01   -0.18406E+01
  2761    0.45184E+02    0.13918E+01    0.15566E-01   -0.18240E+01
  2762    0.45046E+02    0.13903E+01    0.15546E-01   -0.18077E+01
  2763    0.44907E+02    0.13891E+01    0.15526E-01   -0.17915E+01
  2764    0.44768E+02    0.13879E+01    0.15506E-01   -0.17756E+01
  2765    0.44629E+02    0.13866E+01    0.15486E-01   -0.17601E+01
  2766    0.44490E+02    0.13855E+01    0.15466E-01   -0.17447E+01
  2767    0.44351E+02    0.13845E+01    0.15446E-01   -0.17296E+01
  2768    0.44211E+02    0.13836E+01    0.15426E-01   -0.17147E+01
  2769    0.44071E+02    0.13827E+01    0.15406E-01   -0.17001E+01
  2770    0.43931E+02    0.13818E+01    0.15386E-01   -0.16859E+01
  2771    0.43792E+02    0.13811E+01    0.15365E-01   -0.16718E+01
  2772    0.43652E+02    0.13803E+01    0.15345E-01   -0.16580E+01
  2773    0.43512E+02    0.13797E+01    0.15326E-01   -0.16443E+01
  2774    0.43372E+02    0.13791E+01    0.15306E-01   -0.16310E+01
  2775    0.43232E+02    0.13786E+01    0.15286E-01   -0.16178E+01
  2776    0.43092E+02    0.13782E+01    0.15266E-01   -0.16051E+01
  2777    0.42952E+02    0.13777E+01    0.15246E-01   -0.15927E+01
  2778    0.42812E+02    0.13773E+01    0.15226E-01   -0.15804E+01
  2779    0.42672E+02    0.13771E+01    0.15206E-01   -0.15684E+01
  2780    0.42533E+02    0.13768E+01    0.15186E-01   -0.15567E+01
  2781    0.42393E+02    0.13766E+01    0.15166E-01   -0.15453E+01
  2782    0.42254E+02    0.13764E+01    0.15146E-01   -0.15341E+01
  2783    0.42116E+02    0.13763E+01    0.15126E-01   -0.15232E+01
  2784    0.41977E+02    0.13762E+01    0.15107E-01   -0.15127E+01
  2785    0.41838E+02    0.13763E+01    0.15087E-01   -0.15023E+01
  2786    0.41700E+02    0.13763E+01    0.15067E-01   -0.14922E+01
  2787    0.41562E+02    0.13763E+01    0.15047E-01   -0.14825E+01
  2788    0.41423E+02    0.13764E+01    0.15027E-01   -0.14729E+01
  2789    0.41285E+02    0.13766E+01    0.15008E-01   -0.14638E+01
  2790    0.41149E+02    0.13768E+01    0.14988E-01   -0.14548E+01
  2791    0.41010E+02    0.13769E+01    0.14968E-01   -0.14461E+01
  2792    0.40874E+02    0.13772E+01    0.14948E-01   -0.14377E+01
  2793    0.40737E+02    0.13775E+01    0.14929E-01   -0.14296E+01
  2794    0.40600E+02    0.13777E+01    0.14909E-01   -0.14217E+01
  2795    0.40464E+02    0.13781E+01    0.14889E-01   -0.14141E+01
  2796    0.40329E+02    0.13784E+01    0.14870E-01   -0.14068E+01
  2797    0.40193E+02    0.13788E+01    0.14850E-01   -0.13997E+01
  2798    0.40059E+02    0.13792E+01    0.14830E-01   -0.13930E+01
  2799    0.39925E+02    0.13796E+01    0.14811E-01   -0.13864E+01
  2800    0.39790E+02    0.13801E+01    0.14791E-01   -0.13802E+01
  2801    0.39657E+02    0.13805E+01    0.14772E-01   -0.13742E+01
  2802    0.39523E+02    0.13810E+01    0.14752E-01   -0.13685E+01
  2803    0.39391E+02    0.13815E+01    0.14733E-01   -0.13630E+01
  2804    0.39259E+02    0.13820E+01    0.14713E-01   -0.13578E+01
  2805    0.39128E+02    0.13825E+01    0.14694E-01   -0.13529E+01
  2806    0.38996E+02    0.13830E+01    0.14674E-01   -0.13482E+01
  2807    0.38866E+02    0.13835E+01    0.14655E-01   -0.13438E+01
  2808    0.38736E+02    0.13841E+01    0.14635E-01   -0.13396E+01
  2809    0.38607E+02    0.13846E+01    0.14616E-01   -0.13356E+01
  2810    0.38477E+02    0.13852E+01    0.14597E-01   -0.13319E+01
  2811    0.38349E+02    0.13857E+01    0.14577E-01   -0.13285E+01
  2812    0.38221E+02    0.13862E+01    0.14558E-01   -0.13253E+01
  2813    0.38095E+02    0.13868E+01    0.14539E-01   -0.13223E+01
  2814    0.37967E+02    0.13874E+01    0.14519E-01   -0.13196E+01
  2815    0.37840E+02    0.13879E+01    0.14500E-01   -0.13171E+01
  2816    0.37715E+02    0.13884E+01    0.14481E-01   -0.13149E+01
  2817    0.37590E+02    0.13890E+01    0.14462E-01   -0.13129E+01
  2818    0.37466E+02    0.13895E+01    0.14442E-01   -0.13111E+01
  2819    0.37343E+02    0.13900E+01    0.14423E-01   -0.13095E+01
  2820    0.37220E+02    0.13906E+01    0.14404E-01   -0.13081E+01
  2821    0.37097E+02    0.13910E+01    0.14385E-01   -0.13070E+01
  2822    0.36976E+02    0.13916E+01    0.14366E-01   -0.13061E+01
  2823    0.36856E+02    0.13921E+01    0.14347E-01   -0.13054E+01
  2824    0.36735E+02    0.13926E+01    0.14328E-01   -0.13049E+01
  2825    0.36616E+02    0.13930E+01    0.14309E-01   -0.13046E+01
  2826    0.36497E+02    0.13935E+01    0.14290E-01   -0.13045E+01
  2827    0.36378E+02    0.13939E+01    0.14271E-01   -0.13047E+01
  2828    0.36261E+02    0.13943E+01    0.14252E-01   -0.13050E+01
  2829    0.36144E+02    0.13947E+01    0.14233E-01   -0.13056E+01
  2830    0.36028E+02    0.13952E+01    0.14214E-01   -0.13063E+01
  2831    0.35912E+02    0.13955E+01    0.14195E-01   -0.13072E+01
  2832    0.35797E+02    0.13959E+01    0.14176E-01   -0.13084E+01
  2833    0.35684E+02    0.13961E+01    0.14157E-01   -0.13096E+01
  2834    0.35570E+02    0.13964E+01    0.14138E-01   -0.13112E+01
  2835    0.35458E+02    0.13966E+01    0.14119E-01   -0.13129E+01
  2836    0.35346E+02    0.13969E+01    0.14101E-01   -0.13147E+01
  2837    0.35235E+02    0.13970E+01    0.14082E-01   -0.13167E+01
  2838    0.35125E+02    0.13973E+01    0.14063E-01   -0.13189E+01
  2839    0.35016E+02    0.13975E+01    0.14045E-01   -0.13213E+01
  2840    0.34907E+02    0.13976E+01    0.14026E-01   -0.13238E+01
  2841    0.34800E+02    0.13977E+01    0.14007E-01   -0.13265E+01
  2842    0.34693E+02    0.13978E+01    0.13989E-01   -0.13294E+01
  2843    0.34587E+02    0.13978E+01    0.13970E-01   -0.13324E+01
  2844    0.34482E+02    0.13978E+01    0.13951E-01   -0.13355E+01
  2845    0.34377E+02    0.13978E+01    0.13933E-01   -0.13388E+01
  2846    0.34274E+02    0.13978E+01    0.13914E-01   -0.13424E+01
  2847    0.34171E+02    0.13977E+01    0.13896E-01   -0.13459E+01
  2848    0.34069E+02    0.13976E+01    0.13878E-01   -0.13497E+01
  2849    0.33967E+02    0.13974E+01    0.13859E-01   -0.13536E+01
  2850    0.33868E+02    0.13971E+01    0.13841E-01   -0.13575E+01
  2851    0.33768E+02    0.13969E+01    0.13822E-01   -0.13617E+01
  2852    0.33669E+02    0.13966E+01    0.13804E-01   -0.13659E+01
  2853    0.33572E+02    0.13963E+01    0.13786E-01   -0.13704E+01
  2854    0.33476E+02    0.13960E+01    0.13768E-01   -0.13748E+01
  2855    0.33379E+02    0.13955E+01    0.13749E-01   -0.13794E+01
  2856    0.33284E+02    0.13950E+01    0.13731E-01   -0.13841E+01
  2857    0.33191E+02    0.13945E+01    0.13713E-01   -0.13889E+01
  2858    0.33097E+02    0.13939E+01    0.13695E-01   -0.13938E+01
  2859    0.33004E+02    0.13933E+01    0.13677E-01   -0.13987E+01
  2860    0.32913E+02    0.13927E+01    0.13659E-01   -0.14037E+01
  2861    0.32823E+02    0.13920E+01    0.13641E-01   -0.14090E+01
  2862    0.32733E+02    0.13913E+01    0.13623E-01   -0.14142E+01
  2863    0.32644E+02    0.13906E+01    0.13605E-01   -0.14194E+01
  2864    0.32556E+02    0.13896E+01    0.13587E-01   -0.14248E+01
  2865    0.32468E+02    0.13888E+01    0.13569E-01   -0.14302E+01
  2866    0.32381E+02    0.13878E+01    0.13551E-01   -0.14357E+01
  2867    0.32296E+02    0.13868E+01    0.13533E-01   -0.14413E+01
  2868    0.32211E+02    0.13858E+01    0.13515E-01   -0.14468E+01
