#    L    TT             EE             BB             TE             PP             TP             EP          
  2415    0.94696E+02    0.21663E+01    0.00000E+00   -0.43163E+01    0.81506E-09    0.13482E-06   -0.22890E-08
  2416    0.94457E+02    0.21585E+01    0.00000E+00   -0.42434E+01    0.81433E-09    0.13227E-06   -0.24841E-08
  2417    0.94210E+02    0.21511E+01    0.00000E+00   -0.41707E+01    0.81360E-09    0.12965E-06   -0.26754E-08
  2418    0.93963E+02    0.21441E+01    0.00000E+00   -0.40988E+01    0.81287E-09    0.12697E-06   -0.28630E-08
  2419    0.93709E+02    0.21374E+01    0.00000E+00   -0.40274E+01    0.81215E-09    0.12423E-06   -0.30469E-08
  2420    0.93454E+02    0.21314E+01    0.00000E+00   -0.39565E+01    0.81142E-09    0.12142E-06   -0.32272E-08
  2421    0.93191E+02    0.21258E+01    0.00000E+00   -0.38862E+01    0.81069E-09    0.11857E-06   -0.34039E-08
  2422    0.92936E+02    0.21206E+01    0.00000E+00   -0.38165E+01    0.80997E-09    0.11566E-06   -0.35771E-08
  2423    0.92665E+02    0.21158E+01    0.00000E+00   -0.37474E+01    0.80924E-09    0.11271E-06   -0.37466E-08
  2424    0.92394E+02    0.21114E+01    0.00000E+00   -0.36790E+01    0.80852E-09    0.10972E-06   -0.39127E-08
  2425    0.92131E+02    0.21076E+01    0.00000E+00   -0.36112E+01    0.80779E-09    0.10670E-06   -0.40752E-08
  2426    0.91852E+02    0.21042E+01    0.00000E+00   -0.35442E+01    0.80707E-09    0.10364E-06   -0.42343E-08
  2427    0.91573E+02    0.21011E+01    0.00000E+00   -0.34779E+01    0.80635E-09    0.10056E-06   -0.43900E-08
  2428    0.91301E+02    0.20985E+01    0.00000E+00   -0.34123E+01    0.80563E-09    0.97462E-07   -0.45422E-08
  2429    0.91014E+02    0.20961E+01    0.00000E+00   -0.33475E+01    0.80491E-09    0.94342E-07   -0.46911E-08
  2430    0.90734E+02    0.20944E+01    0.00000E+00   -0.32835E+01    0.80419E-09    0.91210E-07   -0.48366E-08
  2431    0.90439E+02    0.20931E+01    0.00000E+00   -0.32202E+01    0.80347E-09    0.88070E-07   -0.49788E-08
  2432    0.90158E+02    0.20920E+01    0.00000E+00   -0.31578E+01    0.80276E-09    0.84925E-07   -0.51177E-08
  2433    0.89855E+02    0.20914E+01    0.00000E+00   -0.30962E+01    0.80204E-09    0.81782E-07   -0.52534E-08
  2434    0.89567E+02    0.20911E+01    0.00000E+00   -0.30355E+01    0.80133E-09    0.78644E-07   -0.53858E-08
  2435    0.89270E+02    0.20913E+01    0.00000E+00   -0.29756E+01    0.80061E-09    0.75515E-07   -0.55150E-08
  2436    0.88974E+02    0.20919E+01    0.00000E+00   -0.29166E+01    0.79990E-09    0.72401E-07   -0.56410E-08
  2437    0.88677E+02    0.20928E+01    0.00000E+00   -0.28586E+01    0.79919E-09    0.69305E-07   -0.57639E-08
  2438    0.88372E+02    0.20940E+01    0.00000E+00   -0.28014E+01    0.79848E-09    0.66232E-07   -0.58837E-08
  2439    0.88067E+02    0.20958E+01    0.00000E+00   -0.27452E+01    0.79776E-09    0.63188E-07   -0.60004E-08
  2440    0.87769E+02    0.20978E+01    0.00000E+00   -0.26899E+01    0.79706E-09    0.60175E-07   -0.61141E-08
  2441    0.87455E+02    0.21001E+01    0.00000E+00   -0.26357E+01    0.79635E-09    0.57199E-07   -0.62247E-08
  2442    0.87149E+02    0.21029E+01    0.00000E+00   -0.25824E+01    0.79564E-09    0.54264E-07   -0.63323E-08
  2443    0.86835E+02    0.21060E+01    0.00000E+00   -0.25301E+01    0.79493E-09    0.51374E-07   -0.64370E-08
  2444    0.86521E+02    0.21095E+01    0.00000E+00   -0.24787E+01    0.79423E-09    0.48535E-07   -0.65387E-08
  2445    0.86206E+02    0.21133E+01    0.00000E+00   -0.24285E+01    0.79352E-09    0.45750E-07   -0.66375E-08
  2446    0.85891E+02    0.21173E+01    0.00000E+00   -0.23792E+01    0.79282E-09    0.43024E-07   -0.67334E-08
  2447    0.85575E+02    0.21217E+01    0.00000E+00   -0.23310E+01    0.79211E-09    0.40362E-07   -0.68264E-08
  2448    0.85252E+02    0.21264E+01    0.00000E+00   -0.22839E+01    0.79141E-09    0.37768E-07   -0.69167E-08
  2449    0.84935E+02    0.21316E+01    0.00000E+00   -0.22379E+01    0.79071E-09    0.35246E-07   -0.70041E-08
  2450    0.84611E+02    0.21370E+01    0.00000E+00   -0.21928E+01    0.79001E-09    0.32802E-07   -0.70888E-08
  2451    0.84286E+02    0.21426E+01    0.00000E+00   -0.21489E+01    0.78931E-09    0.30438E-07   -0.71708E-08
  2452    0.83954E+02    0.21485E+01    0.00000E+00   -0.21061E+01    0.78861E-09    0.28157E-07   -0.72502E-08
  2453    0.83636E+02    0.21547E+01    0.00000E+00   -0.20643E+01    0.78791E-09    0.25960E-07   -0.73271E-08
  2454    0.83310E+02    0.21613E+01    0.00000E+00   -0.20237E+01    0.78721E-09    0.23849E-07   -0.74018E-08
  2455    0.82984E+02    0.21681E+01    0.00000E+00   -0.19842E+01    0.78652E-09    0.21824E-07   -0.74744E-08
  2456    0.82657E+02    0.21752E+01    0.00000E+00   -0.19458E+01    0.78582E-09    0.19887E-07   -0.75450E-08
  2457    0.82330E+02    0.21825E+01    0.00000E+00   -0.19086E+01    0.78513E-09    0.18040E-07   -0.76139E-08
  2458    0.81996E+02    0.21900E+01    0.00000E+00   -0.18726E+01    0.78443E-09    0.16283E-07   -0.76811E-08
  2459    0.81675E+02    0.21979E+01    0.00000E+00   -0.18377E+01    0.78374E-09    0.14618E-07   -0.77468E-08
  2460    0.81347E+02    0.22059E+01    0.00000E+00   -0.18039E+01    0.78305E-09    0.13046E-07   -0.78112E-08
  2461    0.81011E+02    0.22141E+01    0.00000E+00   -0.17713E+01    0.78235E-09    0.11568E-07   -0.78744E-08
  2462    0.80689E+02    0.22227E+01    0.00000E+00   -0.17399E+01    0.78166E-09    0.10187E-07   -0.79366E-08
  2463    0.80360E+02    0.22314E+01    0.00000E+00   -0.17096E+01    0.78097E-09    0.89022E-08   -0.79979E-08
  2464    0.80030E+02    0.22403E+01    0.00000E+00   -0.16805E+01    0.78028E-09    0.77160E-08   -0.80586E-08
  2465    0.79708E+02    0.22494E+01    0.00000E+00   -0.16526E+01    0.77960E-09    0.66296E-08   -0.81187E-08
  2466    0.79377E+02    0.22588E+01    0.00000E+00   -0.16258E+01    0.77891E-09    0.56441E-08   -0.81784E-08
  2467    0.79046E+02    0.22683E+01    0.00000E+00   -0.16002E+01    0.77822E-09    0.47609E-08   -0.82378E-08
  2468    0.78715E+02    0.22779E+01    0.00000E+00   -0.15758E+01    0.77754E-09    0.39813E-08   -0.82972E-08
  2469    0.78384E+02    0.22878E+01    0.00000E+00   -0.15526E+01    0.77685E-09    0.33065E-08   -0.83567E-08
  2470    0.78052E+02    0.22978E+01    0.00000E+00   -0.15307E+01    0.77617E-09    0.27380E-08   -0.84164E-08
  2471    0.77727E+02    0.23079E+01    0.00000E+00   -0.15098E+01    0.77549E-09    0.22769E-08   -0.84766E-08
  2472    0.77402E+02    0.23183E+01    0.00000E+00   -0.14902E+01    0.77480E-09    0.19246E-08   -0.85372E-08
  2473    0.77076E+02    0.23287E+01    0.00000E+00   -0.14716E+01    0.77412E-09    0.16824E-08   -0.85986E-08
  2474    0.76750E+02    0.23394E+01    0.00000E+00   -0.14543E+01    0.77344E-09    0.15516E-08   -0.86608E-08
  2475    0.76424E+02    0.23502E+01    0.00000E+00   -0.14382E+01    0.77276E-09    0.15335E-08   -0.87241E-08
  2476    0.76105E+02    0.23610E+01    0.00000E+00   -0.14233E+01    0.77208E-09    0.16293E-08   -0.87885E-08
  2477    0.75778E+02    0.23720E+01    0.00000E+00   -0.14096E+01    0.77141E-09    0.18405E-08   -0.88543E-08
  2478    0.75458E+02    0.23830E+01    0.00000E+00   -0.13970E+01    0.77073E-09    0.21682E-08   -0.89216E-08
  2479    0.75130E+02    0.23942E+01    0.00000E+00   -0.13857E+01    0.77005E-09    0.26138E-08   -0.89905E-08
  2480    0.74817E+02    0.24054E+01    0.00000E+00   -0.13753E+01    0.76938E-09    0.31786E-08   -0.90612E-08
  2481    0.74489E+02    0.24168E+01    0.00000E+00   -0.13663E+01    0.76870E-09    0.38639E-08   -0.91338E-08
  2482    0.74175E+02    0.24282E+01    0.00000E+00   -0.13583E+01    0.76803E-09    0.46710E-08   -0.92086E-08
  2483    0.73853E+02    0.24398E+01    0.00000E+00   -0.13515E+01    0.76736E-09    0.56011E-08   -0.92857E-08
  2484    0.73537E+02    0.24513E+01    0.00000E+00   -0.13460E+01    0.76668E-09    0.66557E-08   -0.93652E-08
  2485    0.73226E+02    0.24630E+01    0.00000E+00   -0.13414E+01    0.76601E-09    0.78359E-08   -0.94473E-08
  2486    0.72915E+02    0.24746E+01    0.00000E+00   -0.13380E+01    0.76534E-09    0.91431E-08   -0.95321E-08
  2487    0.72603E+02    0.24863E+01    0.00000E+00   -0.13359E+01    0.76467E-09    0.10579E-07   -0.96198E-08
  2488    0.72297E+02    0.24980E+01    0.00000E+00   -0.13347E+01    0.76400E-09    0.12144E-07   -0.97106E-08
  2489    0.71988E+02    0.25097E+01    0.00000E+00   -0.13347E+01    0.76333E-09    0.13840E-07   -0.98045E-08
  2490    0.71683E+02    0.25215E+01    0.00000E+00   -0.13359E+01    0.76267E-09    0.15668E-07   -0.99019E-08
  2491    0.71380E+02    0.25333E+01    0.00000E+00   -0.13380E+01    0.76200E-09    0.17630E-07   -0.10003E-07
  2492    0.71076E+02    0.25450E+01    0.00000E+00   -0.13414E+01    0.76133E-09    0.19726E-07   -0.10107E-07
  2493    0.70777E+02    0.25569E+01    0.00000E+00   -0.13457E+01    0.76067E-09    0.21958E-07   -0.10216E-07
  2494    0.70479E+02    0.25686E+01    0.00000E+00   -0.13511E+01    0.76001E-09    0.24328E-07   -0.10328E-07
  2495    0.70183E+02    0.25804E+01    0.00000E+00   -0.13576E+01    0.75934E-09    0.26837E-07   -0.10445E-07
  2496    0.69888E+02    0.25921E+01    0.00000E+00   -0.13651E+01    0.75868E-09    0.29486E-07   -0.10566E-07
  2497    0.69597E+02    0.26038E+01    0.00000E+00   -0.13737E+01    0.75802E-09    0.32275E-07   -0.10691E-07
  2498    0.69306E+02    0.26154E+01    0.00000E+00   -0.13832E+01    0.75736E-09    0.35208E-07   -0.10821E-07
  2499    0.69020E+02    0.26271E+01    0.00000E+00   -0.13939E+01    0.75670E-09    0.38284E-07   -0.10955E-07
  2500    0.68734E+02    0.26387E+01    0.00000E+00   -0.14055E+01    0.75604E-09    0.41506E-07   -0.11095E-07
  2501    0.68452E+02    0.26501E+01    0.00000E+00   -0.14181E+01    0.75538E-09    0.44872E-07   -0.11240E-07
  2502    0.68171E+02    0.26616E+01    0.00000E+00   -0.14316E+01    0.75472E-09    0.48378E-07   -0.11389E-07
  2503    0.67892E+02    0.26730E+01    0.00000E+00   -0.14461E+01    0.75406E-09    0.52016E-07   -0.11543E-07
  2504    0.67616E+02    0.26843E+01    0.00000E+00   -0.14617E+01    0.75341E-09    0.55779E-07   -0.11702E-07
  2505    0.67344E+02    0.26955E+01    0.00000E+00   -0.14780E+01    0.75275E-09    0.59659E-07   -0.11864E-07
  2506    0.67073E+02    0.27067E+01    0.00000E+00   -0.14954E+01    0.75210E-09    0.63650E-07   -0.12031E-07
  2507    0.66804E+02    0.27178E+01    0.00000E+00   -0.15136E+01    0.75145E-09    0.67744E-07   -0.12201E-07
  2508    0.66539E+02    0.27287E+01    0.00000E+00   -0.15327E+01    0.75079E-09    0.71934E-07   -0.12374E-07
  2509    0.66276E+02    0.27395E+01    0.00000E+00   -0.15528E+01    0.75014E-09    0.76213E-07   -0.12551E-07
  2510    0.66016E+02    0.27503E+01    0.00000E+00   -0.15737E+01    0.74949E-09    0.80573E-07   -0.12730E-07
  2511    0.65760E+02    0.27609E+01    0.00000E+00   -0.15952E+01    0.74884E-09    0.85008E-07   -0.12912E-07
  2512    0.65504E+02    0.27713E+01    0.00000E+00   -0.16177E+01    0.74819E-09    0.89510E-07   -0.13096E-07
  2513    0.65253E+02    0.27819E+01    0.00000E+00   -0.16410E+01    0.74754E-09    0.94071E-07   -0.13283E-07
  2514    0.65004E+02    0.27920E+01    0.00000E+00   -0.16652E+01    0.74689E-09    0.98685E-07   -0.13471E-07
  2515    0.64758E+02    0.28020E+01    0.00000E+00   -0.16901E+01    0.74624E-09    0.10335E-06   -0.13661E-07
  2516    0.64515E+02    0.28119E+01    0.00000E+00   -0.17159E+01    0.74560E-09    0.10804E-06   -0.13852E-07
  2517    0.64275E+02    0.28217E+01    0.00000E+00   -0.17423E+01    0.74495E-09    0.11277E-06   -0.14044E-07
  2518    0.64038E+02    0.28314E+01    0.00000E+00   -0.17694E+01    0.74431E-09    0.11752E-06   -0.14237E-07
  2519    0.63804E+02    0.28408E+01    0.00000E+00   -0.17972E+01    0.74366E-09    0.12229E-06   -0.14431E-07
  2520    0.63574E+02    0.28500E+01    0.00000E+00   -0.18257E+01    0.74302E-09    0.12707E-06   -0.14625E-07
  2521    0.63345E+02    0.28591E+01    0.00000E+00   -0.18549E+01    0.74237E-09    0.13185E-06   -0.14820E-07
  2522    0.63121E+02    0.28681E+01    0.00000E+00   -0.18847E+01    0.74173E-09    0.13663E-06   -0.15014E-07
  2523    0.62899E+02    0.28769E+01    0.00000E+00   -0.19152E+01    0.74109E-09    0.14139E-06   -0.15208E-07
  2524    0.62680E+02    0.28854E+01    0.00000E+00   -0.19463E+01    0.74045E-09    0.14614E-06   -0.15401E-07
  2525    0.62465E+02    0.28937E+01    0.00000E+00   -0.19780E+01    0.73981E-09    0.15086E-06   -0.15593E-07
  2526    0.62254E+02    0.29018E+01    0.00000E+00   -0.20101E+01    0.73917E-09    0.15554E-06   -0.15784E-07
  2527    0.62043E+02    0.29097E+01    0.00000E+00   -0.20430E+01    0.73853E-09    0.16018E-06   -0.15974E-07
  2528    0.61838E+02    0.29175E+01    0.00000E+00   -0.20764E+01    0.73790E-09    0.16477E-06   -0.16162E-07
  2529    0.61636E+02    0.29251E+01    0.00000E+00   -0.21103E+01    0.73726E-09    0.16931E-06   -0.16349E-07
  2530    0.61437E+02    0.29324E+01    0.00000E+00   -0.21446E+01    0.73662E-09    0.17379E-06   -0.16533E-07
  2531    0.61241E+02    0.29395E+01    0.00000E+00   -0.21794E+01    0.73599E-09    0.17819E-06   -0.16715E-07
  2532    0.61049E+02    0.29465E+01    0.00000E+00   -0.22148E+01    0.73535E-09    0.18252E-06   -0.16894E-07
  2533    0.60861E+02    0.29531E+01    0.00000E+00   -0.22505E+01    0.73472E-09    0.18677E-06   -0.17070E-07
  2534    0.60675E+02    0.29595E+01    0.00000E+00   -0.22867E+01    0.73409E-09    0.19092E-06   -0.17244E-07
  2535    0.60492E+02    0.29656E+01    0.00000E+00   -0.23234E+01    0.73346E-09    0.19497E-06   -0.17414E-07
  2536    0.60312E+02    0.29716E+01    0.00000E+00   -0.23604E+01    0.73282E-09    0.19892E-06   -0.17580E-07
  2537    0.60135E+02    0.29774E+01    0.00000E+00   -0.23977E+01    0.73219E-09    0.20275E-06   -0.17742E-07
  2538    0.59963E+02    0.29829E+01    0.00000E+00   -0.24353E+01    0.73156E-09    0.20647E-06   -0.17901E-07
  2539    0.59794E+02    0.29881E+01    0.00000E+00   -0.24733E+01    0.73093E-09    0.21005E-06   -0.18055E-07
  2540    0.59627E+02    0.29930E+01    0.00000E+00   -0.25118E+01    0.73031E-09    0.21350E-06   -0.18204E-07
  2541    0.59464E+02    0.29978E+01    0.00000E+00   -0.25503E+01    0.72968E-09    0.21681E-06   -0.18349E-07
  2542    0.59304E+02    0.30023E+01    0.00000E+00   -0.25892E+01    0.72905E-09    0.21997E-06   -0.18488E-07
  2543    0.59147E+02    0.30065E+01    0.00000E+00   -0.26284E+01    0.72843E-09    0.22298E-06   -0.18622E-07
  2544    0.58994E+02    0.30104E+01    0.00000E+00   -0.26678E+01    0.72780E-09    0.22581E-06   -0.18751E-07
  2545    0.58844E+02    0.30141E+01    0.00000E+00   -0.27074E+01    0.72717E-09    0.22848E-06   -0.18874E-07
  2546    0.58698E+02    0.30176E+01    0.00000E+00   -0.27472E+01    0.72655E-09    0.23097E-06   -0.18990E-07
  2547    0.58555E+02    0.30208E+01    0.00000E+00   -0.27871E+01    0.72593E-09    0.23328E-06   -0.19100E-07
  2548    0.58415E+02    0.30237E+01    0.00000E+00   -0.28272E+01    0.72531E-09    0.23539E-06   -0.19204E-07
  2549    0.58278E+02    0.30263E+01    0.00000E+00   -0.28675E+01    0.72468E-09    0.23730E-06   -0.19301E-07
  2550    0.58145E+02    0.30286E+01    0.00000E+00   -0.29080E+01    0.72406E-09    0.23900E-06   -0.19391E-07
  2551    0.58014E+02    0.30307E+01    0.00000E+00   -0.29483E+01    0.72344E-09    0.24050E-06   -0.19473E-07
  2552    0.57888E+02    0.30326E+01    0.00000E+00   -0.29890E+01    0.72282E-09    0.24178E-06   -0.19549E-07
  2553    0.57765E+02    0.30341E+01    0.00000E+00   -0.30296E+01    0.72220E-09    0.24286E-06   -0.19617E-07
  2554    0.57643E+02    0.30354E+01    0.00000E+00   -0.30702E+01    0.72159E-09    0.24375E-06   -0.19678E-07
  2555    0.57525E+02    0.30364E+01    0.00000E+00   -0.31109E+01    0.72097E-09    0.24445E-06   -0.19733E-07
  2556    0.57411E+02    0.30371E+01    0.00000E+00   -0.31516E+01    0.72035E-09    0.24497E-06   -0.19782E-07
  2557    0.57300E+02    0.30375E+01    0.00000E+00   -0.31922E+01    0.71974E-09    0.24532E-06   -0.19824E-07
  2558    0.57192E+02    0.30377E+01    0.00000E+00   -0.32327E+01    0.71912E-09    0.24550E-06   -0.19860E-07
  2559    0.57086E+02    0.30376E+01    0.00000E+00   -0.32732E+01    0.71851E-09    0.24551E-06   -0.19891E-07
  2560    0.56985E+02    0.30372E+01    0.00000E+00   -0.33136E+01    0.71789E-09    0.24537E-06   -0.19915E-07
  2561    0.56885E+02    0.30364E+01    0.00000E+00   -0.33540E+01    0.71728E-09    0.24508E-06   -0.19934E-07
  2562    0.56790E+02    0.30355E+01    0.00000E+00   -0.33943E+01    0.71667E-09    0.24465E-06   -0.19948E-07
  2563    0.56697E+02    0.30342E+01    0.00000E+00   -0.34343E+01    0.71606E-09    0.24409E-06   -0.19956E-07
  2564    0.56606E+02    0.30327E+01    0.00000E+00   -0.34743E+01    0.71545E-09    0.24339E-06   -0.19960E-07
  2565    0.56519E+02    0.30309E+01    0.00000E+00   -0.35141E+01    0.71483E-09    0.24258E-06   -0.19958E-07
  2566    0.56434E+02    0.30289E+01    0.00000E+00   -0.35536E+01    0.71423E-09    0.24165E-06   -0.19952E-07
  2567    0.56354E+02    0.30267E+01    0.00000E+00   -0.35930E+01    0.71362E-09    0.24061E-06   -0.19942E-07
  2568    0.56275E+02    0.30240E+01    0.00000E+00   -0.36321E+01    0.71301E-09    0.23947E-06   -0.19927E-07
  2569    0.56198E+02    0.30211E+01    0.00000E+00   -0.36710E+01    0.71240E-09    0.23823E-06   -0.19908E-07
  2570    0.56126E+02    0.30178E+01    0.00000E+00   -0.37096E+01    0.71180E-09    0.23690E-06   -0.19885E-07
  2571    0.56055E+02    0.30142E+01    0.00000E+00   -0.37480E+01    0.71119E-09    0.23549E-06   -0.19858E-07
  2572    0.55987E+02    0.30104E+01    0.00000E+00   -0.37860E+01    0.71058E-09    0.23401E-06   -0.19828E-07
  2573    0.55922E+02    0.30064E+01    0.00000E+00   -0.38237E+01    0.70998E-09    0.23245E-06   -0.19794E-07
  2574    0.55860E+02    0.30021E+01    0.00000E+00   -0.38612E+01    0.70938E-09    0.23084E-06   -0.19757E-07
  2575    0.55800E+02    0.29976E+01    0.00000E+00   -0.38983E+01    0.70877E-09    0.22916E-06   -0.19717E-07
  2576    0.55743E+02    0.29927E+01    0.00000E+00   -0.39348E+01    0.70817E-09    0.22744E-06   -0.19674E-07
  2577    0.55688E+02    0.29876E+01    0.00000E+00   -0.39711E+01    0.70757E-09    0.22568E-06   -0.19629E-07
  2578    0.55635E+02    0.29822E+01    0.00000E+00   -0.40070E+01    0.70697E-09    0.22388E-06   -0.19581E-07
  2579    0.55585E+02    0.29765E+01    0.00000E+00   -0.40425E+01    0.70637E-09    0.22205E-06   -0.19530E-07
  2580    0.55538E+02    0.29706E+01    0.00000E+00   -0.40775E+01    0.70577E-09    0.22019E-06   -0.19478E-07
  2581    0.55492E+02    0.29644E+01    0.00000E+00   -0.41120E+01    0.70517E-09    0.21832E-06   -0.19423E-07
  2582    0.55449E+02    0.29579E+01    0.00000E+00   -0.41462E+01    0.70457E-09    0.21644E-06   -0.19367E-07
  2583    0.55407E+02    0.29512E+01    0.00000E+00   -0.41798E+01    0.70398E-09    0.21456E-06   -0.19309E-07
  2584    0.55369E+02    0.29442E+01    0.00000E+00   -0.42131E+01    0.70338E-09    0.21268E-06   -0.19250E-07
  2585    0.55332E+02    0.29371E+01    0.00000E+00   -0.42457E+01    0.70278E-09    0.21081E-06   -0.19189E-07
  2586    0.55298E+02    0.29296E+01    0.00000E+00   -0.42780E+01    0.70219E-09    0.20895E-06   -0.19127E-07
  2587    0.55266E+02    0.29218E+01    0.00000E+00   -0.43095E+01    0.70159E-09    0.20712E-06   -0.19064E-07
  2588    0.55235E+02    0.29139E+01    0.00000E+00   -0.43407E+01    0.70100E-09    0.20532E-06   -0.19001E-07
