#    L    TT             EE             BB             TE             PP             TP             EP          
  1693    0.36084E+03    0.14298E+02    0.00000E+00   -0.32984E+02    0.17228E-08    0.20405E-06    0.11789E-06
  1694    0.36144E+03    0.14164E+02    0.00000E+00   -0.32994E+02    0.17207E-08    0.20292E-06    0.11682E-06
  1695    0.36203E+03    0.14028E+02    0.00000E+00   -0.32994E+02    0.17186E-08    0.20181E-06    0.11575E-06
  1696    0.36263E+03    0.13893E+02    0.00000E+00   -0.32988E+02    0.17165E-08    0.20070E-06    0.11467E-06
  1697    0.36321E+03    0.13757E+02    0.00000E+00   -0.32974E+02    0.17144E-08    0.19961E-06    0.11358E-06
  1698    0.36380E+03    0.13622E+02    0.00000E+00   -0.32952E+02    0.17124E-08    0.19852E-06    0.11249E-06
  1699    0.36439E+03    0.13487E+02    0.00000E+00   -0.32922E+02    0.17103E-08    0.19743E-06    0.11139E-06
  1700    0.36497E+03    0.13351E+02    0.00000E+00   -0.32885E+02    0.17082E-08    0.19634E-06    0.11028E-06
  1701    0.36553E+03    0.13217E+02    0.00000E+00   -0.32839E+02    0.17062E-08    0.19526E-06    0.10917E-06
  1702    0.36611E+03    0.13082E+02    0.00000E+00   -0.32787E+02    0.17041E-08    0.19417E-06    0.10805E-06
  1703    0.36667E+03    0.12949E+02    0.00000E+00   -0.32728E+02    0.17021E-08    0.19308E-06    0.10692E-06
  1704    0.36723E+03    0.12815E+02    0.00000E+00   -0.32660E+02    0.17000E-08    0.19200E-06    0.10579E-06
  1705    0.36778E+03    0.12682E+02    0.00000E+00   -0.32585E+02    0.16980E-08    0.19091E-06    0.10465E-06
  1706    0.36832E+03    0.12547E+02    0.00000E+00   -0.32503E+02    0.16959E-08    0.18984E-06    0.10350E-06
  1707    0.36886E+03    0.12414E+02    0.00000E+00   -0.32415E+02    0.16939E-08    0.18876E-06    0.10235E-06
  1708    0.36939E+03    0.12282E+02    0.00000E+00   -0.32319E+02    0.16918E-08    0.18770E-06    0.10119E-06
  1709    0.36991E+03    0.12150E+02    0.00000E+00   -0.32216E+02    0.16898E-08    0.18664E-06    0.10003E-06
  1710    0.37042E+03    0.12020E+02    0.00000E+00   -0.32106E+02    0.16878E-08    0.18559E-06    0.98862E-07
  1711    0.37092E+03    0.11891E+02    0.00000E+00   -0.31988E+02    0.16857E-08    0.18455E-06    0.97689E-07
  1712    0.37142E+03    0.11761E+02    0.00000E+00   -0.31864E+02    0.16837E-08    0.18352E-06    0.96511E-07
  1713    0.37189E+03    0.11632E+02    0.00000E+00   -0.31733E+02    0.16817E-08    0.18250E-06    0.95328E-07
  1714    0.37236E+03    0.11504E+02    0.00000E+00   -0.31595E+02    0.16797E-08    0.18150E-06    0.94140E-07
  1715    0.37281E+03    0.11377E+02    0.00000E+00   -0.31452E+02    0.16777E-08    0.18051E-06    0.92947E-07
  1716    0.37326E+03    0.11250E+02    0.00000E+00   -0.31301E+02    0.16757E-08    0.17953E-06    0.91750E-07
  1717    0.37369E+03    0.11125E+02    0.00000E+00   -0.31144E+02    0.16736E-08    0.17857E-06    0.90548E-07
  1718    0.37410E+03    0.11000E+02    0.00000E+00   -0.30981E+02    0.16716E-08    0.17763E-06    0.89343E-07
  1719    0.37451E+03    0.10877E+02    0.00000E+00   -0.30811E+02    0.16696E-08    0.17671E-06    0.88133E-07
  1720    0.37491E+03    0.10754E+02    0.00000E+00   -0.30636E+02    0.16676E-08    0.17581E-06    0.86920E-07
  1721    0.37529E+03    0.10633E+02    0.00000E+00   -0.30455E+02    0.16657E-08    0.17493E-06    0.85703E-07
  1722    0.37566E+03    0.10512E+02    0.00000E+00   -0.30267E+02    0.16637E-08    0.17408E-06    0.84482E-07
  1723    0.37601E+03    0.10392E+02    0.00000E+00   -0.30074E+02    0.16617E-08    0.17324E-06    0.83258E-07
  1724    0.37634E+03    0.10275E+02    0.00000E+00   -0.29876E+02    0.16597E-08    0.17243E-06    0.82031E-07
  1725    0.37666E+03    0.10157E+02    0.00000E+00   -0.29671E+02    0.16577E-08    0.17165E-06    0.80800E-07
  1726    0.37696E+03    0.10041E+02    0.00000E+00   -0.29462E+02    0.16557E-08    0.17089E-06    0.79567E-07
  1727    0.37726E+03    0.99259E+01    0.00000E+00   -0.29246E+02    0.16538E-08    0.17017E-06    0.78331E-07
  1728    0.37753E+03    0.98136E+01    0.00000E+00   -0.29026E+02    0.16518E-08    0.16947E-06    0.77092E-07
  1729    0.37779E+03    0.97019E+01    0.00000E+00   -0.28801E+02    0.16498E-08    0.16880E-06    0.75851E-07
  1730    0.37802E+03    0.95909E+01    0.00000E+00   -0.28569E+02    0.16479E-08    0.16816E-06    0.74607E-07
  1731    0.37824E+03    0.94813E+01    0.00000E+00   -0.28334E+02    0.16459E-08    0.16756E-06    0.73361E-07
  1732    0.37844E+03    0.93729E+01    0.00000E+00   -0.28093E+02    0.16440E-08    0.16699E-06    0.72113E-07
  1733    0.37863E+03    0.92668E+01    0.00000E+00   -0.27848E+02    0.16420E-08    0.16645E-06    0.70864E-07
  1734    0.37879E+03    0.91612E+01    0.00000E+00   -0.27599E+02    0.16401E-08    0.16595E-06    0.69612E-07
  1735    0.37894E+03    0.90577E+01    0.00000E+00   -0.27343E+02    0.16381E-08    0.16549E-06    0.68359E-07
  1736    0.37907E+03    0.89549E+01    0.00000E+00   -0.27086E+02    0.16362E-08    0.16507E-06    0.67105E-07
  1737    0.37918E+03    0.88549E+01    0.00000E+00   -0.26823E+02    0.16342E-08    0.16468E-06    0.65849E-07
  1738    0.37927E+03    0.87555E+01    0.00000E+00   -0.26556E+02    0.16323E-08    0.16434E-06    0.64592E-07
  1739    0.37935E+03    0.86583E+01    0.00000E+00   -0.26285E+02    0.16304E-08    0.16404E-06    0.63334E-07
  1740    0.37940E+03    0.85624E+01    0.00000E+00   -0.26011E+02    0.16284E-08    0.16378E-06    0.62076E-07
  1741    0.37944E+03    0.84678E+01    0.00000E+00   -0.25732E+02    0.16265E-08    0.16356E-06    0.60816E-07
  1742    0.37945E+03    0.83754E+01    0.00000E+00   -0.25451E+02    0.16246E-08    0.16339E-06    0.59557E-07
  1743    0.37945E+03    0.82844E+01    0.00000E+00   -0.25165E+02    0.16227E-08    0.16327E-06    0.58296E-07
  1744    0.37943E+03    0.81955E+01    0.00000E+00   -0.24877E+02    0.16207E-08    0.16319E-06    0.57036E-07
  1745    0.37938E+03    0.81072E+01    0.00000E+00   -0.24585E+02    0.16188E-08    0.16317E-06    0.55776E-07
  1746    0.37932E+03    0.80218E+01    0.00000E+00   -0.24291E+02    0.16169E-08    0.16319E-06    0.54515E-07
  1747    0.37924E+03    0.79384E+01    0.00000E+00   -0.23993E+02    0.16150E-08    0.16327E-06    0.53255E-07
  1748    0.37913E+03    0.78572E+01    0.00000E+00   -0.23693E+02    0.16131E-08    0.16339E-06    0.51995E-07
  1749    0.37899E+03    0.77767E+01    0.00000E+00   -0.23389E+02    0.16112E-08    0.16357E-06    0.50736E-07
  1750    0.37884E+03    0.76982E+01    0.00000E+00   -0.23083E+02    0.16093E-08    0.16380E-06    0.49478E-07
  1751    0.37867E+03    0.76211E+01    0.00000E+00   -0.22776E+02    0.16074E-08    0.16409E-06    0.48220E-07
  1752    0.37848E+03    0.75454E+01    0.00000E+00   -0.22465E+02    0.16055E-08    0.16444E-06    0.46964E-07
  1753    0.37827E+03    0.74711E+01    0.00000E+00   -0.22153E+02    0.16036E-08    0.16484E-06    0.45708E-07
  1754    0.37804E+03    0.73996E+01    0.00000E+00   -0.21838E+02    0.16018E-08    0.16530E-06    0.44454E-07
  1755    0.37779E+03    0.73308E+01    0.00000E+00   -0.21522E+02    0.15999E-08    0.16582E-06    0.43200E-07
  1756    0.37752E+03    0.72629E+01    0.00000E+00   -0.21204E+02    0.15980E-08    0.16639E-06    0.41949E-07
  1757    0.37722E+03    0.71969E+01    0.00000E+00   -0.20885E+02    0.15961E-08    0.16702E-06    0.40699E-07
  1758    0.37690E+03    0.71328E+01    0.00000E+00   -0.20564E+02    0.15942E-08    0.16771E-06    0.39450E-07
  1759    0.37657E+03    0.70707E+01    0.00000E+00   -0.20242E+02    0.15924E-08    0.16846E-06    0.38203E-07
  1760    0.37620E+03    0.70106E+01    0.00000E+00   -0.19919E+02    0.15905E-08    0.16927E-06    0.36958E-07
  1761    0.37582E+03    0.69525E+01    0.00000E+00   -0.19595E+02    0.15886E-08    0.17013E-06    0.35715E-07
  1762    0.37542E+03    0.68961E+01    0.00000E+00   -0.19270E+02    0.15868E-08    0.17106E-06    0.34473E-07
  1763    0.37500E+03    0.68420E+01    0.00000E+00   -0.18943E+02    0.15849E-08    0.17205E-06    0.33234E-07
  1764    0.37456E+03    0.67899E+01    0.00000E+00   -0.18618E+02    0.15831E-08    0.17310E-06    0.31997E-07
  1765    0.37409E+03    0.67396E+01    0.00000E+00   -0.18290E+02    0.15812E-08    0.17421E-06    0.30763E-07
  1766    0.37360E+03    0.66912E+01    0.00000E+00   -0.17964E+02    0.15794E-08    0.17538E-06    0.29531E-07
  1767    0.37310E+03    0.66448E+01    0.00000E+00   -0.17636E+02    0.15775E-08    0.17662E-06    0.28301E-07
  1768    0.37257E+03    0.66004E+01    0.00000E+00   -0.17308E+02    0.15757E-08    0.17791E-06    0.27074E-07
  1769    0.37202E+03    0.65580E+01    0.00000E+00   -0.16982E+02    0.15739E-08    0.17927E-06    0.25850E-07
  1770    0.37145E+03    0.65174E+01    0.00000E+00   -0.16654E+02    0.15720E-08    0.18070E-06    0.24629E-07
  1771    0.37086E+03    0.64789E+01    0.00000E+00   -0.16327E+02    0.15702E-08    0.18219E-06    0.23411E-07
  1772    0.37025E+03    0.64423E+01    0.00000E+00   -0.16002E+02    0.15684E-08    0.18374E-06    0.22195E-07
  1773    0.36961E+03    0.64077E+01    0.00000E+00   -0.15675E+02    0.15665E-08    0.18535E-06    0.20983E-07
  1774    0.36896E+03    0.63750E+01    0.00000E+00   -0.15351E+02    0.15647E-08    0.18704E-06    0.19774E-07
  1775    0.36829E+03    0.63444E+01    0.00000E+00   -0.15027E+02    0.15629E-08    0.18878E-06    0.18569E-07
  1776    0.36761E+03    0.63156E+01    0.00000E+00   -0.14704E+02    0.15611E-08    0.19060E-06    0.17367E-07
  1777    0.36688E+03    0.62888E+01    0.00000E+00   -0.14383E+02    0.15593E-08    0.19248E-06    0.16169E-07
  1778    0.36615E+03    0.62640E+01    0.00000E+00   -0.14062E+02    0.15575E-08    0.19442E-06    0.14974E-07
  1779    0.36540E+03    0.62411E+01    0.00000E+00   -0.13744E+02    0.15556E-08    0.19643E-06    0.13784E-07
  1780    0.36463E+03    0.62201E+01    0.00000E+00   -0.13426E+02    0.15538E-08    0.19852E-06    0.12597E-07
  1781    0.36385E+03    0.62010E+01    0.00000E+00   -0.13110E+02    0.15520E-08    0.20066E-06    0.11414E-07
  1782    0.36302E+03    0.61839E+01    0.00000E+00   -0.12796E+02    0.15502E-08    0.20288E-06    0.10235E-07
  1783    0.36220E+03    0.61687E+01    0.00000E+00   -0.12484E+02    0.15484E-08    0.20517E-06    0.90607E-08
  1784    0.36136E+03    0.61553E+01    0.00000E+00   -0.12172E+02    0.15467E-08    0.20752E-06    0.78905E-08
  1785    0.36049E+03    0.61438E+01    0.00000E+00   -0.11865E+02    0.15449E-08    0.20995E-06    0.67249E-08
  1786    0.35961E+03    0.61342E+01    0.00000E+00   -0.11558E+02    0.15431E-08    0.21244E-06    0.55637E-08
  1787    0.35871E+03    0.61266E+01    0.00000E+00   -0.11254E+02    0.15413E-08    0.21501E-06    0.44073E-08
  1788    0.35780E+03    0.61207E+01    0.00000E+00   -0.10954E+02    0.15395E-08    0.21765E-06    0.32556E-08
  1789    0.35686E+03    0.61167E+01    0.00000E+00   -0.10655E+02    0.15377E-08    0.22035E-06    0.21087E-08
  1790    0.35590E+03    0.61145E+01    0.00000E+00   -0.10359E+02    0.15360E-08    0.22313E-06    0.96686E-09
  1791    0.35493E+03    0.61141E+01    0.00000E+00   -0.10066E+02    0.15342E-08    0.22598E-06   -0.16992E-09
  1792    0.35395E+03    0.61155E+01    0.00000E+00   -0.97754E+01    0.15324E-08    0.22891E-06   -0.13015E-08
  1793    0.35294E+03    0.61186E+01    0.00000E+00   -0.94879E+01    0.15307E-08    0.23191E-06   -0.24278E-08
  1794    0.35192E+03    0.61235E+01    0.00000E+00   -0.92037E+01    0.15289E-08    0.23498E-06   -0.35487E-08
  1795    0.35089E+03    0.61303E+01    0.00000E+00   -0.89228E+01    0.15271E-08    0.23812E-06   -0.46641E-08
  1796    0.34982E+03    0.61387E+01    0.00000E+00   -0.86445E+01    0.15254E-08    0.24134E-06   -0.57739E-08
  1797    0.34877E+03    0.61488E+01    0.00000E+00   -0.83702E+01    0.15236E-08    0.24463E-06   -0.68780E-08
  1798    0.34768E+03    0.61605E+01    0.00000E+00   -0.80984E+01    0.15219E-08    0.24800E-06   -0.79763E-08
  1799    0.34658E+03    0.61740E+01    0.00000E+00   -0.78306E+01    0.15201E-08    0.25144E-06   -0.90686E-08
  1800    0.34547E+03    0.61892E+01    0.00000E+00   -0.75669E+01    0.15184E-08    0.25496E-06   -0.10155E-07
  1801    0.34435E+03    0.62059E+01    0.00000E+00   -0.73062E+01    0.15166E-08    0.25856E-06   -0.11235E-07
  1802    0.34323E+03    0.62242E+01    0.00000E+00   -0.70497E+01    0.15149E-08    0.26223E-06   -0.12309E-07
  1803    0.34208E+03    0.62442E+01    0.00000E+00   -0.67975E+01    0.15131E-08    0.26597E-06   -0.13377E-07
  1804    0.34091E+03    0.62656E+01    0.00000E+00   -0.65483E+01    0.15114E-08    0.26978E-06   -0.14438E-07
  1805    0.33973E+03    0.62887E+01    0.00000E+00   -0.63035E+01    0.15097E-08    0.27365E-06   -0.15493E-07
  1806    0.33854E+03    0.63133E+01    0.00000E+00   -0.60629E+01    0.15080E-08    0.27759E-06   -0.16542E-07
  1807    0.33734E+03    0.63395E+01    0.00000E+00   -0.58265E+01    0.15062E-08    0.28159E-06   -0.17584E-07
  1808    0.33612E+03    0.63669E+01    0.00000E+00   -0.55942E+01    0.15045E-08    0.28564E-06   -0.18620E-07
  1809    0.33490E+03    0.63957E+01    0.00000E+00   -0.53664E+01    0.15028E-08    0.28976E-06   -0.19649E-07
  1810    0.33367E+03    0.64261E+01    0.00000E+00   -0.51431E+01    0.15011E-08    0.29392E-06   -0.20671E-07
  1811    0.33242E+03    0.64578E+01    0.00000E+00   -0.49241E+01    0.14994E-08    0.29814E-06   -0.21687E-07
  1812    0.33116E+03    0.64910E+01    0.00000E+00   -0.47099E+01    0.14976E-08    0.30240E-06   -0.22696E-07
  1813    0.32990E+03    0.65254E+01    0.00000E+00   -0.45002E+01    0.14959E-08    0.30671E-06   -0.23698E-07
  1814    0.32861E+03    0.65612E+01    0.00000E+00   -0.42953E+01    0.14942E-08    0.31106E-06   -0.24693E-07
  1815    0.32733E+03    0.65982E+01    0.00000E+00   -0.40951E+01    0.14925E-08    0.31544E-06   -0.25681E-07
  1816    0.32604E+03    0.66365E+01    0.00000E+00   -0.38999E+01    0.14908E-08    0.31987E-06   -0.26662E-07
  1817    0.32474E+03    0.66760E+01    0.00000E+00   -0.37093E+01    0.14891E-08    0.32433E-06   -0.27636E-07
  1818    0.32342E+03    0.67167E+01    0.00000E+00   -0.35237E+01    0.14874E-08    0.32883E-06   -0.28603E-07
  1819    0.32208E+03    0.67587E+01    0.00000E+00   -0.33431E+01    0.14857E-08    0.33335E-06   -0.29563E-07
  1820    0.32076E+03    0.68016E+01    0.00000E+00   -0.31676E+01    0.14840E-08    0.33790E-06   -0.30515E-07
  1821    0.31943E+03    0.68458E+01    0.00000E+00   -0.29971E+01    0.14824E-08    0.34247E-06   -0.31461E-07
  1822    0.31809E+03    0.68910E+01    0.00000E+00   -0.28318E+01    0.14807E-08    0.34707E-06   -0.32399E-07
  1823    0.31677E+03    0.69373E+01    0.00000E+00   -0.26716E+01    0.14790E-08    0.35168E-06   -0.33329E-07
  1824    0.31542E+03    0.69844E+01    0.00000E+00   -0.25166E+01    0.14773E-08    0.35631E-06   -0.34252E-07
  1825    0.31406E+03    0.70324E+01    0.00000E+00   -0.23669E+01    0.14756E-08    0.36095E-06   -0.35168E-07
  1826    0.31270E+03    0.70822E+01    0.00000E+00   -0.22224E+01    0.14740E-08    0.36561E-06   -0.36076E-07
  1827    0.31135E+03    0.71325E+01    0.00000E+00   -0.20832E+01    0.14723E-08    0.37027E-06   -0.36976E-07
  1828    0.30997E+03    0.71836E+01    0.00000E+00   -0.19494E+01    0.14706E-08    0.37494E-06   -0.37868E-07
  1829    0.30860E+03    0.72348E+01    0.00000E+00   -0.18209E+01    0.14690E-08    0.37961E-06   -0.38753E-07
  1830    0.30722E+03    0.72883E+01    0.00000E+00   -0.16977E+01    0.14673E-08    0.38429E-06   -0.39630E-07
  1831    0.30585E+03    0.73418E+01    0.00000E+00   -0.15800E+01    0.14656E-08    0.38896E-06   -0.40499E-07
  1832    0.30446E+03    0.73962E+01    0.00000E+00   -0.14678E+01    0.14640E-08    0.39362E-06   -0.41360E-07
  1833    0.30308E+03    0.74513E+01    0.00000E+00   -0.13608E+01    0.14623E-08    0.39828E-06   -0.42214E-07
  1834    0.30170E+03    0.75065E+01    0.00000E+00   -0.12596E+01    0.14607E-08    0.40293E-06   -0.43059E-07
  1835    0.30032E+03    0.75633E+01    0.00000E+00   -0.11635E+01    0.14590E-08    0.40757E-06   -0.43896E-07
  1836    0.29892E+03    0.76216E+01    0.00000E+00   -0.10731E+01    0.14574E-08    0.41219E-06   -0.44725E-07
  1837    0.29754E+03    0.76785E+01    0.00000E+00   -0.98814E+00    0.14557E-08    0.41680E-06   -0.45545E-07
  1838    0.29615E+03    0.77370E+01    0.00000E+00   -0.90874E+00    0.14541E-08    0.42138E-06   -0.46358E-07
  1839    0.29476E+03    0.77963E+01    0.00000E+00   -0.83478E+00    0.14524E-08    0.42594E-06   -0.47162E-07
  1840    0.29338E+03    0.78549E+01    0.00000E+00   -0.76640E+00    0.14508E-08    0.43048E-06   -0.47957E-07
  1841    0.29200E+03    0.79151E+01    0.00000E+00   -0.70347E+00    0.14492E-08    0.43498E-06   -0.48744E-07
  1842    0.29061E+03    0.79754E+01    0.00000E+00   -0.64606E+00    0.14475E-08    0.43946E-06   -0.49523E-07
  1843    0.28923E+03    0.80358E+01    0.00000E+00   -0.59418E+00    0.14459E-08    0.44391E-06   -0.50293E-07
  1844    0.28785E+03    0.80970E+01    0.00000E+00   -0.54770E+00    0.14443E-08    0.44831E-06   -0.51054E-07
  1845    0.28649E+03    0.81582E+01    0.00000E+00   -0.50676E+00    0.14427E-08    0.45268E-06   -0.51807E-07
  1846    0.28511E+03    0.82203E+01    0.00000E+00   -0.47115E+00    0.14410E-08    0.45701E-06   -0.52551E-07
  1847    0.28374E+03    0.82825E+01    0.00000E+00   -0.44119E+00    0.14394E-08    0.46130E-06   -0.53286E-07
  1848    0.28237E+03    0.83448E+01    0.00000E+00   -0.41649E+00    0.14378E-08    0.46553E-06   -0.54013E-07
  1849    0.28100E+03    0.84072E+01    0.00000E+00   -0.39723E+00    0.14362E-08    0.46972E-06   -0.54730E-07
  1850    0.27964E+03    0.84697E+01    0.00000E+00   -0.38332E+00    0.14346E-08    0.47386E-06   -0.55438E-07
  1851    0.27827E+03    0.85330E+01    0.00000E+00   -0.37479E+00    0.14330E-08    0.47794E-06   -0.56138E-07
  1852    0.27693E+03    0.85972E+01    0.00000E+00   -0.37163E+00    0.14314E-08    0.48198E-06   -0.56828E-07
  1853    0.27557E+03    0.86600E+01    0.00000E+00   -0.37371E+00    0.14298E-08    0.48595E-06   -0.57509E-07
  1854    0.27423E+03    0.87229E+01    0.00000E+00   -0.38118E+00    0.14282E-08    0.48988E-06   -0.58181E-07
  1855    0.27289E+03    0.87851E+01    0.00000E+00   -0.39382E+00    0.14266E-08    0.49376E-06   -0.58844E-07
  1856    0.27157E+03    0.88482E+01    0.00000E+00   -0.41158E+00    0.14250E-08    0.49759E-06   -0.59498E-07
  1857    0.27024E+03    0.89121E+01    0.00000E+00   -0.43460E+00    0.14234E-08    0.50136E-06   -0.60143E-07
  1858    0.26892E+03    0.89746E+01    0.00000E+00   -0.46274E+00    0.14218E-08    0.50510E-06   -0.60779E-07
  1859    0.26762E+03    0.90380E+01    0.00000E+00   -0.49609E+00    0.14202E-08    0.50878E-06   -0.61405E-07
  1860    0.26631E+03    0.91000E+01    0.00000E+00   -0.53435E+00    0.14186E-08    0.51242E-06   -0.62022E-07
  1861    0.26503E+03    0.91628E+01    0.00000E+00   -0.57776E+00    0.14170E-08    0.51601E-06   -0.62630E-07
  1862    0.26375E+03    0.92250E+01    0.00000E+00   -0.62602E+00    0.14155E-08    0.51956E-06   -0.63229E-07
  1863    0.26246E+03    0.92872E+01    0.00000E+00   -0.67915E+00    0.14139E-08    0.52307E-06   -0.63818E-07
  1864    0.26120E+03    0.93503E+01    0.00000E+00   -0.73722E+00    0.14123E-08    0.52654E-06   -0.64398E-07
  1865    0.25994E+03    0.94121E+01    0.00000E+00   -0.80010E+00    0.14107E-08    0.52996E-06   -0.64969E-07
  1866    0.25870E+03    0.94731E+01    0.00000E+00   -0.86778E+00    0.14092E-08    0.53334E-06   -0.65531E-07
  1867    0.25745E+03    0.95343E+01    0.00000E+00   -0.93999E+00    0.14076E-08    0.53669E-06   -0.66083E-07
  1868    0.25622E+03    0.95948E+01    0.00000E+00   -0.10170E+01    0.14060E-08    0.53999E-06   -0.66626E-07
  1869    0.25501E+03    0.96547E+01    0.00000E+00   -0.10985E+01    0.14045E-08    0.54326E-06   -0.67159E-07
  1870    0.25380E+03    0.97146E+01    0.00000E+00   -0.11847E+01    0.14029E-08    0.54649E-06   -0.67683E-07
  1871    0.25260E+03    0.97747E+01    0.00000E+00   -0.12752E+01    0.14014E-08    0.54969E-06   -0.68198E-07
  1872    0.25142E+03    0.98334E+01    0.00000E+00   -0.13703E+01    0.13998E-08    0.55285E-06   -0.68703E-07
  1873    0.25024E+03    0.98921E+01    0.00000E+00   -0.14696E+01    0.13983E-08    0.55598E-06   -0.69198E-07
  1874    0.24908E+03    0.99495E+01    0.00000E+00   -0.15733E+01    0.13967E-08    0.55908E-06   -0.69685E-07
  1875    0.24793E+03    0.10007E+02    0.00000E+00   -0.16812E+01    0.13952E-08    0.56214E-06   -0.70161E-07
  1876    0.24679E+03    0.10064E+02    0.00000E+00   -0.17931E+01    0.13936E-08    0.56517E-06   -0.70628E-07
  1877    0.24567E+03    0.10120E+02    0.00000E+00   -0.19093E+01    0.13921E-08    0.56818E-06   -0.71086E-07
  1878    0.24455E+03    0.10175E+02    0.00000E+00   -0.20294E+01    0.13905E-08    0.57115E-06   -0.71534E-07
  1879    0.24345E+03    0.10229E+02    0.00000E+00   -0.21533E+01    0.13890E-08    0.57410E-06   -0.71973E-07
  1880    0.24236E+03    0.10282E+02    0.00000E+00   -0.22812E+01    0.13875E-08    0.57702E-06   -0.72401E-07
  1881    0.24129E+03    0.10335E+02    0.00000E+00   -0.24128E+01    0.13859E-08    0.57991E-06   -0.72821E-07
  1882    0.24022E+03    0.10388E+02    0.00000E+00   -0.25480E+01    0.13844E-08    0.58278E-06   -0.73230E-07
  1883    0.23918E+03    0.10439E+02    0.00000E+00   -0.26870E+01    0.13829E-08    0.58562E-06   -0.73630E-07
  1884    0.23815E+03    0.10490E+02    0.00000E+00   -0.28294E+01    0.13813E-08    0.58844E-06   -0.74021E-07
  1885    0.23713E+03    0.10540E+02    0.00000E+00   -0.29754E+01    0.13798E-08    0.59124E-06   -0.74401E-07
  1886    0.23612E+03    0.10589E+02    0.00000E+00   -0.31246E+01    0.13783E-08    0.59401E-06   -0.74772E-07
  1887    0.23513E+03    0.10638E+02    0.00000E+00   -0.32773E+01    0.13768E-08    0.59677E-06   -0.75133E-07
  1888    0.23416E+03    0.10684E+02    0.00000E+00   -0.34332E+01    0.13753E-08    0.59950E-06   -0.75485E-07
  1889    0.23319E+03    0.10730E+02    0.00000E+00   -0.35922E+01    0.13737E-08    0.60222E-06   -0.75826E-07
  1890    0.23225E+03    0.10776E+02    0.00000E+00   -0.37544E+01    0.13722E-08    0.60492E-06   -0.76158E-07
  1891    0.23132E+03    0.10821E+02    0.00000E+00   -0.39194E+01    0.13707E-08    0.60760E-06   -0.76480E-07
  1892    0.23040E+03    0.10864E+02    0.00000E+00   -0.40874E+01    0.13692E-08    0.61026E-06   -0.76793E-07
  1893    0.22950E+03    0.10907E+02    0.00000E+00   -0.42581E+01    0.13677E-08    0.61292E-06   -0.77095E-07
  1894    0.22862E+03    0.10948E+02    0.00000E+00   -0.44314E+01    0.13662E-08    0.61555E-06   -0.77388E-07
  1895    0.22774E+03    0.10989E+02    0.00000E+00   -0.46075E+01    0.13647E-08    0.61818E-06   -0.77670E-07
  1896    0.22689E+03    0.11029E+02    0.00000E+00   -0.47861E+01    0.13632E-08    0.62079E-06   -0.77943E-07
  1897    0.22605E+03    0.11067E+02    0.00000E+00   -0.49672E+01    0.13617E-08    0.62339E-06   -0.78206E-07
  1898    0.22523E+03    0.11104E+02    0.00000E+00   -0.51508E+01    0.13602E-08    0.62598E-06   -0.78459E-07
  1899    0.22442E+03    0.11141E+02    0.00000E+00   -0.53365E+01    0.13587E-08    0.62856E-06   -0.78702E-07
  1900    0.22362E+03    0.11175E+02    0.00000E+00   -0.55246E+01    0.13572E-08    0.63113E-06   -0.78934E-07
  1901    0.22285E+03    0.11209E+02    0.00000E+00   -0.57149E+01    0.13558E-08    0.63369E-06   -0.79157E-07
  1902    0.22209E+03    0.11241E+02    0.00000E+00   -0.59071E+01    0.13543E-08    0.63624E-06   -0.79370E-07
  1903    0.22135E+03    0.11272E+02    0.00000E+00   -0.61010E+01    0.13528E-08    0.63879E-06   -0.79573E-07
  1904    0.22063E+03    0.11303E+02    0.00000E+00   -0.62963E+01    0.13513E-08    0.64131E-06   -0.79766E-07
  1905    0.21991E+03    0.11332E+02    0.00000E+00   -0.64940E+01    0.13498E-08    0.64382E-06   -0.79949E-07
  1906    0.21921E+03    0.11360E+02    0.00000E+00   -0.66936E+01    0.13484E-08    0.64632E-06   -0.80123E-07
  1907    0.21853E+03    0.11387E+02    0.00000E+00   -0.68935E+01    0.13469E-08    0.64879E-06   -0.80286E-07
  1908    0.21787E+03    0.11413E+02    0.00000E+00   -0.70960E+01    0.13454E-08    0.65124E-06   -0.80440E-07
  1909    0.21722E+03    0.11437E+02    0.00000E+00   -0.72988E+01    0.13440E-08    0.65366E-06   -0.80583E-07
  1910    0.21658E+03    0.11461E+02    0.00000E+00   -0.75033E+01    0.13425E-08    0.65606E-06   -0.80717E-07
  1911    0.21597E+03    0.11483E+02    0.00000E+00   -0.77097E+01    0.13410E-08    0.65842E-06   -0.80841E-07
  1912    0.21538E+03    0.11503E+02    0.00000E+00   -0.79157E+01    0.13396E-08    0.66076E-06   -0.80955E-07
  1913    0.21480E+03    0.11522E+02    0.00000E+00   -0.81227E+01    0.13381E-08    0.66306E-06   -0.81060E-07
  1914    0.21424E+03    0.11540E+02    0.00000E+00   -0.83308E+01    0.13366E-08    0.66532E-06   -0.81155E-07
  1915    0.21369E+03    0.11557E+02    0.00000E+00   -0.85399E+01    0.13352E-08    0.66755E-06   -0.81240E-07
  1916    0.21315E+03    0.11573E+02    0.00000E+00   -0.87494E+01    0.13337E-08    0.66973E-06   -0.81315E-07
  1917    0.21264E+03    0.11586E+02    0.00000E+00   -0.89599E+01    0.13323E-08    0.67188E-06   -0.81381E-07
  1918    0.21214E+03    0.11599E+02    0.00000E+00   -0.91708E+01    0.13308E-08    0.67397E-06   -0.81437E-07
