#    L    TT             EE             TE             PP             TP          
  2613    0.54990E+02    0.26425E+01   -0.49120E+01    0.32011E+05    0.31812E+01
  2614    0.54995E+02    0.26292E+01   -0.49257E+01    0.31984E+05    0.31888E+01
  2615    0.55000E+02    0.26157E+01   -0.49385E+01    0.31957E+05    0.31978E+01
  2616    0.55006E+02    0.26022E+01   -0.49504E+01    0.31931E+05    0.32080E+01
  2617    0.55012E+02    0.25884E+01   -0.49617E+01    0.31904E+05    0.32195E+01
  2618    0.55020E+02    0.25745E+01   -0.49722E+01    0.31877E+05    0.32322E+01
  2619    0.55027E+02    0.25605E+01   -0.49818E+01    0.31850E+05    0.32461E+01
  2620    0.55035E+02    0.25463E+01   -0.49907E+01    0.31824E+05    0.32610E+01
  2621    0.55043E+02    0.25321E+01   -0.49989E+01    0.31797E+05    0.32771E+01
  2622    0.55052E+02    0.25177E+01   -0.50061E+01    0.31770E+05    0.32941E+01
  2623    0.55060E+02    0.25032E+01   -0.50127E+01    0.31744E+05    0.33122E+01
  2624    0.55069E+02    0.24886E+01   -0.50184E+01    0.31717E+05    0.33311E+01
  2625    0.55077E+02    0.24738E+01   -0.50232E+01    0.31691E+05    0.33510E+01
  2626    0.55086E+02    0.24590E+01   -0.50274E+01    0.31664E+05    0.33717E+01
  2627    0.55095E+02    0.24441E+01   -0.50307E+01    0.31638E+05    0.33932E+01
  2628    0.55103E+02    0.24291E+01   -0.50332E+01    0.31611E+05    0.34154E+01
  2629    0.55111E+02    0.24140E+01   -0.50349E+01    0.31585E+05    0.34384E+01
  2630    0.55120E+02    0.23989E+01   -0.50357E+01    0.31559E+05    0.34620E+01
  2631    0.55128E+02    0.23836E+01   -0.50359E+01    0.31532E+05    0.34862E+01
  2632    0.55137E+02    0.23682E+01   -0.50352E+01    0.31506E+05    0.35110E+01
  2633    0.55143E+02    0.23529E+01   -0.50336E+01    0.31480E+05    0.35363E+01
  2634    0.55151E+02    0.23374E+01   -0.50311E+01    0.31453E+05    0.35621E+01
  2635    0.55157E+02    0.23219E+01   -0.50281E+01    0.31427E+05    0.35883E+01
  2636    0.55164E+02    0.23063E+01   -0.50242E+01    0.31401E+05    0.36149E+01
  2637    0.55170E+02    0.22907E+01   -0.50195E+01    0.31375E+05    0.36419E+01
  2638    0.55175E+02    0.22750E+01   -0.50140E+01    0.31349E+05    0.36692E+01
  2639    0.55180E+02    0.22593E+01   -0.50077E+01    0.31323E+05    0.36967E+01
  2640    0.55184E+02    0.22435E+01   -0.50006E+01    0.31297E+05    0.37244E+01
  2641    0.55187E+02    0.22278E+01   -0.49928E+01    0.31271E+05    0.37523E+01
  2642    0.55190E+02    0.22120E+01   -0.49842E+01    0.31245E+05    0.37802E+01
  2643    0.55192E+02    0.21962E+01   -0.49748E+01    0.31219E+05    0.38083E+01
  2644    0.55194E+02    0.21803E+01   -0.49647E+01    0.31193E+05    0.38364E+01
  2645    0.55194E+02    0.21644E+01   -0.49538E+01    0.31167E+05    0.38645E+01
  2646    0.55193E+02    0.21486E+01   -0.49421E+01    0.31141E+05    0.38925E+01
  2647    0.55191E+02    0.21328E+01   -0.49297E+01    0.31115E+05    0.39203E+01
  2648    0.55190E+02    0.21168E+01   -0.49164E+01    0.31089E+05    0.39481E+01
  2649    0.55186E+02    0.21010E+01   -0.49026E+01    0.31063E+05    0.39756E+01
  2650    0.55182E+02    0.20851E+01   -0.48879E+01    0.31037E+05    0.40029E+01
  2651    0.55176E+02    0.20694E+01   -0.48726E+01    0.31012E+05    0.40299E+01
  2652    0.55169E+02    0.20535E+01   -0.48564E+01    0.30986E+05    0.40565E+01
  2653    0.55162E+02    0.20378E+01   -0.48397E+01    0.30960E+05    0.40826E+01
  2654    0.55153E+02    0.20221E+01   -0.48221E+01    0.30935E+05    0.41083E+01
  2655    0.55143E+02    0.20062E+01   -0.48039E+01    0.30909E+05    0.41333E+01
  2656    0.55131E+02    0.19906E+01   -0.47849E+01    0.30883E+05    0.41576E+01
  2657    0.55118E+02    0.19749E+01   -0.47653E+01    0.30858E+05    0.41812E+01
  2658    0.55104E+02    0.19593E+01   -0.47452E+01    0.30832E+05    0.42040E+01
  2659    0.55090E+02    0.19438E+01   -0.47242E+01    0.30807E+05    0.42258E+01
  2660    0.55073E+02    0.19283E+01   -0.47026E+01    0.30781E+05    0.42466E+01
  2661    0.55054E+02    0.19129E+01   -0.46804E+01    0.30756E+05    0.42664E+01
  2662    0.55034E+02    0.18976E+01   -0.46574E+01    0.30730E+05    0.42850E+01
  2663    0.55012E+02    0.18823E+01   -0.46339E+01    0.30705E+05    0.43024E+01
  2664    0.54990E+02    0.18670E+01   -0.46098E+01    0.30680E+05    0.43184E+01
  2665    0.54966E+02    0.18518E+01   -0.45850E+01    0.30654E+05    0.43331E+01
  2666    0.54939E+02    0.18368E+01   -0.45598E+01    0.30629E+05    0.43464E+01
  2667    0.54911E+02    0.18218E+01   -0.45338E+01    0.30604E+05    0.43580E+01
  2668    0.54882E+02    0.18069E+01   -0.45074E+01    0.30578E+05    0.43681E+01
  2669    0.54851E+02    0.17921E+01   -0.44802E+01    0.30553E+05    0.43765E+01
  2670    0.54819E+02    0.17774E+01   -0.44526E+01    0.30528E+05    0.43831E+01
  2671    0.54784E+02    0.17628E+01   -0.44245E+01    0.30503E+05    0.43878E+01
  2672    0.54748E+02    0.17483E+01   -0.43958E+01    0.30478E+05    0.43907E+01
  2673    0.54711E+02    0.17339E+01   -0.43665E+01    0.30453E+05    0.43915E+01
  2674    0.54671E+02    0.17197E+01   -0.43369E+01    0.30428E+05    0.43902E+01
  2675    0.54630E+02    0.17055E+01   -0.43066E+01    0.30402E+05    0.43867E+01
  2676    0.54587E+02    0.16914E+01   -0.42759E+01    0.30377E+05    0.43811E+01
  2677    0.54542E+02    0.16775E+01   -0.42447E+01    0.30352E+05    0.43731E+01
  2678    0.54495E+02    0.16638E+01   -0.42130E+01    0.30327E+05    0.43627E+01
  2679    0.54446E+02    0.16501E+01   -0.41809E+01    0.30303E+05    0.43498E+01
  2680    0.54395E+02    0.16365E+01   -0.41484E+01    0.30278E+05    0.43344E+01
  2681    0.54343E+02    0.16232E+01   -0.41154E+01    0.30253E+05    0.43163E+01
  2682    0.54288E+02    0.16099E+01   -0.40820E+01    0.30228E+05    0.42955E+01
  2683    0.54232E+02    0.15968E+01   -0.40482E+01    0.30203E+05    0.42720E+01
  2684    0.54174E+02    0.15838E+01   -0.40141E+01    0.30178E+05    0.42455E+01
  2685    0.54113E+02    0.15710E+01   -0.39794E+01    0.30153E+05    0.42162E+01
  2686    0.54051E+02    0.15582E+01   -0.39445E+01    0.30129E+05    0.41838E+01
  2687    0.53987E+02    0.15457E+01   -0.39092E+01    0.30104E+05    0.41483E+01
  2688    0.53920E+02    0.15334E+01   -0.38736E+01    0.30079E+05    0.41096E+01
  2689    0.53852E+02    0.15212E+01   -0.38377E+01    0.30055E+05    0.40677E+01
  2690    0.53783E+02    0.15091E+01   -0.38014E+01    0.30030E+05    0.40225E+01
  2691    0.53710E+02    0.14972E+01   -0.37648E+01    0.30005E+05    0.39738E+01
  2692    0.53636E+02    0.14854E+01   -0.37279E+01    0.29981E+05    0.39216E+01
  2693    0.53559E+02    0.14738E+01   -0.36907E+01    0.29956E+05    0.38659E+01
  2694    0.53481E+02    0.14625E+01   -0.36533E+01    0.29932E+05    0.38066E+01
  2695    0.53400E+02    0.14513E+01   -0.36156E+01    0.29907E+05    0.37435E+01
  2696    0.53319E+02    0.14403E+01   -0.35777E+01    0.29883E+05    0.36766E+01
  2697    0.53234E+02    0.14294E+01   -0.35395E+01    0.29858E+05    0.36058E+01
  2698    0.53147E+02    0.14187E+01   -0.35012E+01    0.29834E+05    0.35311E+01
  2699    0.53059E+02    0.14082E+01   -0.34626E+01    0.29809E+05    0.34523E+01
  2700    0.52968E+02    0.13979E+01   -0.34239E+01    0.29785E+05    0.33695E+01
  2701    0.52876E+02    0.13878E+01   -0.33850E+01    0.29761E+05    0.32824E+01
  2702    0.52781E+02    0.13778E+01   -0.33460E+01    0.29736E+05    0.31915E+01
  2703    0.52685E+02    0.13680E+01   -0.33067E+01    0.29712E+05    0.30968E+01
  2704    0.52586E+02    0.13584E+01   -0.32673E+01    0.29688E+05    0.29987E+01
  2705    0.52486E+02    0.13489E+01   -0.32278E+01    0.29664E+05    0.28973E+01
  2706    0.52383E+02    0.13397E+01   -0.31883E+01    0.29639E+05    0.27929E+01
  2707    0.52279E+02    0.13307E+01   -0.31485E+01    0.29615E+05    0.26857E+01
  2708    0.52173E+02    0.13219E+01   -0.31087E+01    0.29591E+05    0.25760E+01
  2709    0.52064E+02    0.13133E+01   -0.30689E+01    0.29567E+05    0.24640E+01
  2710    0.51954E+02    0.13048E+01   -0.30290E+01    0.29543E+05    0.23500E+01
  2711    0.51841E+02    0.12965E+01   -0.29890E+01    0.29519E+05    0.22341E+01
  2712    0.51727E+02    0.12885E+01   -0.29491E+01    0.29495E+05    0.21167E+01
  2713    0.51612E+02    0.12806E+01   -0.29091E+01    0.29471E+05    0.19979E+01
  2714    0.51493E+02    0.12729E+01   -0.28692E+01    0.29447E+05    0.18781E+01
  2715    0.51373E+02    0.12654E+01   -0.28293E+01    0.29423E+05    0.17573E+01
  2716    0.51252E+02    0.12582E+01   -0.27893E+01    0.29399E+05    0.16360E+01
  2717    0.51128E+02    0.12511E+01   -0.27494E+01    0.29375E+05    0.15142E+01
  2718    0.51003E+02    0.12442E+01   -0.27097E+01    0.29351E+05    0.13923E+01
  2719    0.50875E+02    0.12376E+01   -0.26699E+01    0.29327E+05    0.12705E+01
  2720    0.50746E+02    0.12311E+01   -0.26302E+01    0.29304E+05    0.11490E+01
  2721    0.50615E+02    0.12248E+01   -0.25906E+01    0.29280E+05    0.10281E+01
  2722    0.50482E+02    0.12187E+01   -0.25512E+01    0.29256E+05    0.90794E+00
  2723    0.50347E+02    0.12129E+01   -0.25118E+01    0.29232E+05    0.78884E+00
  2724    0.50211E+02    0.12073E+01   -0.24725E+01    0.29208E+05    0.67101E+00
  2725    0.50074E+02    0.12017E+01   -0.24334E+01    0.29185E+05    0.55470E+00
  2726    0.49934E+02    0.11964E+01   -0.23945E+01    0.29161E+05    0.44013E+00
  2727    0.49793E+02    0.11913E+01   -0.23558E+01    0.29137E+05    0.32755E+00
  2728    0.49650E+02    0.11865E+01   -0.23172E+01    0.29114E+05    0.21719E+00
  2729    0.49506E+02    0.11818E+01   -0.22788E+01    0.29090E+05    0.10929E+00
  2730    0.49360E+02    0.11773E+01   -0.22406E+01    0.29067E+05    0.40863E-02
  2731    0.49212E+02    0.11730E+01   -0.22026E+01    0.29043E+05   -0.98178E-01
  2732    0.49064E+02    0.11689E+01   -0.21649E+01    0.29020E+05   -0.19727E+00
  2733    0.48912E+02    0.11650E+01   -0.21274E+01    0.28996E+05   -0.29295E+00
  2734    0.48760E+02    0.11613E+01   -0.20901E+01    0.28973E+05   -0.38498E+00
  2735    0.48607E+02    0.11578E+01   -0.20531E+01    0.28949E+05   -0.47313E+00
  2736    0.48452E+02    0.11545E+01   -0.20164E+01    0.28926E+05   -0.55715E+00
  2737    0.48295E+02    0.11513E+01   -0.19800E+01    0.28903E+05   -0.63681E+00
  2738    0.48137E+02    0.11484E+01   -0.19437E+01    0.28879E+05   -0.71187E+00
  2739    0.47977E+02    0.11456E+01   -0.19079E+01    0.28856E+05   -0.78209E+00
  2740    0.47818E+02    0.11431E+01   -0.18722E+01    0.28833E+05   -0.84724E+00
  2741    0.47655E+02    0.11407E+01   -0.18370E+01    0.28809E+05   -0.90708E+00
  2742    0.47492E+02    0.11385E+01   -0.18021E+01    0.28786E+05   -0.96138E+00
  2743    0.47328E+02    0.11364E+01   -0.17675E+01    0.28763E+05   -0.10099E+01
  2744    0.47163E+02    0.11345E+01   -0.17332E+01    0.28740E+05   -0.10524E+01
  2745    0.46996E+02    0.11330E+01   -0.16993E+01    0.28716E+05   -0.10886E+01
  2746    0.46828E+02    0.11315E+01   -0.16658E+01    0.28693E+05   -0.11183E+01
  2747    0.46659E+02    0.11302E+01   -0.16325E+01    0.28670E+05   -0.11413E+01
  2748    0.46488E+02    0.11291E+01   -0.15997E+01    0.28647E+05   -0.11573E+01
  2749    0.46317E+02    0.11281E+01   -0.15673E+01    0.28624E+05   -0.11661E+01
  2750    0.46145E+02    0.11273E+01   -0.15352E+01    0.28601E+05   -0.11674E+01
  2751    0.45972E+02    0.11268E+01   -0.15036E+01    0.28578E+05   -0.11612E+01
  2752    0.45797E+02    0.11263E+01   -0.14725E+01    0.28555E+05   -0.11476E+01
  2753    0.45622E+02    0.11261E+01   -0.14417E+01    0.28532E+05   -0.11269E+01
  2754    0.45447E+02    0.11259E+01   -0.14113E+01    0.28509E+05   -0.10994E+01
  2755    0.45269E+02    0.11260E+01   -0.13814E+01    0.28486E+05   -0.10655E+01
  2756    0.45092E+02    0.11263E+01   -0.13519E+01    0.28463E+05   -0.10254E+01
  2757    0.44913E+02    0.11266E+01   -0.13229E+01    0.28440E+05   -0.97953E+00
  2758    0.44734E+02    0.11272E+01   -0.12942E+01    0.28417E+05   -0.92810E+00
  2759    0.44554E+02    0.11278E+01   -0.12661E+01    0.28395E+05   -0.87146E+00
  2760    0.44374E+02    0.11287E+01   -0.12385E+01    0.28372E+05   -0.80990E+00
  2761    0.44192E+02    0.11297E+01   -0.12112E+01    0.28349E+05   -0.74374E+00
  2762    0.44011E+02    0.11307E+01   -0.11846E+01    0.28326E+05   -0.67328E+00
  2763    0.43828E+02    0.11321E+01   -0.11583E+01    0.28304E+05   -0.59883E+00
  2764    0.43645E+02    0.11335E+01   -0.11325E+01    0.28281E+05   -0.52071E+00
  2765    0.43462E+02    0.11350E+01   -0.11074E+01    0.28258E+05   -0.43921E+00
  2766    0.43278E+02    0.11367E+01   -0.10826E+01    0.28236E+05   -0.35466E+00
  2767    0.43093E+02    0.11385E+01   -0.10584E+01    0.28213E+05   -0.26734E+00
  2768    0.42908E+02    0.11405E+01   -0.10347E+01    0.28190E+05   -0.17759E+00
  2769    0.42723E+02    0.11426E+01   -0.10114E+01    0.28168E+05   -0.85691E-01
  2770    0.42537E+02    0.11448E+01   -0.98886E+00    0.28145E+05    0.80333E-02
  2771    0.42352E+02    0.11471E+01   -0.96674E+00    0.28123E+05    0.10328E+00
  2772    0.42166E+02    0.11495E+01   -0.94512E+00    0.28100E+05    0.19974E+00
  2773    0.41979E+02    0.11520E+01   -0.92385E+00    0.28078E+05    0.29710E+00
  2774    0.41793E+02    0.11547E+01   -0.90330E+00    0.28055E+05    0.39506E+00
  2775    0.41607E+02    0.11574E+01   -0.88311E+00    0.28033E+05    0.49330E+00
  2776    0.41420E+02    0.11604E+01   -0.86365E+00    0.28011E+05    0.59153E+00
  2777    0.41233E+02    0.11634E+01   -0.84477E+00    0.27988E+05    0.68943E+00
  2778    0.41046E+02    0.11664E+01   -0.82632E+00    0.27966E+05    0.78669E+00
  2779    0.40859E+02    0.11696E+01   -0.80838E+00    0.27944E+05    0.88300E+00
  2780    0.40673E+02    0.11728E+01   -0.79102E+00    0.27921E+05    0.97806E+00
  2781    0.40486E+02    0.11762E+01   -0.77424E+00    0.27899E+05    0.10716E+01
  2782    0.40300E+02    0.11797E+01   -0.75798E+00    0.27877E+05    0.11632E+01
  2783    0.40115E+02    0.11832E+01   -0.74231E+00    0.27854E+05    0.12526E+01
  2784    0.39929E+02    0.11868E+01   -0.72722E+00    0.27832E+05    0.13396E+01
  2785    0.39743E+02    0.11906E+01   -0.71262E+00    0.27810E+05    0.14238E+01
  2786    0.39558E+02    0.11943E+01   -0.69855E+00    0.27788E+05    0.15048E+01
  2787    0.39372E+02    0.11982E+01   -0.68509E+00    0.27766E+05    0.15825E+01
  2788    0.39187E+02    0.12021E+01   -0.67216E+00    0.27744E+05    0.16564E+01
  2789    0.39002E+02    0.12061E+01   -0.65984E+00    0.27722E+05    0.17263E+01
  2790    0.38819E+02    0.12102E+01   -0.64803E+00    0.27700E+05    0.17919E+01
  2791    0.38633E+02    0.12142E+01   -0.63678E+00    0.27678E+05    0.18528E+01
  2792    0.38451E+02    0.12184E+01   -0.62609E+00    0.27655E+05    0.19088E+01
  2793    0.38268E+02    0.12227E+01   -0.61596E+00    0.27634E+05    0.19595E+01
  2794    0.38085E+02    0.12269E+01   -0.60636E+00    0.27612E+05    0.20046E+01
  2795    0.37902E+02    0.12313E+01   -0.59733E+00    0.27590E+05    0.20439E+01
  2796    0.37721E+02    0.12357E+01   -0.58884E+00    0.27568E+05    0.20770E+01
  2797    0.37541E+02    0.12401E+01   -0.58091E+00    0.27546E+05    0.21035E+01
  2798    0.37360E+02    0.12446E+01   -0.57351E+00    0.27524E+05    0.21233E+01
  2799    0.37182E+02    0.12490E+01   -0.56667E+00    0.27502E+05    0.21360E+01
  2800    0.37002E+02    0.12536E+01   -0.56035E+00    0.27480E+05    0.21412E+01
  2801    0.36824E+02    0.12581E+01   -0.55460E+00    0.27458E+05    0.21389E+01
  2802    0.36646E+02    0.12628E+01   -0.54937E+00    0.27437E+05    0.21291E+01
  2803    0.36471E+02    0.12674E+01   -0.54468E+00    0.27415E+05    0.21122E+01
  2804    0.36295E+02    0.12720E+01   -0.54052E+00    0.27393E+05    0.20886E+01
  2805    0.36121E+02    0.12767E+01   -0.53688E+00    0.27372E+05    0.20585E+01
  2806    0.35946E+02    0.12813E+01   -0.53377E+00    0.27350E+05    0.20223E+01
  2807    0.35773E+02    0.12860E+01   -0.53119E+00    0.27328E+05    0.19803E+01
  2808    0.35601E+02    0.12907E+01   -0.52912E+00    0.27307E+05    0.19328E+01
  2809    0.35430E+02    0.12953E+01   -0.52756E+00    0.27285E+05    0.18801E+01
  2810    0.35259E+02    0.13001E+01   -0.52650E+00    0.27263E+05    0.18226E+01
  2811    0.35090E+02    0.13048E+01   -0.52595E+00    0.27242E+05    0.17606E+01
  2812    0.34922E+02    0.13094E+01   -0.52590E+00    0.27220E+05    0.16944E+01
  2813    0.34756E+02    0.13141E+01   -0.52635E+00    0.27199E+05    0.16243E+01
  2814    0.34588E+02    0.13188E+01   -0.52730E+00    0.27177E+05    0.15507E+01
  2815    0.34423E+02    0.13235E+01   -0.52870E+00    0.27156E+05    0.14738E+01
  2816    0.34259E+02    0.13281E+01   -0.53060E+00    0.27134E+05    0.13940E+01
  2817    0.34097E+02    0.13328E+01   -0.53297E+00    0.27113E+05    0.13116E+01
  2818    0.33936E+02    0.13373E+01   -0.53580E+00    0.27091E+05    0.12269E+01
  2819    0.33775E+02    0.13419E+01   -0.53910E+00    0.27070E+05    0.11403E+01
  2820    0.33616E+02    0.13465E+01   -0.54285E+00    0.27049E+05    0.10520E+01
  2821    0.33458E+02    0.13510E+01   -0.54704E+00    0.27027E+05    0.96245E+00
  2822    0.33302E+02    0.13555E+01   -0.55169E+00    0.27006E+05    0.87189E+00
  2823    0.33148E+02    0.13600E+01   -0.55677E+00    0.26985E+05    0.78066E+00
  2824    0.32993E+02    0.13645E+01   -0.56229E+00    0.26964E+05    0.68908E+00
  2825    0.32841E+02    0.13688E+01   -0.56823E+00    0.26942E+05    0.59747E+00
  2826    0.32690E+02    0.13732E+01   -0.57459E+00    0.26921E+05    0.50615E+00
  2827    0.32540E+02    0.13774E+01   -0.58136E+00    0.26900E+05    0.41544E+00
  2828    0.32391E+02    0.13817E+01   -0.58855E+00    0.26879E+05    0.32567E+00
  2829    0.32244E+02    0.13859E+01   -0.59613E+00    0.26858E+05    0.23715E+00
  2830    0.32098E+02    0.13900E+01   -0.60410E+00    0.26836E+05    0.15021E+00
  2831    0.31953E+02    0.13941E+01   -0.61246E+00    0.26815E+05    0.65165E-01
  2832    0.31810E+02    0.13982E+01   -0.62120E+00    0.26794E+05   -0.17665E-01
  2833    0.31669E+02    0.14020E+01   -0.63028E+00    0.26773E+05   -0.97957E-01
  2834    0.31529E+02    0.14059E+01   -0.63977E+00    0.26752E+05   -0.17539E+00
  2835    0.31391E+02    0.14097E+01   -0.64967E+00    0.26731E+05   -0.24965E+00
  2836    0.31253E+02    0.14135E+01   -0.65983E+00    0.26710E+05   -0.32040E+00
  2837    0.31118E+02    0.14171E+01   -0.67033E+00    0.26689E+05   -0.38734E+00
  2838    0.30984E+02    0.14208E+01   -0.68116E+00    0.26668E+05   -0.45013E+00
  2839    0.30851E+02    0.14244E+01   -0.69232E+00    0.26647E+05   -0.50846E+00
  2840    0.30721E+02    0.14278E+01   -0.70382E+00    0.26626E+05   -0.56201E+00
  2841    0.30592E+02    0.14312E+01   -0.71566E+00    0.26606E+05   -0.61045E+00
  2842    0.30464E+02    0.14345E+01   -0.72783E+00    0.26585E+05   -0.65347E+00
  2843    0.30338E+02    0.14377E+01   -0.74019E+00    0.26564E+05   -0.69074E+00
  2844    0.30214E+02    0.14409E+01   -0.75289E+00    0.26543E+05   -0.72195E+00
  2845    0.30090E+02    0.14439E+01   -0.76586E+00    0.26522E+05   -0.74677E+00
  2846    0.29969E+02    0.14469E+01   -0.77917E+00    0.26502E+05   -0.76488E+00
  2847    0.29849E+02    0.14498E+01   -0.79266E+00    0.26481E+05   -0.77597E+00
  2848    0.29731E+02    0.14526E+01   -0.80643E+00    0.26460E+05   -0.77970E+00
  2849    0.29614E+02    0.14553E+01   -0.82054E+00    0.26439E+05   -0.77576E+00
  2850    0.29500E+02    0.14578E+01   -0.83469E+00    0.26419E+05   -0.76384E+00
  2851    0.29386E+02    0.14603E+01   -0.84926E+00    0.26398E+05   -0.74371E+00
