#    L    TT             EE             TE             PP             TP          
  1396    0.76293E+03    0.17134E+02   -0.59680E+02    0.11838E+06    0.34976E+02
  1397    0.76433E+03    0.16938E+02   -0.59343E+02    0.11822E+06    0.34967E+02
  1398    0.76566E+03    0.16743E+02   -0.58992E+02    0.11805E+06    0.34957E+02
  1399    0.76700E+03    0.16551E+02   -0.58629E+02    0.11789E+06    0.34944E+02
  1400    0.76834E+03    0.16359E+02   -0.58253E+02    0.11772E+06    0.34930E+02
  1401    0.76961E+03    0.16168E+02   -0.57864E+02    0.11756E+06    0.34914E+02
  1402    0.77088E+03    0.15980E+02   -0.57463E+02    0.11739E+06    0.34895E+02
  1403    0.77209E+03    0.15793E+02   -0.57050E+02    0.11723E+06    0.34875E+02
  1404    0.77322E+03    0.15608E+02   -0.56625E+02    0.11706E+06    0.34853E+02
  1405    0.77443E+03    0.15423E+02   -0.56188E+02    0.11690E+06    0.34829E+02
  1406    0.77550E+03    0.15241E+02   -0.55740E+02    0.11673E+06    0.34803E+02
  1407    0.77649E+03    0.15061E+02   -0.55280E+02    0.11657E+06    0.34776E+02
  1408    0.77764E+03    0.14881E+02   -0.54809E+02    0.11641E+06    0.34746E+02
  1409    0.77857E+03    0.14705E+02   -0.54327E+02    0.11624E+06    0.34715E+02
  1410    0.77958E+03    0.14529E+02   -0.53835E+02    0.11608E+06    0.34681E+02
  1411    0.78051E+03    0.14356E+02   -0.53331E+02    0.11592E+06    0.34646E+02
  1412    0.78138E+03    0.14186E+02   -0.52817E+02    0.11576E+06    0.34609E+02
  1413    0.78210E+03    0.14017E+02   -0.52294E+02    0.11560E+06    0.34570E+02
  1414    0.78290E+03    0.13851E+02   -0.51759E+02    0.11544E+06    0.34530E+02
  1415    0.78363E+03    0.13686E+02   -0.51215E+02    0.11527E+06    0.34488E+02
  1416    0.78436E+03    0.13524E+02   -0.50663E+02    0.11511E+06    0.34443E+02
  1417    0.78494E+03    0.13364E+02   -0.50101E+02    0.11495E+06    0.34398E+02
  1418    0.78553E+03    0.13206E+02   -0.49529E+02    0.11479E+06    0.34350E+02
  1419    0.78605E+03    0.13051E+02   -0.48950E+02    0.11463E+06    0.34300E+02
  1420    0.78657E+03    0.12899E+02   -0.48362E+02    0.11448E+06    0.34249E+02
  1421    0.78702E+03    0.12749E+02   -0.47765E+02    0.11432E+06    0.34196E+02
  1422    0.78747E+03    0.12602E+02   -0.47160E+02    0.11416E+06    0.34142E+02
  1423    0.78778E+03    0.12457E+02   -0.46548E+02    0.11400E+06    0.34086E+02
  1424    0.78816E+03    0.12316E+02   -0.45928E+02    0.11384E+06    0.34028E+02
  1425    0.78840E+03    0.12177E+02   -0.45301E+02    0.11368E+06    0.33968E+02
  1426    0.78857E+03    0.12041E+02   -0.44667E+02    0.11353E+06    0.33907E+02
  1427    0.78881E+03    0.11907E+02   -0.44025E+02    0.11337E+06    0.33844E+02
  1428    0.78891E+03    0.11776E+02   -0.43378E+02    0.11321E+06    0.33779E+02
  1429    0.78894E+03    0.11649E+02   -0.42723E+02    0.11306E+06    0.33713E+02
  1430    0.78897E+03    0.11524E+02   -0.42064E+02    0.11290E+06    0.33645E+02
  1431    0.78892E+03    0.11401E+02   -0.41398E+02    0.11274E+06    0.33575E+02
  1432    0.78881E+03    0.11283E+02   -0.40727E+02    0.11259E+06    0.33504E+02
  1433    0.78877E+03    0.11167E+02   -0.40050E+02    0.11243E+06    0.33431E+02
  1434    0.78859E+03    0.11054E+02   -0.39368E+02    0.11228E+06    0.33357E+02
  1435    0.78833E+03    0.10944E+02   -0.38682E+02    0.11212E+06    0.33281E+02
  1436    0.78807E+03    0.10837E+02   -0.37992E+02    0.11197E+06    0.33203E+02
  1437    0.78767E+03    0.10734E+02   -0.37296E+02    0.11181E+06    0.33124E+02
  1438    0.78728E+03    0.10632E+02   -0.36599E+02    0.11166E+06    0.33044E+02
  1439    0.78681E+03    0.10535E+02   -0.35895E+02    0.11151E+06    0.32962E+02
  1440    0.78634E+03    0.10441E+02   -0.35189E+02    0.11135E+06    0.32878E+02
  1441    0.78580E+03    0.10350E+02   -0.34482E+02    0.11120E+06    0.32793E+02
  1442    0.78518E+03    0.10262E+02   -0.33770E+02    0.11105E+06    0.32706E+02
  1443    0.78450E+03    0.10178E+02   -0.33055E+02    0.11089E+06    0.32618E+02
  1444    0.78381E+03    0.10097E+02   -0.32339E+02    0.11074E+06    0.32528E+02
  1445    0.78298E+03    0.10020E+02   -0.31621E+02    0.11059E+06    0.32437E+02
  1446    0.78223E+03    0.99444E+01   -0.30900E+02    0.11044E+06    0.32344E+02
  1447    0.78125E+03    0.98735E+01   -0.30176E+02    0.11029E+06    0.32250E+02
  1448    0.78035E+03    0.98062E+01   -0.29453E+02    0.11014E+06    0.32155E+02
  1449    0.77938E+03    0.97410E+01   -0.28729E+02    0.10999E+06    0.32058E+02
  1450    0.77833E+03    0.96800E+01   -0.28003E+02    0.10984E+06    0.31960E+02
  1451    0.77729E+03    0.96226E+01   -0.27278E+02    0.10969E+06    0.31860E+02
  1452    0.77609E+03    0.95680E+01   -0.26554E+02    0.10954E+06    0.31759E+02
  1453    0.77490E+03    0.95169E+01   -0.25828E+02    0.10939E+06    0.31656E+02
  1454    0.77371E+03    0.94695E+01   -0.25103E+02    0.10924E+06    0.31552E+02
  1455    0.77245E+03    0.94248E+01   -0.24378E+02    0.10909E+06    0.31447E+02
  1456    0.77112E+03    0.93845E+01   -0.23656E+02    0.10894E+06    0.31340E+02
  1457    0.76963E+03    0.93462E+01   -0.22934E+02    0.10879E+06    0.31232E+02
  1458    0.76823E+03    0.93123E+01   -0.22213E+02    0.10864E+06    0.31123E+02
  1459    0.76674E+03    0.92812E+01   -0.21493E+02    0.10849E+06    0.31013E+02
  1460    0.76519E+03    0.92545E+01   -0.20776E+02    0.10835E+06    0.30901E+02
  1461    0.76363E+03    0.92291E+01   -0.20061E+02    0.10820E+06    0.30788E+02
  1462    0.76201E+03    0.92081E+01   -0.19349E+02    0.10805E+06    0.30674E+02
  1463    0.76023E+03    0.91906E+01   -0.18639E+02    0.10791E+06    0.30558E+02
  1464    0.75853E+03    0.91761E+01   -0.17932E+02    0.10776E+06    0.30442E+02
  1465    0.75668E+03    0.91651E+01   -0.17229E+02    0.10761E+06    0.30324E+02
  1466    0.75490E+03    0.91578E+01   -0.16528E+02    0.10747E+06    0.30205E+02
  1467    0.75298E+03    0.91533E+01   -0.15832E+02    0.10732E+06    0.30085E+02
  1468    0.75106E+03    0.91525E+01   -0.15139E+02    0.10718E+06    0.29964E+02
  1469    0.74913E+03    0.91545E+01   -0.14451E+02    0.10703E+06    0.29841E+02
  1470    0.74699E+03    0.91594E+01   -0.13767E+02    0.10689E+06    0.29718E+02
  1471    0.74499E+03    0.91687E+01   -0.13089E+02    0.10674E+06    0.29593E+02
  1472    0.74292E+03    0.91809E+01   -0.12414E+02    0.10660E+06    0.29468E+02
  1473    0.74077E+03    0.91960E+01   -0.11746E+02    0.10645E+06    0.29341E+02
  1474    0.73848E+03    0.92140E+01   -0.11082E+02    0.10631E+06    0.29213E+02
  1475    0.73626E+03    0.92349E+01   -0.10425E+02    0.10617E+06    0.29085E+02
  1476    0.73396E+03    0.92595E+01   -0.97733E+01    0.10602E+06    0.28955E+02
  1477    0.73166E+03    0.92870E+01   -0.91272E+01    0.10588E+06    0.28824E+02
  1478    0.72929E+03    0.93174E+01   -0.84877E+01    0.10574E+06    0.28693E+02
  1479    0.72692E+03    0.93515E+01   -0.78551E+01    0.10559E+06    0.28560E+02
  1480    0.72448E+03    0.93885E+01   -0.72290E+01    0.10545E+06    0.28427E+02
  1481    0.72196E+03    0.94277E+01   -0.66096E+01    0.10531E+06    0.28292E+02
  1482    0.71945E+03    0.94706E+01   -0.59974E+01    0.10517E+06    0.28157E+02
  1483    0.71689E+03    0.95164E+01   -0.53926E+01    0.10503E+06    0.28021E+02
  1484    0.71431E+03    0.95644E+01   -0.47952E+01    0.10489E+06    0.27884E+02
  1485    0.71167E+03    0.96154E+01   -0.42056E+01    0.10474E+06    0.27746E+02
  1486    0.70900E+03    0.96701E+01   -0.36237E+01    0.10460E+06    0.27607E+02
  1487    0.70628E+03    0.97262E+01   -0.30499E+01    0.10446E+06    0.27467E+02
  1488    0.70355E+03    0.97861E+01   -0.24842E+01    0.10432E+06    0.27327E+02
  1489    0.70076E+03    0.98489E+01   -0.19271E+01    0.10418E+06    0.27186E+02
  1490    0.69795E+03    0.99132E+01   -0.13784E+01    0.10404E+06    0.27044E+02
  1491    0.69510E+03    0.99805E+01   -0.83856E+00    0.10390E+06    0.26901E+02
  1492    0.69223E+03    0.10051E+02   -0.30754E+00    0.10377E+06    0.26758E+02
  1493    0.68933E+03    0.10123E+02    0.21441E+00    0.10363E+06    0.26614E+02
  1494    0.68639E+03    0.10197E+02    0.72714E+00    0.10349E+06    0.26469E+02
  1495    0.68342E+03    0.10275E+02    0.12306E+01    0.10335E+06    0.26324E+02
  1496    0.68043E+03    0.10355E+02    0.17246E+01    0.10321E+06    0.26177E+02
  1497    0.67740E+03    0.10436E+02    0.22089E+01    0.10307E+06    0.26031E+02
  1498    0.67436E+03    0.10521E+02    0.26835E+01    0.10294E+06    0.25883E+02
  1499    0.67128E+03    0.10607E+02    0.31483E+01    0.10280E+06    0.25735E+02
  1500    0.66818E+03    0.10696E+02    0.36031E+01    0.10266E+06    0.25586E+02
  1501    0.66506E+03    0.10787E+02    0.40480E+01    0.10253E+06    0.25437E+02
  1502    0.66191E+03    0.10880E+02    0.44824E+01    0.10239E+06    0.25287E+02
  1503    0.65875E+03    0.10975E+02    0.49065E+01    0.10225E+06    0.25137E+02
  1504    0.65555E+03    0.11071E+02    0.53204E+01    0.10212E+06    0.24986E+02
  1505    0.65234E+03    0.11170E+02    0.57235E+01    0.10198E+06    0.24835E+02
  1506    0.64911E+03    0.11271E+02    0.61161E+01    0.10184E+06    0.24683E+02
  1507    0.64586E+03    0.11374E+02    0.64980E+01    0.10171E+06    0.24530E+02
  1508    0.64259E+03    0.11478E+02    0.68688E+01    0.10157E+06    0.24378E+02
  1509    0.63930E+03    0.11583E+02    0.72287E+01    0.10144E+06    0.24224E+02
  1510    0.63601E+03    0.11691E+02    0.75774E+01    0.10130E+06    0.24071E+02
  1511    0.63268E+03    0.11800E+02    0.79155E+01    0.10117E+06    0.23916E+02
  1512    0.62935E+03    0.11911E+02    0.82409E+01    0.10104E+06    0.23762E+02
  1513    0.62599E+03    0.12023E+02    0.85565E+01    0.10090E+06    0.23607E+02
  1514    0.62264E+03    0.12137E+02    0.88600E+01    0.10077E+06    0.23452E+02
  1515    0.61929E+03    0.12253E+02    0.91530E+01    0.10064E+06    0.23296E+02
  1516    0.61591E+03    0.12369E+02    0.94332E+01    0.10050E+06    0.23140E+02
  1517    0.61252E+03    0.12486E+02    0.97027E+01    0.10037E+06    0.22984E+02
  1518    0.60913E+03    0.12606E+02    0.99617E+01    0.10024E+06    0.22828E+02
  1519    0.60572E+03    0.12725E+02    0.10207E+02    0.10010E+06    0.22671E+02
  1520    0.60232E+03    0.12846E+02    0.10442E+02    0.99973E+05    0.22514E+02
  1521    0.59890E+03    0.12969E+02    0.10665E+02    0.99841E+05    0.22357E+02
  1522    0.59547E+03    0.13091E+02    0.10876E+02    0.99709E+05    0.22200E+02
  1523    0.59205E+03    0.13215E+02    0.11076E+02    0.99577E+05    0.22042E+02
  1524    0.58862E+03    0.13340E+02    0.11264E+02    0.99446E+05    0.21884E+02
  1525    0.58518E+03    0.13466E+02    0.11440E+02    0.99315E+05    0.21726E+02
  1526    0.58175E+03    0.13592E+02    0.11605E+02    0.99185E+05    0.21568E+02
  1527    0.57832E+03    0.13718E+02    0.11756E+02    0.99054E+05    0.21410E+02
  1528    0.57488E+03    0.13846E+02    0.11897E+02    0.98924E+05    0.21252E+02
  1529    0.57145E+03    0.13973E+02    0.12027E+02    0.98794E+05    0.21093E+02
  1530    0.56802E+03    0.14101E+02    0.12144E+02    0.98664E+05    0.20935E+02
  1531    0.56459E+03    0.14230E+02    0.12249E+02    0.98535E+05    0.20776E+02
  1532    0.56117E+03    0.14360E+02    0.12343E+02    0.98405E+05    0.20618E+02
  1533    0.55775E+03    0.14489E+02    0.12426E+02    0.98276E+05    0.20459E+02
  1534    0.55434E+03    0.14619E+02    0.12496E+02    0.98147E+05    0.20301E+02
  1535    0.55094E+03    0.14749E+02    0.12555E+02    0.98019E+05    0.20142E+02
  1536    0.54754E+03    0.14879E+02    0.12602E+02    0.97890E+05    0.19984E+02
  1537    0.54416E+03    0.15009E+02    0.12638E+02    0.97762E+05    0.19825E+02
  1538    0.54079E+03    0.15140E+02    0.12663E+02    0.97634E+05    0.19667E+02
  1539    0.53740E+03    0.15269E+02    0.12675E+02    0.97507E+05    0.19509E+02
  1540    0.53404E+03    0.15398E+02    0.12678E+02    0.97379E+05    0.19351E+02
  1541    0.53069E+03    0.15529E+02    0.12667E+02    0.97252E+05    0.19193E+02
  1542    0.52735E+03    0.15658E+02    0.12647E+02    0.97125E+05    0.19035E+02
  1543    0.52402E+03    0.15787E+02    0.12614E+02    0.96998E+05    0.18877E+02
  1544    0.52071E+03    0.15916E+02    0.12570E+02    0.96872E+05    0.18720E+02
  1545    0.51741E+03    0.16044E+02    0.12516E+02    0.96745E+05    0.18562E+02
  1546    0.51412E+03    0.16172E+02    0.12450E+02    0.96619E+05    0.18405E+02
  1547    0.51085E+03    0.16299E+02    0.12374E+02    0.96493E+05    0.18248E+02
  1548    0.50761E+03    0.16426E+02    0.12287E+02    0.96368E+05    0.18092E+02
  1549    0.50438E+03    0.16552E+02    0.12189E+02    0.96242E+05    0.17936E+02
  1550    0.50117E+03    0.16677E+02    0.12081E+02    0.96117E+05    0.17779E+02
  1551    0.49797E+03    0.16801E+02    0.11961E+02    0.95992E+05    0.17624E+02
  1552    0.49480E+03    0.16925E+02    0.11832E+02    0.95867E+05    0.17468E+02
  1553    0.49165E+03    0.17048E+02    0.11693E+02    0.95743E+05    0.17313E+02
  1554    0.48852E+03    0.17171E+02    0.11543E+02    0.95619E+05    0.17158E+02
  1555    0.48540E+03    0.17292E+02    0.11384E+02    0.95494E+05    0.17004E+02
  1556    0.48232E+03    0.17411E+02    0.11214E+02    0.95371E+05    0.16850E+02
  1557    0.47926E+03    0.17530E+02    0.11034E+02    0.95247E+05    0.16696E+02
  1558    0.47622E+03    0.17649E+02    0.10846E+02    0.95124E+05    0.16543E+02
  1559    0.47322E+03    0.17764E+02    0.10647E+02    0.95000E+05    0.16390E+02
  1560    0.47023E+03    0.17880E+02    0.10438E+02    0.94877E+05    0.16237E+02
  1561    0.46725E+03    0.17994E+02    0.10221E+02    0.94755E+05    0.16084E+02
  1562    0.46430E+03    0.18107E+02    0.99934E+01    0.94632E+05    0.15932E+02
  1563    0.46138E+03    0.18218E+02    0.97579E+01    0.94510E+05    0.15781E+02
  1564    0.45850E+03    0.18329E+02    0.95134E+01    0.94388E+05    0.15630E+02
  1565    0.45565E+03    0.18436E+02    0.92599E+01    0.94266E+05    0.15479E+02
  1566    0.45282E+03    0.18543E+02    0.89989E+01    0.94144E+05    0.15328E+02
  1567    0.45001E+03    0.18647E+02    0.87280E+01    0.94023E+05    0.15178E+02
  1568    0.44724E+03    0.18751E+02    0.84495E+01    0.93902E+05    0.15028E+02
  1569    0.44450E+03    0.18853E+02    0.81628E+01    0.93781E+05    0.14879E+02
  1570    0.44180E+03    0.18954E+02    0.78683E+01    0.93660E+05    0.14730E+02
  1571    0.43913E+03    0.19055E+02    0.75666E+01    0.93539E+05    0.14582E+02
  1572    0.43648E+03    0.19151E+02    0.72564E+01    0.93419E+05    0.14434E+02
  1573    0.43386E+03    0.19247E+02    0.69390E+01    0.93299E+05    0.14286E+02
  1574    0.43129E+03    0.19340E+02    0.66142E+01    0.93179E+05    0.14139E+02
  1575    0.42874E+03    0.19432E+02    0.62824E+01    0.93059E+05    0.13992E+02
  1576    0.42623E+03    0.19520E+02    0.59436E+01    0.92940E+05    0.13846E+02
  1577    0.42375E+03    0.19607E+02    0.55980E+01    0.92820E+05    0.13700E+02
  1578    0.42131E+03    0.19693E+02    0.52459E+01    0.92701E+05    0.13555E+02
  1579    0.41891E+03    0.19775E+02    0.48874E+01    0.92582E+05    0.13410E+02
  1580    0.41653E+03    0.19857E+02    0.45227E+01    0.92464E+05    0.13265E+02
  1581    0.41419E+03    0.19936E+02    0.41519E+01    0.92345E+05    0.13121E+02
  1582    0.41189E+03    0.20013E+02    0.37753E+01    0.92227E+05    0.12977E+02
  1583    0.40962E+03    0.20087E+02    0.33930E+01    0.92109E+05    0.12834E+02
  1584    0.40739E+03    0.20160E+02    0.30050E+01    0.91991E+05    0.12692E+02
  1585    0.40519E+03    0.20230E+02    0.26119E+01    0.91873E+05    0.12550E+02
  1586    0.40303E+03    0.20298E+02    0.22136E+01    0.91756E+05    0.12408E+02
  1587    0.40091E+03    0.20364E+02    0.18102E+01    0.91639E+05    0.12267E+02
  1588    0.39883E+03    0.20427E+02    0.14021E+01    0.91522E+05    0.12126E+02
  1589    0.39679E+03    0.20488E+02    0.98938E+00    0.91405E+05    0.11986E+02
  1590    0.39477E+03    0.20546E+02    0.57228E+00    0.91289E+05    0.11847E+02
  1591    0.39281E+03    0.20602E+02    0.15100E+00    0.91172E+05    0.11708E+02
  1592    0.39087E+03    0.20656E+02   -0.27421E+00    0.91056E+05    0.11569E+02
  1593    0.38898E+03    0.20707E+02   -0.70343E+00    0.90940E+05    0.11431E+02
  1594    0.38712E+03    0.20757E+02   -0.11362E+01    0.90824E+05    0.11293E+02
  1595    0.38530E+03    0.20804E+02   -0.15722E+01    0.90709E+05    0.11157E+02
  1596    0.38353E+03    0.20847E+02   -0.20116E+01    0.90593E+05    0.11020E+02
  1597    0.38179E+03    0.20889E+02   -0.24539E+01    0.90478E+05    0.10884E+02
  1598    0.38009E+03    0.20927E+02   -0.28989E+01    0.90363E+05    0.10749E+02
  1599    0.37842E+03    0.20964E+02   -0.33467E+01    0.90249E+05    0.10614E+02
  1600    0.37680E+03    0.20998E+02   -0.37969E+01    0.90134E+05    0.10480E+02
  1601    0.37522E+03    0.21030E+02   -0.42493E+01    0.90020E+05    0.10347E+02
  1602    0.37366E+03    0.21058E+02   -0.47037E+01    0.89906E+05    0.10214E+02
  1603    0.37216E+03    0.21084E+02   -0.51602E+01    0.89792E+05    0.10081E+02
  1604    0.37069E+03    0.21107E+02   -0.56186E+01    0.89678E+05    0.99496E+01
  1605    0.36926E+03    0.21128E+02   -0.60777E+01    0.89564E+05    0.98186E+01
  1606    0.36787E+03    0.21146E+02   -0.65389E+01    0.89451E+05    0.96884E+01
  1607    0.36652E+03    0.21162E+02   -0.70014E+01    0.89338E+05    0.95588E+01
  1608    0.36520E+03    0.21176E+02   -0.74636E+01    0.89225E+05    0.94301E+01
  1609    0.36393E+03    0.21185E+02   -0.79272E+01    0.89112E+05    0.93022E+01
  1610    0.36270E+03    0.21193E+02   -0.83913E+01    0.89000E+05    0.91751E+01
  1611    0.36149E+03    0.21198E+02   -0.88552E+01    0.88888E+05    0.90489E+01
  1612    0.36034E+03    0.21200E+02   -0.93196E+01    0.88775E+05    0.89235E+01
  1613    0.35921E+03    0.21199E+02   -0.97839E+01    0.88663E+05    0.87991E+01
  1614    0.35813E+03    0.21197E+02   -0.10248E+02    0.88552E+05    0.86757E+01
  1615    0.35709E+03    0.21191E+02   -0.10711E+02    0.88440E+05    0.85532E+01
  1616    0.35608E+03    0.21183E+02   -0.11173E+02    0.88329E+05    0.84317E+01
  1617    0.35511E+03    0.21172E+02   -0.11635E+02    0.88218E+05    0.83113E+01
  1618    0.35417E+03    0.21159E+02   -0.12095E+02    0.88107E+05    0.81920E+01
  1619    0.35326E+03    0.21143E+02   -0.12554E+02    0.87996E+05    0.80737E+01
  1620    0.35241E+03    0.21124E+02   -0.13012E+02    0.87885E+05    0.79566E+01
  1621    0.35159E+03    0.21102E+02   -0.13468E+02    0.87775E+05    0.78406E+01
  1622    0.35080E+03    0.21079E+02   -0.13922E+02    0.87665E+05    0.77258E+01
  1623    0.35005E+03    0.21053E+02   -0.14375E+02    0.87555E+05    0.76123E+01
  1624    0.34933E+03    0.21024E+02   -0.14825E+02    0.87445E+05    0.75000E+01
  1625    0.34866E+03    0.20992E+02   -0.15273E+02    0.87335E+05    0.73889E+01
  1626    0.34801E+03    0.20958E+02   -0.15718E+02    0.87226E+05    0.72792E+01
  1627    0.34739E+03    0.20921E+02   -0.16160E+02    0.87117E+05    0.71708E+01
  1628    0.34682E+03    0.20883E+02   -0.16600E+02    0.87008E+05    0.70637E+01
  1629    0.34627E+03    0.20841E+02   -0.17036E+02    0.86899E+05    0.69581E+01
  1630    0.34577E+03    0.20797E+02   -0.17470E+02    0.86790E+05    0.68538E+01
  1631    0.34528E+03    0.20750E+02   -0.17899E+02    0.86682E+05    0.67510E+01
  1632    0.34484E+03    0.20701E+02   -0.18326E+02    0.86574E+05    0.66497E+01
  1633    0.34443E+03    0.20650E+02   -0.18748E+02    0.86465E+05    0.65499E+01
  1634    0.34407E+03    0.20596E+02   -0.19167E+02    0.86358E+05    0.64517E+01
  1635    0.34372E+03    0.20540E+02   -0.19582E+02    0.86250E+05    0.63550E+01
  1636    0.34341E+03    0.20480E+02   -0.19992E+02    0.86142E+05    0.62599E+01
  1637    0.34313E+03    0.20420E+02   -0.20399E+02    0.86035E+05    0.61664E+01
  1638    0.34287E+03    0.20357E+02   -0.20801E+02    0.85928E+05    0.60746E+01
  1639    0.34266E+03    0.20291E+02   -0.21198E+02    0.85821E+05    0.59844E+01
  1640    0.34247E+03    0.20223E+02   -0.21591E+02    0.85714E+05    0.58960E+01
  1641    0.34231E+03    0.20153E+02   -0.21978E+02    0.85608E+05    0.58093E+01
  1642    0.34218E+03    0.20080E+02   -0.22360E+02    0.85501E+05    0.57244E+01
  1643    0.34207E+03    0.20007E+02   -0.22737E+02    0.85395E+05    0.56412E+01
  1644    0.34199E+03    0.19929E+02   -0.23111E+02    0.85289E+05    0.55600E+01
  1645    0.34194E+03    0.19850E+02   -0.23478E+02    0.85183E+05    0.54805E+01
  1646    0.34191E+03    0.19770E+02   -0.23840E+02    0.85077E+05    0.54030E+01
  1647    0.34192E+03    0.19687E+02   -0.24194E+02    0.84972E+05    0.53273E+01
  1648    0.34195E+03    0.19602E+02   -0.24545E+02    0.84867E+05    0.52536E+01
  1649    0.34200E+03    0.19515E+02   -0.24890E+02    0.84762E+05    0.51819E+01
  1650    0.34208E+03    0.19426E+02   -0.25227E+02    0.84657E+05    0.51122E+01
  1651    0.34218E+03    0.19335E+02   -0.25560E+02    0.84552E+05    0.50445E+01
  1652    0.34232E+03    0.19241E+02   -0.25886E+02    0.84447E+05    0.49788E+01
  1653    0.34247E+03    0.19146E+02   -0.26204E+02    0.84343E+05    0.49151E+01
  1654    0.34264E+03    0.19051E+02   -0.26519E+02    0.84239E+05    0.48532E+01
  1655    0.34284E+03    0.18953E+02   -0.26825E+02    0.84135E+05    0.47933E+01
  1656    0.34306E+03    0.18852E+02   -0.27125E+02    0.84031E+05    0.47351E+01
  1657    0.34329E+03    0.18751E+02   -0.27418E+02    0.83927E+05    0.46788E+01
  1658    0.34356E+03    0.18647E+02   -0.27705E+02    0.83824E+05    0.46242E+01
  1659    0.34384E+03    0.18541E+02   -0.27984E+02    0.83721E+05    0.45712E+01
  1660    0.34413E+03    0.18435E+02   -0.28256E+02    0.83617E+05    0.45200E+01
  1661    0.34445E+03    0.18326E+02   -0.28523E+02    0.83514E+05    0.44704E+01
  1662    0.34478E+03    0.18217E+02   -0.28782E+02    0.83412E+05    0.44223E+01
  1663    0.34514E+03    0.18106E+02   -0.29032E+02    0.83309E+05    0.43758E+01
  1664    0.34550E+03    0.17993E+02   -0.29276E+02    0.83207E+05    0.43308E+01
  1665    0.34589E+03    0.17879E+02   -0.29513E+02    0.83105E+05    0.42872E+01
  1666    0.34629E+03    0.17764E+02   -0.29743E+02    0.83002E+05    0.42451E+01
  1667    0.34671E+03    0.17647E+02   -0.29964E+02    0.82901E+05    0.42043E+01
  1668    0.34714E+03    0.17529E+02   -0.30179E+02    0.82799E+05    0.41649E+01
  1669    0.34759E+03    0.17411E+02   -0.30385E+02    0.82697E+05    0.41267E+01
  1670    0.34804E+03    0.17290E+02   -0.30584E+02    0.82596E+05    0.40898E+01
  1671    0.34852E+03    0.17169E+02   -0.30776E+02    0.82495E+05    0.40541E+01
  1672    0.34900E+03    0.17046E+02   -0.30960E+02    0.82394E+05    0.40196E+01
  1673    0.34949E+03    0.16922E+02   -0.31135E+02    0.82293E+05    0.39862E+01
  1674    0.35000E+03    0.16798E+02   -0.31303E+02    0.82192E+05    0.39539E+01
  1675    0.35051E+03    0.16673E+02   -0.31463E+02    0.82092E+05    0.39226E+01
  1676    0.35104E+03    0.16545E+02   -0.31616E+02    0.81992E+05    0.38923E+01
  1677    0.35158E+03    0.16419E+02   -0.31760E+02    0.81892E+05    0.38630E+01
  1678    0.35211E+03    0.16290E+02   -0.31896E+02    0.81792E+05    0.38346E+01
  1679    0.35266E+03    0.16161E+02   -0.32025E+02    0.81692E+05    0.38071E+01
  1680    0.35322E+03    0.16031E+02   -0.32145E+02    0.81592E+05    0.37805E+01
  1681    0.35378E+03    0.15900E+02   -0.32257E+02    0.81493E+05    0.37546E+01
  1682    0.35435E+03    0.15769E+02   -0.32363E+02    0.81393E+05    0.37295E+01
  1683    0.35492E+03    0.15638E+02   -0.32459E+02    0.81294E+05    0.37050E+01
  1684    0.35550E+03    0.15505E+02   -0.32548E+02    0.81195E+05    0.36813E+01
  1685    0.35609E+03    0.15373E+02   -0.32629E+02    0.81097E+05    0.36582E+01
  1686    0.35668E+03    0.15240E+02   -0.32701E+02    0.80998E+05    0.36357E+01
  1687    0.35727E+03    0.15105E+02   -0.32765E+02    0.80900E+05    0.36137E+01
  1688    0.35787E+03    0.14972E+02   -0.32822E+02    0.80801E+05    0.35923E+01
  1689    0.35846E+03    0.14838E+02   -0.32870E+02    0.80703E+05    0.35713E+01
  1690    0.35905E+03    0.14703E+02   -0.32910E+02    0.80606E+05    0.35507E+01
  1691    0.35965E+03    0.14569E+02   -0.32943E+02    0.80508E+05    0.35305E+01
  1692    0.36025E+03    0.14433E+02   -0.32968E+02    0.80410E+05    0.35107E+01
  1693    0.36084E+03    0.14298E+02   -0.32984E+02    0.80313E+05    0.34912E+01
  1694    0.36144E+03    0.14164E+02   -0.32994E+02    0.80216E+05    0.34719E+01
  1695    0.36203E+03    0.14028E+02   -0.32994E+02    0.80118E+05    0.34528E+01
  1696    0.36263E+03    0.13893E+02   -0.32988E+02    0.80022E+05    0.34339E+01
  1697    0.36321E+03    0.13757E+02   -0.32974E+02    0.79925E+05    0.34152E+01
  1698    0.36380E+03    0.13622E+02   -0.32952E+02    0.79828E+05    0.33966E+01
  1699    0.36439E+03    0.13487E+02   -0.32922E+02    0.79732E+05    0.33780E+01
  1700    0.36497E+03    0.13351E+02   -0.32885E+02    0.79636E+05    0.33594E+01
  1701    0.36553E+03    0.13217E+02   -0.32839E+02    0.79540E+05    0.33408E+01
  1702    0.36611E+03    0.13082E+02   -0.32787E+02    0.79444E+05    0.33222E+01
  1703    0.36667E+03    0.12949E+02   -0.32728E+02    0.79348E+05    0.33036E+01
  1704    0.36723E+03    0.12815E+02   -0.32660E+02    0.79252E+05    0.32850E+01
  1705    0.36778E+03    0.12682E+02   -0.32585E+02    0.79157E+05    0.32665E+01
  1706    0.36832E+03    0.12547E+02   -0.32503E+02    0.79062E+05    0.32481E+01
  1707    0.36886E+03    0.12414E+02   -0.32415E+02    0.78967E+05    0.32297E+01
