#    L    TT             EE             TE
  1499    0.67127E+03    0.10607E+02    0.31488E+01
  1500    0.66817E+03    0.10696E+02    0.36036E+01
  1501    0.66504E+03    0.10787E+02    0.40485E+01
  1502    0.66189E+03    0.10879E+02    0.44829E+01
  1503    0.65873E+03    0.10975E+02    0.49069E+01
  1504    0.65554E+03    0.11071E+02    0.53207E+01
  1505    0.65232E+03    0.11170E+02    0.57239E+01
  1506    0.64909E+03    0.11271E+02    0.61165E+01
  1507    0.64584E+03    0.11373E+02    0.64983E+01
  1508    0.64258E+03    0.11478E+02    0.68691E+01
  1509    0.63929E+03    0.11583E+02    0.72290E+01
  1510    0.63599E+03    0.11691E+02    0.75776E+01
  1511    0.63267E+03    0.11800E+02    0.79158E+01
  1512    0.62933E+03    0.11911E+02    0.82411E+01
  1513    0.62598E+03    0.12023E+02    0.85567E+01
  1514    0.62263E+03    0.12137E+02    0.88602E+01
  1515    0.61928E+03    0.12253E+02    0.91532E+01
  1516    0.61589E+03    0.12369E+02    0.94333E+01
  1517    0.61251E+03    0.12486E+02    0.97029E+01
  1518    0.60911E+03    0.12606E+02    0.99618E+01
  1519    0.60571E+03    0.12725E+02    0.10207E+02
  1520    0.60231E+03    0.12846E+02    0.10442E+02
  1521    0.59889E+03    0.12968E+02    0.10665E+02
  1522    0.59547E+03    0.13091E+02    0.10876E+02
  1523    0.59204E+03    0.13214E+02    0.11076E+02
  1524    0.58861E+03    0.13340E+02    0.11264E+02
  1525    0.58518E+03    0.13465E+02    0.11440E+02
  1526    0.58174E+03    0.13591E+02    0.11605E+02
  1527    0.57831E+03    0.13718E+02    0.11756E+02
  1528    0.57488E+03    0.13845E+02    0.11897E+02
  1529    0.57144E+03    0.13973E+02    0.12027E+02
  1530    0.56802E+03    0.14101E+02    0.12144E+02
  1531    0.56459E+03    0.14230E+02    0.12249E+02
  1532    0.56117E+03    0.14360E+02    0.12343E+02
  1533    0.55775E+03    0.14489E+02    0.12426E+02
  1534    0.55434E+03    0.14619E+02    0.12496E+02
  1535    0.55094E+03    0.14749E+02    0.12555E+02
  1536    0.54754E+03    0.14879E+02    0.12602E+02
  1537    0.54416E+03    0.15009E+02    0.12638E+02
  1538    0.54079E+03    0.15140E+02    0.12662E+02
  1539    0.53739E+03    0.15269E+02    0.12675E+02
  1540    0.53403E+03    0.15398E+02    0.12677E+02
  1541    0.53069E+03    0.15529E+02    0.12667E+02
  1542    0.52735E+03    0.15658E+02    0.12646E+02
  1543    0.52402E+03    0.15787E+02    0.12613E+02
  1544    0.52071E+03    0.15916E+02    0.12570E+02
  1545    0.51741E+03    0.16044E+02    0.12516E+02
  1546    0.51413E+03    0.16171E+02    0.12450E+02
  1547    0.51086E+03    0.16299E+02    0.12373E+02
  1548    0.50761E+03    0.16426E+02    0.12286E+02
  1549    0.50438E+03    0.16552E+02    0.12189E+02
  1550    0.50118E+03    0.16677E+02    0.12080E+02
  1551    0.49797E+03    0.16801E+02    0.11961E+02
  1552    0.49481E+03    0.16925E+02    0.11831E+02
  1553    0.49165E+03    0.17048E+02    0.11692E+02
  1554    0.48852E+03    0.17171E+02    0.11543E+02
  1555    0.48541E+03    0.17292E+02    0.11383E+02
  1556    0.48232E+03    0.17411E+02    0.11213E+02
  1557    0.47926E+03    0.17530E+02    0.11033E+02
  1558    0.47622E+03    0.17649E+02    0.10845E+02
  1559    0.47322E+03    0.17764E+02    0.10646E+02
  1560    0.47024E+03    0.17880E+02    0.10437E+02
  1561    0.46726E+03    0.17994E+02    0.10220E+02
  1562    0.46431E+03    0.18107E+02    0.99925E+01
  1563    0.46139E+03    0.18218E+02    0.97570E+01
  1564    0.45851E+03    0.18328E+02    0.95125E+01
  1565    0.45566E+03    0.18436E+02    0.92590E+01
  1566    0.45283E+03    0.18543E+02    0.89979E+01
  1567    0.45002E+03    0.18647E+02    0.87270E+01
  1568    0.44724E+03    0.18751E+02    0.84485E+01
  1569    0.44451E+03    0.18853E+02    0.81618E+01
  1570    0.44180E+03    0.18954E+02    0.78673E+01
  1571    0.43913E+03    0.19055E+02    0.75655E+01
  1572    0.43648E+03    0.19151E+02    0.72553E+01
  1573    0.43386E+03    0.19247E+02    0.69379E+01
  1574    0.43130E+03    0.19339E+02    0.66131E+01
  1575    0.42875E+03    0.19432E+02    0.62813E+01
  1576    0.42624E+03    0.19520E+02    0.59425E+01
  1577    0.42376E+03    0.19607E+02    0.55969E+01
  1578    0.42132E+03    0.19692E+02    0.52448E+01
  1579    0.41892E+03    0.19775E+02    0.48862E+01
  1580    0.41654E+03    0.19857E+02    0.45215E+01
  1581    0.41419E+03    0.19936E+02    0.41507E+01
  1582    0.41190E+03    0.20013E+02    0.37741E+01
  1583    0.40962E+03    0.20087E+02    0.33917E+01
  1584    0.40740E+03    0.20159E+02    0.30038E+01
  1585    0.40519E+03    0.20230E+02    0.26106E+01
  1586    0.40304E+03    0.20298E+02    0.22124E+01
  1587    0.40092E+03    0.20363E+02    0.18090E+01
  1588    0.39884E+03    0.20427E+02    0.14008E+01
  1589    0.39679E+03    0.20488E+02    0.98812E+00
  1590    0.39478E+03    0.20546E+02    0.57101E+00
  1591    0.39282E+03    0.20602E+02    0.14972E+00
  1592    0.39088E+03    0.20656E+02   -0.27549E+00
  1593    0.38899E+03    0.20707E+02   -0.70471E+00
  1594    0.38712E+03    0.20756E+02   -0.11375E+01
  1595    0.38531E+03    0.20803E+02   -0.15735E+01
  1596    0.38354E+03    0.20847E+02   -0.20129E+01
  1597    0.38180E+03    0.20888E+02   -0.24552E+01
  1598    0.38010E+03    0.20927E+02   -0.29002E+01
  1599    0.37843E+03    0.20963E+02   -0.33480E+01
  1600    0.37681E+03    0.20998E+02   -0.37982E+01
  1601    0.37523E+03    0.21029E+02   -0.42506E+01
  1602    0.37367E+03    0.21057E+02   -0.47050E+01
  1603    0.37217E+03    0.21083E+02   -0.51615E+01
  1604    0.37070E+03    0.21106E+02   -0.56199E+01
  1605    0.36928E+03    0.21127E+02   -0.60790E+01
  1606    0.36788E+03    0.21145E+02   -0.65402E+01
  1607    0.36653E+03    0.21161E+02   -0.70026E+01
  1608    0.36521E+03    0.21175E+02   -0.74649E+01
  1609    0.36394E+03    0.21185E+02   -0.79284E+01
  1610    0.36271E+03    0.21192E+02   -0.83925E+01
  1611    0.36151E+03    0.21198E+02   -0.88564E+01
  1612    0.36036E+03    0.21199E+02   -0.93209E+01
  1613    0.35923E+03    0.21199E+02   -0.97852E+01
  1614    0.35815E+03    0.21196E+02   -0.10249E+02
  1615    0.35711E+03    0.21191E+02   -0.10712E+02
  1616    0.35609E+03    0.21183E+02   -0.11175E+02
  1617    0.35512E+03    0.21172E+02   -0.11636E+02
  1618    0.35419E+03    0.21159E+02   -0.12096E+02
  1619    0.35328E+03    0.21142E+02   -0.12556E+02
  1620    0.35243E+03    0.21124E+02   -0.13013E+02
  1621    0.35161E+03    0.21102E+02   -0.13469E+02
  1622    0.35082E+03    0.21079E+02   -0.13924E+02
  1623    0.35006E+03    0.21052E+02   -0.14376E+02
  1624    0.34935E+03    0.21024E+02   -0.14826E+02
  1625    0.34868E+03    0.20992E+02   -0.15274E+02
  1626    0.34803E+03    0.20958E+02   -0.15719E+02
  1627    0.34741E+03    0.20921E+02   -0.16161E+02
  1628    0.34684E+03    0.20882E+02   -0.16601E+02
  1629    0.34629E+03    0.20841E+02   -0.17037E+02
  1630    0.34579E+03    0.20797E+02   -0.17471E+02
  1631    0.34530E+03    0.20750E+02   -0.17900E+02
  1632    0.34486E+03    0.20700E+02   -0.18327E+02
  1633    0.34445E+03    0.20649E+02   -0.18749E+02
  1634    0.34409E+03    0.20595E+02   -0.19168E+02
  1635    0.34374E+03    0.20540E+02   -0.19583E+02
  1636    0.34343E+03    0.20480E+02   -0.19993E+02
  1637    0.34315E+03    0.20419E+02   -0.20400E+02
  1638    0.34290E+03    0.20356E+02   -0.20801E+02
  1639    0.34268E+03    0.20291E+02   -0.21198E+02
  1640    0.34249E+03    0.20223E+02   -0.21591E+02
  1641    0.34233E+03    0.20152E+02   -0.21979E+02
  1642    0.34220E+03    0.20080E+02   -0.22361E+02
  1643    0.34209E+03    0.20007E+02   -0.22738E+02
  1644    0.34201E+03    0.19929E+02   -0.23112E+02
  1645    0.34196E+03    0.19850E+02   -0.23479E+02
  1646    0.34193E+03    0.19769E+02   -0.23840E+02
  1647    0.34193E+03    0.19686E+02   -0.24195E+02
  1648    0.34197E+03    0.19601E+02   -0.24546E+02
  1649    0.34202E+03    0.19515E+02   -0.24890E+02
  1650    0.34210E+03    0.19425E+02   -0.25228E+02
  1651    0.34220E+03    0.19335E+02   -0.25561E+02
  1652    0.34233E+03    0.19241E+02   -0.25886E+02
  1653    0.34248E+03    0.19146E+02   -0.26205E+02
  1654    0.34265E+03    0.19050E+02   -0.26520E+02
  1655    0.34286E+03    0.18952E+02   -0.26825E+02
  1656    0.34308E+03    0.18852E+02   -0.27125E+02
  1657    0.34330E+03    0.18750E+02   -0.27418E+02
  1658    0.34357E+03    0.18646E+02   -0.27705E+02
  1659    0.34385E+03    0.18541E+02   -0.27984E+02
  1660    0.34414E+03    0.18435E+02   -0.28257E+02
  1661    0.34446E+03    0.18326E+02   -0.28523E+02
  1662    0.34479E+03    0.18217E+02   -0.28782E+02
  1663    0.34515E+03    0.18106E+02   -0.29033E+02
  1664    0.34551E+03    0.17993E+02   -0.29276E+02
  1665    0.34589E+03    0.17879E+02   -0.29513E+02
  1666    0.34630E+03    0.17763E+02   -0.29743E+02
  1667    0.34671E+03    0.17647E+02   -0.29964E+02
  1668    0.34714E+03    0.17529E+02   -0.30179E+02
  1669    0.34759E+03    0.17410E+02   -0.30385E+02
  1670    0.34804E+03    0.17290E+02   -0.30584E+02
  1671    0.34852E+03    0.17168E+02   -0.30776E+02
  1672    0.34900E+03    0.17046E+02   -0.30959E+02
  1673    0.34949E+03    0.16922E+02   -0.31135E+02
  1674    0.35000E+03    0.16798E+02   -0.31303E+02
  1675    0.35050E+03    0.16672E+02   -0.31463E+02
  1676    0.35103E+03    0.16545E+02   -0.31615E+02
  1677    0.35157E+03    0.16418E+02   -0.31760E+02
  1678    0.35210E+03    0.16289E+02   -0.31896E+02
  1679    0.35265E+03    0.16161E+02   -0.32025E+02
  1680    0.35321E+03    0.16031E+02   -0.32145E+02
  1681    0.35377E+03    0.15899E+02   -0.32257E+02
  1682    0.35433E+03    0.15768E+02   -0.32362E+02
  1683    0.35491E+03    0.15637E+02   -0.32459E+02
  1684    0.35549E+03    0.15505E+02   -0.32548E+02
  1685    0.35608E+03    0.15372E+02   -0.32629E+02
  1686    0.35667E+03    0.15239E+02   -0.32700E+02
  1687    0.35725E+03    0.15105E+02   -0.32765E+02
  1688    0.35785E+03    0.14971E+02   -0.32822E+02
  1689    0.35844E+03    0.14837E+02   -0.32869E+02
  1690    0.35903E+03    0.14703E+02   -0.32910E+02
  1691    0.35963E+03    0.14569E+02   -0.32943E+02
  1692    0.36023E+03    0.14433E+02   -0.32967E+02
  1693    0.36082E+03    0.14298E+02   -0.32984E+02
  1694    0.36141E+03    0.14163E+02   -0.32994E+02
  1695    0.36201E+03    0.14027E+02   -0.32994E+02
  1696    0.36261E+03    0.13893E+02   -0.32988E+02
  1697    0.36319E+03    0.13757E+02   -0.32973E+02
  1698    0.36378E+03    0.13622E+02   -0.32952E+02
  1699    0.36436E+03    0.13487E+02   -0.32921E+02
  1700    0.36494E+03    0.13351E+02   -0.32884E+02
  1701    0.36551E+03    0.13217E+02   -0.32839E+02
  1702    0.36609E+03    0.13082E+02   -0.32786E+02
  1703    0.36665E+03    0.12949E+02   -0.32727E+02
  1704    0.36721E+03    0.12814E+02   -0.32660E+02
  1705    0.36776E+03    0.12681E+02   -0.32585E+02
  1706    0.36830E+03    0.12547E+02   -0.32503E+02
  1707    0.36884E+03    0.12413E+02   -0.32415E+02
  1708    0.36937E+03    0.12281E+02   -0.32318E+02
  1709    0.36989E+03    0.12150E+02   -0.32215E+02
  1710    0.37040E+03    0.12020E+02   -0.32105E+02
  1711    0.37090E+03    0.11891E+02   -0.31987E+02
  1712    0.37140E+03    0.11761E+02   -0.31863E+02
  1713    0.37188E+03    0.11632E+02   -0.31733E+02
  1714    0.37234E+03    0.11504E+02   -0.31595E+02
  1715    0.37279E+03    0.11376E+02   -0.31451E+02
  1716    0.37325E+03    0.11250E+02   -0.31301E+02
  1717    0.37368E+03    0.11124E+02   -0.31144E+02
  1718    0.37409E+03    0.11000E+02   -0.30981E+02
  1719    0.37450E+03    0.10876E+02   -0.30811E+02
  1720    0.37490E+03    0.10754E+02   -0.30636E+02
  1721    0.37528E+03    0.10633E+02   -0.30454E+02
  1722    0.37565E+03    0.10512E+02   -0.30267E+02
  1723    0.37601E+03    0.10392E+02   -0.30074E+02
  1724    0.37634E+03    0.10274E+02   -0.29875E+02
  1725    0.37666E+03    0.10156E+02   -0.29671E+02
  1726    0.37696E+03    0.10041E+02   -0.29461E+02
  1727    0.37725E+03    0.99256E+01   -0.29246E+02
  1728    0.37753E+03    0.98133E+01   -0.29026E+02
  1729    0.37779E+03    0.97017E+01   -0.28800E+02
  1730    0.37802E+03    0.95907E+01   -0.28569E+02
  1731    0.37824E+03    0.94810E+01   -0.28334E+02
  1732    0.37844E+03    0.93727E+01   -0.28093E+02
  1733    0.37863E+03    0.92665E+01   -0.27848E+02
  1734    0.37880E+03    0.91609E+01   -0.27599E+02
  1735    0.37894E+03    0.90575E+01   -0.27343E+02
  1736    0.37908E+03    0.89546E+01   -0.27086E+02
  1737    0.37919E+03    0.88546E+01   -0.26823E+02
  1738    0.37928E+03    0.87553E+01   -0.26556E+02
  1739    0.37936E+03    0.86580E+01   -0.26285E+02
  1740    0.37941E+03    0.85621E+01   -0.26011E+02
  1741    0.37946E+03    0.84676E+01   -0.25732E+02
  1742    0.37947E+03    0.83752E+01   -0.25451E+02
  1743    0.37947E+03    0.82842E+01   -0.25165E+02
  1744    0.37944E+03    0.81953E+01   -0.24877E+02
  1745    0.37940E+03    0.81070E+01   -0.24586E+02
  1746    0.37933E+03    0.80215E+01   -0.24291E+02
  1747    0.37925E+03    0.79382E+01   -0.23993E+02
  1748    0.37914E+03    0.78570E+01   -0.23693E+02
  1749    0.37901E+03    0.77765E+01   -0.23389E+02
  1750    0.37886E+03    0.76980E+01   -0.23084E+02
  1751    0.37869E+03    0.76209E+01   -0.22776E+02
  1752    0.37850E+03    0.75452E+01   -0.22465E+02
  1753    0.37829E+03    0.74709E+01   -0.22153E+02
  1754    0.37806E+03    0.73994E+01   -0.21839E+02
  1755    0.37781E+03    0.73306E+01   -0.21522E+02
  1756    0.37754E+03    0.72627E+01   -0.21204E+02
  1757    0.37724E+03    0.71967E+01   -0.20885E+02
  1758    0.37692E+03    0.71326E+01   -0.20564E+02
  1759    0.37658E+03    0.70705E+01   -0.20243E+02
  1760    0.37622E+03    0.70104E+01   -0.19919E+02
  1761    0.37584E+03    0.69523E+01   -0.19595E+02
  1762    0.37543E+03    0.68960E+01   -0.19270E+02
  1763    0.37501E+03    0.68418E+01   -0.18944E+02
  1764    0.37458E+03    0.67897E+01   -0.18618E+02
  1765    0.37411E+03    0.67394E+01   -0.18291E+02
  1766    0.37362E+03    0.66911E+01   -0.17964E+02
  1767    0.37311E+03    0.66446E+01   -0.17636E+02
  1768    0.37258E+03    0.66003E+01   -0.17309E+02
  1769    0.37204E+03    0.65578E+01   -0.16982E+02
  1770    0.37146E+03    0.65173E+01   -0.16654E+02
  1771    0.37087E+03    0.64788E+01   -0.16328E+02
  1772    0.37027E+03    0.64422E+01   -0.16002E+02
  1773    0.36962E+03    0.64075E+01   -0.15676E+02
  1774    0.36897E+03    0.63749E+01   -0.15351E+02
  1775    0.36830E+03    0.63442E+01   -0.15028E+02
  1776    0.36762E+03    0.63154E+01   -0.14704E+02
  1777    0.36689E+03    0.62887E+01   -0.14383E+02
  1778    0.36616E+03    0.62638E+01   -0.14063E+02
  1779    0.36541E+03    0.62410E+01   -0.13744E+02
  1780    0.36464E+03    0.62200E+01   -0.13426E+02
  1781    0.36385E+03    0.62009E+01   -0.13110E+02
  1782    0.36303E+03    0.61838E+01   -0.12796E+02
  1783    0.36220E+03    0.61686E+01   -0.12484E+02
  1784    0.36136E+03    0.61552E+01   -0.12173E+02
  1785    0.36049E+03    0.61437E+01   -0.11865E+02
  1786    0.35961E+03    0.61341E+01   -0.11559E+02
  1787    0.35871E+03    0.61265E+01   -0.11254E+02
  1788    0.35780E+03    0.61206E+01   -0.10954E+02
  1789    0.35686E+03    0.61166E+01   -0.10655E+02
  1790    0.35590E+03    0.61144E+01   -0.10359E+02
  1791    0.35493E+03    0.61140E+01   -0.10066E+02
  1792    0.35395E+03    0.61154E+01   -0.97756E+01
  1793    0.35293E+03    0.61185E+01   -0.94881E+01
  1794    0.35192E+03    0.61234E+01   -0.92039E+01
  1795    0.35089E+03    0.61302E+01   -0.89230E+01
  1796    0.34981E+03    0.61386E+01   -0.86446E+01
  1797    0.34876E+03    0.61487E+01   -0.83703E+01
  1798    0.34767E+03    0.61604E+01   -0.80985E+01
  1799    0.34657E+03    0.61740E+01   -0.78307E+01
  1800    0.34546E+03    0.61891E+01   -0.75670E+01
  1801    0.34434E+03    0.62059E+01   -0.73063E+01
  1802    0.34322E+03    0.62242E+01   -0.70497E+01
  1803    0.34207E+03    0.62441E+01   -0.67975E+01
  1804    0.34089E+03    0.62656E+01   -0.65483E+01
  1805    0.33971E+03    0.62886E+01   -0.63035E+01
  1806    0.33853E+03    0.63133E+01   -0.60629E+01
  1807    0.33732E+03    0.63394E+01   -0.58265E+01
  1808    0.33611E+03    0.63669E+01   -0.55942E+01
  1809    0.33488E+03    0.63957E+01   -0.53664E+01
  1810    0.33365E+03    0.64261E+01   -0.51430E+01
  1811    0.33240E+03    0.64578E+01   -0.49241E+01
  1812    0.33114E+03    0.64910E+01   -0.47098E+01
  1813    0.32988E+03    0.65254E+01   -0.45002E+01
  1814    0.32860E+03    0.65612E+01   -0.42952E+01
  1815    0.32731E+03    0.65982E+01   -0.40950E+01
  1816    0.32602E+03    0.66365E+01   -0.38998E+01
  1817    0.32472E+03    0.66760E+01   -0.37092E+01
  1818    0.32340E+03    0.67167E+01   -0.35236E+01
  1819    0.32206E+03    0.67587E+01   -0.33430E+01
  1820    0.32074E+03    0.68016E+01   -0.31675E+01
  1821    0.31941E+03    0.68458E+01   -0.29970E+01
  1822    0.31807E+03    0.68910E+01   -0.28316E+01
  1823    0.31675E+03    0.69374E+01   -0.26715E+01
  1824    0.31539E+03    0.69844E+01   -0.25164E+01
  1825    0.31404E+03    0.70324E+01   -0.23667E+01
  1826    0.31268E+03    0.70822E+01   -0.22223E+01
  1827    0.31132E+03    0.71325E+01   -0.20830E+01
  1828    0.30995E+03    0.71836E+01   -0.19493E+01
  1829    0.30858E+03    0.72348E+01   -0.18207E+01
  1830    0.30720E+03    0.72883E+01   -0.16976E+01
  1831    0.30583E+03    0.73419E+01   -0.15799E+01
  1832    0.30444E+03    0.73962E+01   -0.14676E+01
  1833    0.30306E+03    0.74514E+01   -0.13607E+01
  1834    0.30168E+03    0.75066E+01   -0.12594E+01
  1835    0.30029E+03    0.75633E+01   -0.11634E+01
  1836    0.29890E+03    0.76217E+01   -0.10730E+01
  1837    0.29752E+03    0.76786E+01   -0.98806E+00
  1838    0.29613E+03    0.77371E+01   -0.90868E+00
  1839    0.29474E+03    0.77964E+01   -0.83474E+00
  1840    0.29336E+03    0.78550E+01   -0.76638E+00
  1841    0.29198E+03    0.79152E+01   -0.70346E+00
  1842    0.29059E+03    0.79755E+01   -0.64607E+00
  1843    0.28921E+03    0.80358E+01   -0.59422E+00
  1844    0.28783E+03    0.80970E+01   -0.54776E+00
  1845    0.28647E+03    0.81583E+01   -0.50685E+00
  1846    0.28509E+03    0.82204E+01   -0.47127E+00
  1847    0.28372E+03    0.82826E+01   -0.44133E+00
  1848    0.28235E+03    0.83449E+01   -0.41667E+00
  1849    0.28098E+03    0.84073E+01   -0.39744E+00
  1850    0.27963E+03    0.84698E+01   -0.38357E+00
  1851    0.27825E+03    0.85331E+01   -0.37508E+00
  1852    0.27691E+03    0.85973E+01   -0.37196E+00
  1853    0.27556E+03    0.86601E+01   -0.37408E+00
  1854    0.27422E+03    0.87229E+01   -0.38160E+00
  1855    0.27288E+03    0.87852E+01   -0.39429E+00
  1856    0.27156E+03    0.88482E+01   -0.41209E+00
  1857    0.27023E+03    0.89122E+01   -0.43516E+00
  1858    0.26892E+03    0.89747E+01   -0.46335E+00
  1859    0.26761E+03    0.90381E+01   -0.49675E+00
  1860    0.26631E+03    0.91000E+01   -0.53506E+00
  1861    0.26502E+03    0.91628E+01   -0.57852E+00
  1862    0.26374E+03    0.92250E+01   -0.62684E+00
  1863    0.26246E+03    0.92873E+01   -0.68002E+00
  1864    0.26120E+03    0.93504E+01   -0.73815E+00
  1865    0.25994E+03    0.94121E+01   -0.80108E+00
  1866    0.25870E+03    0.94732E+01   -0.86882E+00
  1867    0.25745E+03    0.95343E+01   -0.94108E+00
  1868    0.25622E+03    0.95948E+01   -0.10182E+01
  1869    0.25501E+03    0.96547E+01   -0.10997E+01
  1870    0.25380E+03    0.97147E+01   -0.11859E+01
  1871    0.25260E+03    0.97747E+01   -0.12765E+01
  1872    0.25142E+03    0.98334E+01   -0.13716E+01
  1873    0.25025E+03    0.98921E+01   -0.14710E+01
  1874    0.24909E+03    0.99495E+01   -0.15748E+01
  1875    0.24794E+03    0.10007E+02   -0.16827E+01
  1876    0.24680E+03    0.10064E+02   -0.17947E+01
  1877    0.24568E+03    0.10120E+02   -0.19109E+01
  1878    0.24456E+03    0.10175E+02   -0.20310E+01
  1879    0.24346E+03    0.10229E+02   -0.21550E+01
  1880    0.24237E+03    0.10282E+02   -0.22830E+01
  1881    0.24130E+03    0.10335E+02   -0.24146E+01
  1882    0.24024E+03    0.10388E+02   -0.25499E+01
  1883    0.23920E+03    0.10439E+02   -0.26888E+01
  1884    0.23817E+03    0.10490E+02   -0.28313E+01
  1885    0.23715E+03    0.10540E+02   -0.29773E+01
  1886    0.23614E+03    0.10589E+02   -0.31266E+01
  1887    0.23515E+03    0.10637E+02   -0.32794E+01
  1888    0.23418E+03    0.10684E+02   -0.34352E+01
  1889    0.23322E+03    0.10730E+02   -0.35943E+01
  1890    0.23227E+03    0.10776E+02   -0.37564E+01
  1891    0.23135E+03    0.10821E+02   -0.39215E+01
  1892    0.23043E+03    0.10864E+02   -0.40895E+01
  1893    0.22952E+03    0.10907E+02   -0.42602E+01
  1894    0.22864E+03    0.10948E+02   -0.44336E+01
  1895    0.22777E+03    0.10989E+02   -0.46096E+01
  1896    0.22691E+03    0.11029E+02   -0.47883E+01
  1897    0.22608E+03    0.11067E+02   -0.49693E+01
  1898    0.22525E+03    0.11104E+02   -0.51529E+01
  1899    0.22445E+03    0.11140E+02   -0.53387E+01
  1900    0.22365E+03    0.11175E+02   -0.55267E+01
  1901    0.22287E+03    0.11209E+02   -0.57170E+01
  1902    0.22212E+03    0.11241E+02   -0.59092E+01
  1903    0.22137E+03    0.11272E+02   -0.61031E+01
  1904    0.22066E+03    0.11303E+02   -0.62983E+01
  1905    0.21993E+03    0.11332E+02   -0.64960E+01
  1906    0.21924E+03    0.11360E+02   -0.66956E+01
  1907    0.21856E+03    0.11387E+02   -0.68955E+01
  1908    0.21790E+03    0.11413E+02   -0.70979E+01
  1909    0.21724E+03    0.11437E+02   -0.73006E+01
  1910    0.21661E+03    0.11461E+02   -0.75051E+01
  1911    0.21600E+03    0.11483E+02   -0.77115E+01
  1912    0.21540E+03    0.11503E+02   -0.79174E+01
  1913    0.21483E+03    0.11522E+02   -0.81243E+01
  1914    0.21426E+03    0.11540E+02   -0.83324E+01
  1915    0.21371E+03    0.11557E+02   -0.85415E+01
  1916    0.21318E+03    0.11572E+02   -0.87509E+01
  1917    0.21267E+03    0.11586E+02   -0.89614E+01
  1918    0.21217E+03    0.11599E+02   -0.91722E+01
  1919    0.21169E+03    0.11610E+02   -0.93833E+01
  1920    0.21122E+03    0.11620E+02   -0.95947E+01
  1921    0.21076E+03    0.11629E+02   -0.98058E+01
  1922    0.21033E+03    0.11636E+02   -0.10017E+02
  1923    0.20991E+03    0.11643E+02   -0.10228E+02
  1924    0.20950E+03    0.11647E+02   -0.10439E+02
  1925    0.20912E+03    0.11650E+02   -0.10651E+02
  1926    0.20875E+03    0.11653E+02   -0.10861E+02
  1927    0.20838E+03    0.11654E+02   -0.11073E+02
  1928    0.20805E+03    0.11654E+02   -0.11281E+02
  1929    0.20772E+03    0.11652E+02   -0.11491E+02
  1930    0.20741E+03    0.11649E+02   -0.11699E+02
  1931    0.20712E+03    0.11644E+02   -0.11907E+02
  1932    0.20684E+03    0.11638E+02   -0.12113E+02
  1933    0.20658E+03    0.11631E+02   -0.12319E+02
  1934    0.20633E+03    0.11623E+02   -0.12524E+02
  1935    0.20610E+03    0.11612E+02   -0.12728E+02
  1936    0.20588E+03    0.11602E+02   -0.12931E+02
  1937    0.20567E+03    0.11588E+02   -0.13131E+02
  1938    0.20548E+03    0.11575E+02   -0.13331E+02
  1939    0.20531E+03    0.11559E+02   -0.13530E+02
  1940    0.20514E+03    0.11543E+02   -0.13727E+02
  1941    0.20500E+03    0.11525E+02   -0.13922E+02
  1942    0.20486E+03    0.11506E+02   -0.14115E+02
  1943    0.20474E+03    0.11486E+02   -0.14308E+02
  1944    0.20463E+03    0.11463E+02   -0.14497E+02
  1945    0.20453E+03    0.11441E+02   -0.14684E+02
  1946    0.20445E+03    0.11417E+02   -0.14871E+02
  1947    0.20437E+03    0.11392E+02   -0.15055E+02
  1948    0.20432E+03    0.11365E+02   -0.15237E+02
  1949    0.20428E+03    0.11337E+02   -0.15416E+02
  1950    0.20424E+03    0.11308E+02   -0.15594E+02
  1951    0.20423E+03    0.11278E+02   -0.15768E+02
  1952    0.20422E+03    0.11246E+02   -0.15940E+02
  1953    0.20422E+03    0.11213E+02   -0.16110E+02
  1954    0.20424E+03    0.11179E+02   -0.16278E+02
  1955    0.20426E+03    0.11145E+02   -0.16443E+02
  1956    0.20430E+03    0.11108E+02   -0.16605E+02
  1957    0.20437E+03    0.11071E+02   -0.16764E+02
  1958    0.20441E+03    0.11032E+02   -0.16921E+02
  1959    0.20448E+03    0.10992E+02   -0.17075E+02
  1960    0.20455E+03    0.10952E+02   -0.17226E+02
  1961    0.20464E+03    0.10911E+02   -0.17374E+02
  1962    0.20473E+03    0.10868E+02   -0.17519E+02
  1963    0.20484E+03    0.10825E+02   -0.17660E+02
  1964    0.20495E+03    0.10780E+02   -0.17798E+02
  1965    0.20508E+03    0.10734E+02   -0.17933E+02
  1966    0.20521E+03    0.10687E+02   -0.18065E+02
  1967    0.20535E+03    0.10639E+02   -0.18194E+02
  1968    0.20549E+03    0.10590E+02   -0.18319E+02
  1969    0.20565E+03    0.10540E+02   -0.18441E+02
  1970    0.20581E+03    0.10491E+02   -0.18559E+02
  1971    0.20598E+03    0.10440E+02   -0.18674E+02
  1972    0.20615E+03    0.10387E+02   -0.18785E+02
  1973    0.20633E+03    0.10334E+02   -0.18893E+02
  1974    0.20653E+03    0.10280E+02   -0.18997E+02
  1975    0.20672E+03    0.10225E+02   -0.19098E+02
  1976    0.20692E+03    0.10169E+02   -0.19195E+02
  1977    0.20712E+03    0.10113E+02   -0.19288E+02
  1978    0.20733E+03    0.10056E+02   -0.19377E+02
  1979    0.20755E+03    0.99988E+01   -0.19462E+02
  1980    0.20777E+03    0.99403E+01   -0.19544E+02
  1981    0.20799E+03    0.98811E+01   -0.19622E+02
  1982    0.20822E+03    0.98211E+01   -0.19696E+02
  1983    0.20845E+03    0.97603E+01   -0.19766E+02
